         0        28
        46        27   4.51354
        47         0   4.03509
        47         1
        47         2   2.71760
        47         3   2.58120
        47         4
        47         5   4.90194
        47         6   4.16524
        47         7
        47         8
        47         9
        47        10   4.10618
        47        11   4.82726
        47        12   4.07996
        47        13   3.86302
        47        14   4.81528
        47        15
        47        16
        47        17   2.06187
        47        18   4.28126
        47        19   3.49306
        47        20
        47        21   4.20275
        47        22   3.78026
        47        23   1.62793
        47        24   4.35082
        47        25
        47        26   4.51354
        47        27   4.69366
        48         0   4.21363
        48         1   4.50180
        48         2
        48         3
        48         4
        48         5   4.50057
        48         6
        48         7   3.48280
        48         8   3.68839
        48         9   2.23819
        48        10
        48        11   4.78560
        48        12   4.26718
        48        13   3.89730
        48        14   2.71247
        48        15   1.95767
        48        16   3.51359
        48        17
        48        18   3.29592
        48        19   4.83172
        48        20   1.77431
        48        21   4.72319
        48        22   4.86142
        48        23
        48        24   4.96528
        48        25   4.53936
        48        26
        48        27   4.19509
        49         0   4.50180
        49         1   4.21363
        49         2
        49         3
        49         4   4.50057
        49         5
        49         6
        49         7   3.48280
        49         8   2.23819
        49         9   3.68839
        49        10   4.78560
        49        11
        49        12   3.89730
        49        13   4.26718
        49        14   1.95767
        49        15   2.71247
        49        16
        49        17   3.51359
        49        18   4.83172
        49        19   3.29592
        49        20   4.72319
        49        21   1.77431
        49        22
        49        23   4.86142
        49        24   4.53936
        49        25   4.96528
        49        26   4.19509
        49        27
        50         0
        50         1
        50         2   4.09673
        50         3   4.62452
        50         4
        50         5   3.91055
        50         6   4.62571   4.79643
        50         7
        50         8
        50         9   4.94559
        50        10   3.84904
        50        11   2.16779
        50        12   2.75073
        50        13   1.83133
        50        14   4.23707
        50        15   4.01198
        50        16   3.28342
        50        17   4.63392
        50        18   3.55547
        50        19
        50        20
        50        21
        50        22   1.75304
        50        23   4.58601
        50        24
        50        25
        50        26   4.20925
        50        27   4.10420
        51         0
        51         1
        51         2   4.62452
        51         3   4.09673
        51         4   3.91055
        51         5
        51         6   4.79643   4.62571
        51         7
        51         8   4.94559
        51         9
        51        10   2.16779
        51        11   3.84904
        51        12   1.83133
        51        13   2.75073
        51        14   4.01198
        51        15   4.23707
        51        16   4.63392
        51        17   3.28342
        51        18
        51        19   3.55547
        51        20
        51        21
        51        22   4.58601
        51        23   1.75304
        51        24
        51        25
        51        26   4.10420
        51        27   4.20925
        52         0   4.51015
        52         1
        52         2   4.05040
        52         3   4.07023
        52         4   4.77365
        52         5   4.14143
        52         6   4.25372
        52         7   3.83672
        52         8   3.90060
        52         9
        52        10   1.77876
        52        11
        52        12   4.31685
        52        13   3.87449
        52        14   2.66645
        52        15
        52        16
        52        17   3.52682
        52        18   4.76254
        52        19
        52        20
        52        21   3.35390
        52        22   4.67569
        52        23   3.57332
        52        24   3.68077
        52        25
        52        26   1.55624
        52        27   4.68876
        53         0
        53         1   4.51015
        53         2   4.07023
        53         3   4.05040
        53         4   4.14143
        53         5   4.77365
        53         6   4.25372
        53         7   3.83672
        53         8
        53         9   3.90060
        53        10
        53        11   1.77876
        53        12   3.87449
        53        13   4.31685
        53        14
        53        15   2.66645
        53        16   3.52682
        53        17
        53        18
        53        19   4.76254
        53        20   3.35390
        53        21
        53        22   3.57332
        53        23   4.67569
        53        24
        53        25   3.68077
        53        26   4.68876
        53        27   1.55624
        54         0   3.95916
        54         1   4.35661
        54         2   4.68311
        54         3
        54         4   1.85159
        54         5
        54         6
        54         7   2.67377
        54         8   1.76807
        54         9
        54        10   4.13800
        54        11
        54        12   2.69059
        54        13
        54        14   4.04055
        54        15   3.87781
        54        16   4.53123
        54        17
        54        18
        54        19   3.90288
        54        20   4.65778
        54        21   3.66030
        54        22
        54        23   3.58802
        54        24   4.70680
        54        25   4.16398
        54        26   4.99806
        54        27   2.92760
        55         0   4.35661
        55         1   3.95916
        55         2
        55         3   4.68311
        55         4
        55         5   1.85159
        55         6
        55         7   2.67377
        55         8
        55         9   1.76807
        55        10
        55        11   4.13800
        55        12
        55        13   2.69059
        55        14   3.87781
        55        15   4.04055
        55        16
        55        17   4.53123
        55        18   3.90288
        55        19
        55        20   3.66030
        55        21   4.65778
        55        22   3.58802
        55        23
        55        24   4.16398
        55        25   4.70680
        55        26   2.92760
        55        27   4.99806
        56         0   2.50934
        56         1   4.50616
        56         2   4.63646
        56         3
        56         4   4.26870
        56         5   3.89086
        56         6
        56         7   1.76711
        56         8   2.74433
        56         9   4.29274
        56        10   3.85072
        56        11
        56        12
        56        13
        56        14   3.47577
        56        15
        56        16
        56        17   4.56138
        56        18   4.89962
        56        19
        56        20   3.92308
        56        21   3.41313
        56        22   4.31346
        56        23
        56        24   3.41655
        56        25
        56        26   1.80023
        56        27   4.71782
        57         0   4.50616
        57         1   2.50934
        57         2
        57         3   4.63646
        57         4   3.89086
        57         5   4.26870
        57         6
        57         7   1.76711
        57         8   4.29274
        57         9   2.74433
        57        10
        57        11   3.85072
        57        12
        57        13
        57        14
        57        15   3.47577
        57        16   4.56138
        57        17
        57        18
        57        19   4.89962
        57        20   3.41313
        57        21   3.92308
        57        22
        57        23   4.31346
        57        24
        57        25   3.41655
        57        26   4.71782
        57        27   1.80023
        58         0   4.73491
        58         1
        58         2   2.56454
        58         3   4.38040
        58         4   1.70194
        58         5
        58         6   4.32485
        58         7   3.83158
        58         8   4.04566
        58         9
        58        10   2.89777
        58        11   3.95959
        58        12   3.58603
        58        13
        58        14
        58        15
        58        16   4.68762
        58        17
        58        18
        58        19   4.34004
        58        20   4.16454
        58        21
        58        22   3.95559
        58        23   3.43167
        58        24
        58        25   4.68349
        58        26   3.74415
        58        27   1.78325
        59         0
        59         1   4.73491
        59         2   4.38040
        59         3   2.56454
        59         4
        59         5   1.70194
        59         6   4.32485
        59         7   3.83158
        59         8
        59         9   4.04566
        59        10   3.95959
        59        11   2.89777
        59        12
        59        13   3.58603
        59        14
        59        15
        59        16
        59        17   4.68762
        59        18   4.34004
        59        19
        59        20
        59        21   4.16454
        59        22   3.43167
        59        23   3.95559
        59        24   4.68349
        59        25
        59        26   1.78325
        59        27   3.74415
        60         0   3.90423
        60         1
        60         2   2.08386
        60         3   4.74460   4.44675
        60         4   4.31162
        60         5   3.90260
        60         6   4.61178
        60         7   4.34191
        60         8
        60         9
        60        10   3.33670
        60        11   3.74577
        60        12
        60        13   3.95896
        60        14
        60        15
        60        16   4.64050
        60        17   4.41940
        60        18   3.88802
        60        19
        60        20
        60        21
        60        22   1.76771
        60        23   4.88711
        60        24   4.50536
        60        25
        60        26   1.81386
        60        27   3.87265
        61         0
        61         1   3.90423
        61         2   4.44675   4.74460
        61         3   2.08386
        61         4   3.90260
        61         5   4.31162
        61         6   4.61178
        61         7   4.34191
        61         8
        61         9
        61        10   3.74577
        61        11   3.33670
        61        12   3.95896
        61        13
        61        14
        61        15
        61        16   4.41940
        61        17   4.64050
        61        18
        61        19   3.88802
        61        20
        61        21
        61        22   4.88711
        61        23   1.76771
        61        24
        61        25   4.50536
        61        26   3.87265
        61        27   1.81386
        62         0   2.09817
        62         1   4.21496
        62         2   4.14764
        62         3
        62         4   2.66359
        62         5
        62         6
        62         7   2.21952
        62         8   3.54027
        62         9   4.12706
        62        10
        62        11
        62        12
        62        13
        62        14
        62        15   4.21777
        62        16   3.86220
        62        17   4.83164
        62        18   4.56041
        62        19   4.13273
        62        20   1.75230
        62        21   4.41477
        62        22
        62        23
        62        24   4.82841
        62        25
        62        26   4.47547
        62        27   3.01264
        63         0   4.21496
        63         1   2.09817
        63         2
        63         3   4.14764
        63         4
        63         5   2.66359
        63         6
        63         7   2.21952
        63         8   4.12706
        63         9   3.54027
        63        10
        63        11
        63        12
        63        13
        63        14   4.21777
        63        15
        63        16   4.83164
        63        17   3.86220
        63        18   4.13273
        63        19   4.56041
        63        20   4.41477
        63        21   1.75230
        63        22
        63        23
        63        24
        63        25   4.82841
        63        26   3.01264
        63        27   4.47547
        64         0   3.27400
        64         1   4.97603
        64         2   3.48718
        64         3   2.84515
        64         4
        64         5   4.83565   4.38255
        64         6   4.70751
        64         7   4.55030
        64         8
        64         9   4.75964
        64        10
        64        11   4.88879
        64        12
        64        13   3.50689
        64        14   4.11155
        64        15
        64        16   4.69821
        64        17   3.88992
        64        18   1.48876
        64        19
        64        20   3.68983
        64        21   4.71780
        64        22   1.72607
        64        23   4.49095
        64        24   4.84646
        64        25
        64        26   3.65091
        64        27
        65         0   4.97603
        65         1   3.27400
        65         2   2.84515
        65         3   3.48718
        65         4   4.38255   4.83565
        65         5
        65         6   4.70751
        65         7   4.55030
        65         8   4.75964
        65         9
        65        10   4.88879
        65        11
        65        12   3.50689
        65        13
        65        14
        65        15   4.11155
        65        16   3.88992
        65        17   4.69821
        65        18
        65        19   1.48876
        65        20   4.71780
        65        21   3.68983
        65        22   4.49095
        65        23   1.72607
        65        24
        65        25   4.84646
        65        26
        65        27   3.65091
        66         0   3.79862
        66         1   2.50078
        66         2   3.48358
        66         3   4.72260
        66         4   4.06647
        66         5
        66         6
        66         7   4.48017
        66         8   4.82886
        66         9
        66        10
        66        11   4.59055
        66        12   4.17820
        66        13
        66        14
        66        15   3.68477
        66        16   1.43853
        66        17
        66        18   4.67659
        66        19   3.81071
        66        20   1.73840
        66        21   4.24899
        66        22   3.85326
        66        23   4.74165
        66        24
        66        25   4.18874
        66        26
        66        27   3.90653
        67         0   2.50078
        67         1   3.79862
        67         2   4.72260
        67         3   3.48358
        67         4
        67         5   4.06647
        67         6
        67         7   4.48017
        67         8
        67         9   4.82886
        67        10   4.59055
        67        11
        67        12
        67        13   4.17820
        67        14   3.68477
        67        15
        67        16
        67        17   1.43853
        67        18   3.81071
        67        19   4.67659
        67        20   4.24899
        67        21   1.73840
        67        22   4.74165
        67        23   3.85326
        67        24   4.18874
        67        25
        67        26   3.90653
        67        27
