cif name= ./1534029.cif
./1534029.cif
Full Formula (Cr8 Pb40 O64)
ce_symbol  = SS:4
ce_fraction=  0.9484475529494834
species:coords:index
O1 : [2.36510475 2.0644936  9.27003761] : 93
O1 : [4.97916824 2.3529155  7.52025287] : 48
O1 : [2.58324557 2.592294   6.02639297] : 80
O1 : [0.33130922 0.6901107  7.09988764] : 52
!!!atention to nb coordination!!!
         [2.229327715171308, 2.691852221405906, 2.158348082751935, 2.4008476171001503]
         [2.229327715171308, 2.691852221405907, 2.158348082751935, 2.4008476171001503]

ce_symbol  = S:5
ce_fraction=  0.05155242959403176
species:coords:index
O1 : [2.36510475 2.0644936  9.27003761] : 93
O1 : [4.97916824 2.3529155  7.52025287] : 48
O1 : [2.58324557 2.592294   6.02639297] : 80
O1 : [0.33130922 0.6901107  7.09988764] : 52
O1 : [ 2.19059008 -0.1564718   4.5939087 ] : 66
!!!atention to nb coordination!!!
         [2.229327715171308, 2.691852221405906, 2.158348082751935, 2.4008476171001503, 3.036971619523203]
         [2.229327715171308, 2.691852221405907, 2.158348082751935, 2.4008476171001503, 3.0369716195232024]

ce_symbol  = TY:3
ce_fraction=  1.745648494034989e-08
species:coords:index
O1 : [2.36510475 2.0644936  9.27003761] : 93
O1 : [2.58324557 2.592294   6.02639297] : 80
O1 : [0.33130922 0.6901107  7.09988764] : 52


**isite= 29
Pb1 : [11.79138621  6.75934822  9.98384787]

ce_symbol  = SS:4
ce_fraction=  0.9484475529494828
species:coords:index
O1 : [9.51599769 8.1914155  9.8502111 ] : 49
O1 : [11.91192036  8.430794   11.344071  ] : 81
O1 : [14.16385671  6.5286107  10.27057633] : 53
O1 : [12.13006118  7.9029936   8.10042636] : 92
!!!atention to nb coordination!!!
         [2.6918522214059086, 2.1583480827519343, 2.4008476171001503, 2.2293277151713076]
         [2.691852221405907, 2.158348082751935, 2.4008476171001503, 2.2293277151713076]

ce_symbol  = S:5
ce_fraction=  0.05155242959403222
species:coords:index
O1 : [9.51599769 8.1914155  9.8502111 ] : 49
O1 : [11.91192036  8.430794   11.344071  ] : 81
O1 : [12.30457585  5.6820282  12.77655527] : 67
O1 : [14.16385671  6.5286107  10.27057633] : 53
O1 : [12.13006118  7.9029936   8.10042636] : 92
!!!atention to nb coordination!!!
         [2.6918522214059086, 2.1583480827519343, 3.0369716195232015, 2.4008476171001503, 2.2293277151713076]
         [2.691852221405907, 2.158348082751935, 3.036971619523202, 2.4008476171001503, 2.2293277151713076]

ce_symbol  = TY:3
ce_fraction=  1.7456484940406736e-08
species:coords:index
O1 : [11.91192036  8.430794   11.344071  ] : 81
O1 : [14.16385671  6.5286107  10.27057633] : 53
O1 : [12.13006118  7.9029936   8.10042636] : 92
!!!atention to nb coordination!!!
         [2.1583480827519343, 2.4008476171001503, 2.2293277151713076]
         [2.158348082751935, 2.4008476171001503, 2.2293277151713076]


**isite= 30
Pb1 : [11.8903309  10.75615178  4.19369321]

ce_symbol  = SS:4
ce_fraction=  0.948447552949483
species:coords:index
O1 : [14.2628014  10.9868893   4.48042167] : 54
O1 : [9.61494238 9.3240845  4.06005645] : 50
O1 : [12.01086505  9.084706    5.55391635] : 82
O1 : [12.22900587  9.6125064   2.31027171] : 95
!!!atention to nb coordination!!!
         [2.4008476171001503, 2.6918522214059073, 2.1583480827519352, 2.229327715171309]
         [2.4008476171001503, 2.6918522214059073, 2.1583480827519352, 2.2293277151713085]

ce_symbol  = S:5
ce_fraction=  0.05155242959403203
species:coords:index
O1 : [14.2628014  10.9868893   4.48042167] : 54
O1 : [12.40352054 11.8334718   6.98640061] : 64
O1 : [9.61494238 9.3240845  4.06005645] : 50
O1 : [12.01086505  9.084706    5.55391635] : 82
O1 : [12.22900587  9.6125064   2.31027171] : 95
!!!atention to nb coordination!!!
         [2.4008476171001503, 3.0369716195232024, 2.6918522214059073, 2.1583480827519352, 2.229327715171309]
         [2.4008476171001503, 3.036971619523202, 2.6918522214059073, 2.1583480827519352, 2.2293277151713085]

ce_symbol  = TY:3
ce_fraction=  1.7456484940349902e-08
species:coords:index
O1 : [14.2628014  10.9868893   4.48042167] : 54
O1 : [12.01086505  9.084706    5.55391635] : 82
O1 : [12.22900587  9.6125064   2.31027171] : 95
!!!atention to nb coordination!!!
         [2.4008476171001503, 2.1583480827519352, 2.229327715171309]
         [2.4008476171001503, 2.1583480827519352, 2.2293277151713085]


**isite= 31
Pb1 : [2.80272441 4.91765178 1.59646144]

ce_symbol  = SS:4
ce_fraction=  0.9484475529494835
species:coords:index
O1 : [5.07811293 3.4855845  1.73009821] : 51
O1 : [0.43025391 5.1483893  1.30973298] : 55
O1 : [2.68219026 3.246206   0.23623831] : 83
O1 : [2.46404944 3.7740064  3.47988295] : 94
!!!atention to nb coordination!!!
         [2.6918522214059064, 2.4008476171001503, 2.1583480827519357, 2.2293277151713076]
         [2.6918522214059064, 2.4008476171001503, 2.1583480827519352, 2.229327715171307]

ce_symbol  = S:5
ce_fraction=  0.05155242959403164
species:coords:index
O1 : [5.07811293 3.4855845  1.73009821] : 51
O1 : [0.43025391 5.1483893  1.30973298] : 55
O1 : [2.68219026 3.246206   0.23623831] : 83
O1 : [ 2.28953477  5.9949718  -1.19624595] : 65
O1 : [2.46404944 3.7740064  3.47988295] : 94
!!!atention to nb coordination!!!
         [2.6918522214059064, 2.4008476171001503, 2.1583480827519357, 3.0369716195232037, 2.2293277151713076]
         [2.6918522214059064, 2.4008476171001503, 2.1583480827519352, 3.0369716195232033, 2.229327715171307]

ce_symbol  = TY:3
ce_fraction=  1.7456484940311997e-08
species:coords:index
O1 : [0.43025391 5.1483893  1.30973298] : 55
O1 : [2.68219026 3.246206   0.23623831] : 83
O1 : [2.46404944 3.7740064  3.47988295] : 94
!!!atention to nb coordination!!!
         [2.4008476171001503, 2.1583480827519357, 2.2293277151713076]
         [2.4008476171001503, 2.1583480827519352, 2.229327715171307]


**isite= 32
Pb1 : [10.08005203  4.81489418  7.060862  ]

ce_symbol  = SY:4
ce_fraction=  0.9953095407080523
species:coords:index
O1 : [11.9443109   4.8821537   5.72646296] : 102
O1 : [10.12951548  2.6471759   5.97543961] : 60
O1 : [10.05338864  6.8824238   5.92911837] : 96
O1 : [8.19503363 4.705831   5.69751218] : 70
!!!atention to nb coordination!!!
         [2.2936010536253484, 2.424786783083505, 2.35716637262169, 2.3289293414445273]
         [2.2936010536253484, 2.424786783083505, 2.3571663726216903, 2.3289293414445256]

ce_symbol  = SS:4
ce_fraction=  0.004609690737478596
species:coords:index
O1 : [11.9443109   4.8821537   5.72646296] : 102
O1 : [10.12951548  2.6471759   5.97543961] : 60
O1 : [10.05338864  6.8824238   5.92911837] : 96
O1 : [8.19503363 4.705831   5.69751218] : 70
!!!atention to nb coordination!!!
         [2.2936010536253484, 2.424786783083505, 2.35716637262169, 2.3289293414445273]
         [2.2936010536253484, 2.424786783083505, 2.3571663726216903, 2.3289293414445256]

ce_symbol  = S:4
ce_fraction=  8.076855446901916e-05
species:coords:index
O1 : [11.9443109   4.8821537   5.72646296] : 102
O1 : [10.12951548  2.6471759   5.97543961] : 60
O1 : [10.05338864  6.8824238   5.92911837] : 96
O1 : [8.19503363 4.705831   5.69751218] : 70
!!!atention to nb coordination!!!
         [2.2936010536253484, 2.424786783083505, 2.35716637262169, 2.3289293414445273]
         [2.2936010536253484, 2.424786783083505, 2.3571663726216903, 2.3289293414445256]


**isite= 33
Pb1 : [ 4.4151139  10.65339418 10.30960197]

ce_symbol  = SY:4
ce_fraction=  0.9953095407080523
species:coords:index
O1 : [ 4.36565045  8.4856759  11.39502436] : 61
O1 : [ 6.30013231 10.544331   11.67295179] : 71
O1 : [ 4.44177729 12.7209238  11.4413456 ] : 97
O1 : [ 2.55085503 10.7206537  11.64400101] : 103
!!!atention to nb coordination!!!
         [2.424786783083505, 2.3289293414445242, 2.357166372621687, 2.2936010536253475]
         [2.424786783083505, 2.3289293414445233, 2.3571663726216885, 2.293601053625347]

ce_symbol  = SS:4
ce_fraction=  0.0046096907374785796
species:coords:index
O1 : [ 4.36565045  8.4856759  11.39502436] : 61
O1 : [ 6.30013231 10.544331   11.67295179] : 71
O1 : [ 4.44177729 12.7209238  11.4413456 ] : 97
O1 : [ 2.55085503 10.7206537  11.64400101] : 103
!!!atention to nb coordination!!!
         [2.424786783083505, 2.3289293414445242, 2.357166372621687, 2.2936010536253475]
         [2.424786783083505, 2.3289293414445233, 2.3571663726216885, 2.293601053625347]

ce_symbol  = S:4
ce_fraction=  8.076855446901985e-05
species:coords:index
O1 : [ 4.36565045  8.4856759  11.39502436] : 61
O1 : [ 6.30013231 10.544331   11.67295179] : 71
O1 : [ 4.44177729 12.7209238  11.4413456 ] : 97
O1 : [ 2.55085503 10.7206537  11.64400101] : 103
!!!atention to nb coordination!!!
         [2.424786783083505, 2.3289293414445242, 2.357166372621687, 2.2936010536253475]
         [2.424786783083505, 2.3289293414445233, 2.3571663726216885, 2.293601053625347]


**isite= 34
Pb1 : [4.51405859 6.86210582 4.51944732]

ce_symbol  = SY:4
ce_fraction=  0.9953095407080522
species:coords:index
O1 : [4.46459514 9.0298241  5.60486971] : 62
O1 : [6.399077   6.971169   5.88279713] : 68
O1 : [2.64979972 6.7948463  5.85384636] : 100
O1 : [4.54072198 4.7945762  5.65119094] : 98
!!!atention to nb coordination!!!
         [2.424786783083504, 2.3289293414445233, 2.2936010536253475, 2.3571663726216903]
         [2.4247867830835044, 2.328929341444524, 2.293601053625348, 2.3571663726216903]

ce_symbol  = SS:4
ce_fraction=  0.004609690737478614
species:coords:index
O1 : [4.46459514 9.0298241  5.60486971] : 62
O1 : [6.399077   6.971169   5.88279713] : 68
O1 : [2.64979972 6.7948463  5.85384636] : 100
O1 : [4.54072198 4.7945762  5.65119094] : 98
!!!atention to nb coordination!!!
         [2.424786783083504, 2.3289293414445233, 2.2936010536253475, 2.3571663726216903]
         [2.4247867830835044, 2.328929341444524, 2.293601053625348, 2.3571663726216903]

ce_symbol  = S:4
ce_fraction=  8.076855446901426e-05
species:coords:index
O1 : [4.46459514 9.0298241  5.60486971] : 62
O1 : [6.399077   6.971169   5.88279713] : 68
O1 : [2.64979972 6.7948463  5.85384636] : 100
O1 : [4.54072198 4.7945762  5.65119094] : 98
!!!atention to nb coordination!!!
         [2.424786783083504, 2.3289293414445233, 2.2936010536253475, 2.3571663726216903]
         [2.4247867830835044, 2.328929341444524, 2.293601053625348, 2.3571663726216903]


**isite= 35
Pb1 : [10.17899672  1.02360582  1.27070734]

ce_symbol  = SY:4
ce_fraction=  0.9953095407080522
species:coords:index
O1 : [12.04325559  0.9563463  -0.0636917 ] : 101
O1 : [10.22846017  3.1913241   0.18528495] : 63
O1 : [10.15233333 -1.0439238   0.13896371] : 99
O1 : [ 8.29397832  1.132669   -0.09264247] : 69
!!!atention to nb coordination!!!
         [2.293601053625351, 2.4247867830835057, 2.3571663726216907, 2.328929341444527]
         [2.2936010536253493, 2.4247867830835057, 2.3571663726216907, 2.3289293414445247]

ce_symbol  = SS:4
ce_fraction=  0.004609690737478657
species:coords:index
O1 : [12.04325559  0.9563463  -0.0636917 ] : 101
O1 : [10.22846017  3.1913241   0.18528495] : 63
O1 : [10.15233333 -1.0439238   0.13896371] : 99
O1 : [ 8.29397832  1.132669   -0.09264247] : 69
!!!atention to nb coordination!!!
         [2.293601053625351, 2.4247867830835057, 2.3571663726216907, 2.328929341444527]
         [2.2936010536253493, 2.4247867830835057, 2.3571663726216907, 2.3289293414445247]

ce_symbol  = S:4
ce_fraction=  8.076855446901105e-05
species:coords:index
O1 : [12.04325559  0.9563463  -0.0636917 ] : 101
O1 : [10.22846017  3.1913241   0.18528495] : 63
O1 : [10.15233333 -1.0439238   0.13896371] : 99
O1 : [ 8.29397832  1.132669   -0.09264247] : 69
!!!atention to nb coordination!!!
         [2.293601053625351, 2.4247867830835057, 2.3571663726216907, 2.328929341444527]
         [2.2936010536253493, 2.4247867830835057, 2.3571663726216907, 2.3289293414445247]


**isite= 36
Pb1 : [2.69097112 8.66585201 7.05414542]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [0.89849061 6.9886845  8.18727868] : 73
O1 : [2.64979972 6.7948463  5.85384636] : 100
O1 : [4.46459514 9.0298241  5.60486971] : 62
O1 : [4.43634123 7.8714657  8.2104393 ] : 104
O1 : [1.29194391 9.0800352  4.63907191] : 110
!!!atention to nb coordination!!!
         [2.703676803052007, 2.2233027876876155, 2.3191847527120153, 2.2392815729200066, 2.8215961607748574]
         [2.703676803052007, 2.223302787687615, 2.319184752712015, 2.2392815729200057, 2.821596160774858]


**isite= 37
Pb1 : [11.80419481  2.82735201 10.31631855]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [13.20322202  3.2415352  12.73139206] : 111
O1 : [10.0588247   2.0329657   9.16002467] : 105
O1 : [13.59667532  1.1501845   9.18318529] : 72
O1 : [11.84536621  0.9563463  11.51661761] : 101
O1 : [10.03057079  3.1913241  11.76559426] : 63
!!!atention to nb coordination!!!
         [2.821596160774855, 2.239281572920008, 2.703676803052007, 2.223302787687613, 2.3191847527120144]
         [2.821596160774856, 2.2392815729200057, 2.703676803052007, 2.223302787687613, 2.319184752712015]


**isite= 38
Pb1 : [11.9031395   3.01114799  4.5261639 ]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [13.69562001  4.6883155   3.39303063] : 75
O1 : [13.30216671  2.5969648   6.9412374 ] : 108
O1 : [10.12951548  2.6471759   5.97543961] : 60
O1 : [10.15776939  3.8055343   3.36987001] : 106
O1 : [11.9443109   4.8821537   5.72646296] : 102
!!!atention to nb coordination!!!
         [2.703676803052004, 2.8215961607748574, 2.3191847527120153, 2.239281572920007, 2.223302787687614]
         [2.703676803052005, 2.8215961607748574, 2.3191847527120153, 2.2392815729200057, 2.223302787687614]


**isite= 39
Pb1 : [2.78991581 8.84964799 1.26399076]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [ 4.56353983  8.4856759  -0.18528495] : 61
O1 : [ 1.3908886   8.4354648  -1.15108275] : 109
O1 : [ 2.74874441 10.7206537   0.0636917 ] : 103
O1 : [ 0.9974353  10.5268155   2.39712403] : 74
O1 : [4.53528592 9.6440343  2.42028465] : 107
!!!atention to nb coordination!!!
         [2.3191847527120126, 2.821596160774856, 2.2233027876876132, 2.703676803052008, 2.2392815729200057]
         [2.319184752712013, 2.821596160774856, 2.2233027876876146, 2.703676803052008, 2.239281572920006]


**isite= 40
Pb1 : [6.18659824 8.80457477 7.13312313]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [6.399077   6.971169   5.88279713] : 68
O1 : [4.43634123 7.8714657  8.2104393 ] : 104
O1 : [4.46459514 9.0298241  5.60486971] : 62
O1 : [7.01741757 9.6790653  4.5823284 ] : 78
O1 : [ 5.62723612 11.5870871   6.81732809] : 88
!!!atention to nb coordination!!!
         [2.2293135797920542, 2.257144717530348, 2.313350481039064, 2.8216215584983475, 2.8556938470749995]
         [2.2293135797920542, 2.2571447175303487, 2.313350481039063, 2.8216215584983466, 2.8556938470749995]


**isite= 41
Pb1 : [ 8.30856769  2.96607477 10.23734084]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [ 8.09608894  1.132669   11.48766684] : 69
O1 : [ 8.86792981  5.7485871  10.55313588] : 89
O1 : [10.03057079  3.1913241  11.76559426] : 63
O1 : [ 7.47774836  3.8405653  12.78813557] : 79
O1 : [10.0588247   2.0329657   9.16002467] : 105
!!!atention to nb coordination!!!
         [2.229313579792053, 2.8556938470749986, 2.3133504810390626, 2.8216215584983457, 2.2571447175303487]
         [2.229313579792054, 2.8556938470749986, 2.3133504810390626, 2.8216215584983457, 2.257144717530349]


**isite= 42
Pb1 : [8.40751238 2.87242523 4.44718619]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [8.9668745  0.0899129  4.76298122] : 90
O1 : [10.15776939  3.8055343   3.36987001] : 106
O1 : [8.19503363 4.705831   5.69751218] : 70
O1 : [7.57669305 1.9979347  6.99798092] : 76
O1 : [10.12951548  2.6471759   5.97543961] : 60
!!!atention to nb coordination!!!
         [2.8556938470749995, 2.257144717530348, 2.229313579792054, 2.8216215584983466, 2.313350481039064]
         [2.8556938470749995, 2.257144717530349, 2.2293135797920542, 2.8216215584983466, 2.313350481039064]


**isite= 43
Pb1 : [6.28554293 8.71092523 1.34296847]

ce_symbol  = S:5
ce_fraction=  1.0
species:coords:index
O1 : [ 6.49802168 10.544331    0.09264247] : 71
O1 : [ 7.11636226  7.8364347  -1.20782626] : 77
O1 : [ 4.56353983  8.4856759  -0.18528495] : 61
O1 : [4.53528592 9.6440343  2.42028465] : 107
O1 : [5.72618081 5.9284129  1.02717344] : 91
!!!atention to nb coordination!!!
         [2.2293135797920534, 2.8216215584983493, 2.313350481039064, 2.2571447175303496, 2.855693847074998]
         [2.2293135797920547, 2.8216215584983475, 2.3133504810390644, 2.2571447175303487, 2.8556938470749986]


**isite= 44
Pb1 : [13.75712509  8.90464666  6.94378507]

ce_symbol  = SS:4
ce_fraction=  1.0
species:coords:index
O1 : [12.01086505  9.084706    5.55391635] : 82
O1 : [13.89691427  6.9898522   5.72298886] : 56
O1 : [12.13006118  7.9029936   8.10042636] : 92
O1 : [15.69049061  6.9886845   8.18727868] : 73
!!!atention to nb coordination!!!
         [2.2391026217861225, 2.2751532298867594, 2.233487163020074, 2.9925055713487736]
         [2.2391026217861225, 2.2751532298867585, 2.233487163020074, 2.9925055713487736]


**isite= 45
Pb1 : [ 0.73804084  3.06614666 10.4266789 ]

ce_symbol  = SS:4
ce_fraction=  1.0
species:coords:index
O1 : [2.36510475 2.0644936  9.27003761] : 93
O1 : [-1.19532468  1.1501845   9.18318529] : 72
O1 : [ 0.59825166  1.1513522  11.64747511] : 57
O1 : [ 2.48430088  3.246206   11.81654762] : 83
!!!atention to nb coordination!!!
         [2.2334871630200728, 2.9925055713487727, 2.2751532298867576, 2.239102621786122]
         [2.233487163020073, 2.992505571348773, 2.2751532298867576, 2.239102621786123]


**isite= 46
Pb1 : [0.83698553 2.77235334 4.63652424]

ce_symbol  = SS:4
ce_fraction=  1.0
species:coords:index
O1 : [-1.09637999  4.6883155   3.39303063] : 75
O1 : [2.58324557 2.592294   6.02639297] : 80
O1 : [0.69719635 4.6871478  5.85732045] : 58
O1 : [2.46404944 3.7740064  3.47988295] : 94
!!!atention to nb coordination!!!
         [2.9925055713487745, 2.239102621786123, 2.2751532298867576, 2.233487163020072]
         [2.9925055713487727, 2.239102621786123, 2.2751532298867576, 2.2334871630200728]


**isite= 47
Pb1 : [13.85606978  8.61085334  1.15363041]

ce_symbol  = SS:4
ce_fraction=  1.0
species:coords:index
O1 : [12.22900587  9.6125064   2.31027171] : 95
O1 : [15.7894353  10.5268155   2.39712403] : 74
O1 : [13.99585896 10.5256478  -0.06716579] : 59
O1 : [12.10980974  8.430794   -0.23623831] : 81
!!!atention to nb coordination!!!
         [2.2334871630200737, 2.9925055713487745, 2.2751532298867585, 2.2391026217861234]
         [2.2334871630200737, 2.9925055713487745, 2.2751532298867585, 2.239102621786122]


**isite= 48
O1 : [4.97916824 2.3529155  7.52025287]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [6.20447517 1.2541098  7.57583835] : 0
!!!atention to nb coordination!!!
         [1.6467667678100792]
         [1.6467667678100797]


**isite= 49
O1 : [9.51599769 8.1914155  9.8502111 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [8.29069076 7.0926098  9.79462562] : 1


**isite= 50
O1 : [9.61494238 9.3240845  4.06005645]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 8.38963545 10.4228902   4.00447096] : 2


**isite= 51
O1 : [5.07811293 3.4855845  1.73009821]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [6.30341986 4.5843902  1.7856837 ] : 3
!!!atention to nb coordination!!!
         [1.64676676781008]
         [1.6467667678100797]


**isite= 52
O1 : [0.33130922 0.6901107  7.09988764]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [-1.16556709  1.132669    7.52835908] : 4
!!!atention to nb coordination!!!
         [1.618667447728634]
         [1.6186674477286316]


**isite= 53
O1 : [14.16385671  6.5286107  10.27057633]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [15.66073302  6.971169    9.84210489] : 5
!!!atention to nb coordination!!!
         [1.6186674477286318]
         [1.618667447728633]


**isite= 54
O1 : [14.2628014  10.9868893   4.48042167]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [15.75967771 10.544331    4.05195023] : 6
!!!atention to nb coordination!!!
         [1.618667447728632]
         [1.6186674477286331]


**isite= 55
O1 : [0.43025391 5.1483893  1.30973298]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [-1.0666224   4.705831    1.73820443] : 7
!!!atention to nb coordination!!!
         [1.618667447728633]
         [1.618667447728631]


**isite= 56
O1 : [13.89691427  6.9898522   5.72298886]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [15.64563278  6.46181826  4.40677091] : 26
Pb1 : [13.74047784  5.21518174  7.17353841] : 24
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
Pb1 : [13.75712509  8.90464666  6.94378507] : 44
!!!atention to nb coordination!!!
         [2.2515030462605243, 2.297394519358051, 2.334860219633908, 2.275153229886759]
         [2.251503046260524, 2.297394519358051, 2.334860219633908, 2.2751532298867585]


**isite= 57
O1 : [0.79614104 1.1513522  0.06716579]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [ 0.95257747 -0.62331826 -1.38338375] : 25
Pb1 : [2.76905265 1.00854249 1.30764853] : 23
Pb1 : [-0.95257747  0.62331826  1.38338375] : 27
Pb1 : [ 0.93593022  3.06614666 -1.15363041] : 45
!!!atention to nb coordination!!!
         [2.297394519358051, 2.334860219633908, 2.2515030462605226, 2.2751532298867585]
         [2.2973945193580514, 2.3348602196339083, 2.2515030462605234, 2.2751532298867576]


**isite= 58
O1 : [0.69719635 4.6871478  5.85732045]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [0.83698553 2.77235334 4.63652424] : 46
Pb1 : [0.85363278 6.46181826 4.40677091] : 26
Pb1 : [-1.05152216  5.21518174  7.17353841] : 24
!!!atention to nb coordination!!!
         [2.334860219633907, 2.275153229886758, 2.2973945193580514, 2.2515030462605234]
         [2.334860219633908, 2.2751532298867576, 2.297394519358051, 2.2515030462605243]


**isite= 59
O1 : [13.79796958 10.5256478  11.51314352]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [13.6581804   8.61085334 12.73393973] : 47
Pb1 : [11.82505797 10.66845751 10.27266079] : 21
Pb1 : [15.54668809 11.05368174 10.19692556] : 25
Pb1 : [13.64153316 12.30031826 12.96369306] : 27
!!!atention to nb coordination!!!
         [2.2751532298867585, 2.334860219633909, 2.2515030462605234, 2.2973945193580505]
         [2.2751532298867585, 2.334860219633908, 2.2515030462605234, 2.2973945193580505]


**isite= 60
O1 : [10.12951548  2.6471759   5.97543961]

ce_symbol  = T:4
ce_fraction=  0.9634990563013481
species:coords:index
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [9.88712076 0.91734512 7.27116041] : 12
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.3191847527120153, 2.424786783083505, 2.1748476139930517]
         [2.313350481039064, 2.3191847527120153, 2.424786783083505, 2.1748476139930517]

ce_symbol  = O:6
ce_fraction=  0.022793226044749166
species:coords:index
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
O1 : [8.9668745  0.0899129  4.76298122] : 90
O1 : [7.57669305 1.9979347  6.99798092] : 76
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [9.88712076 0.91734512 7.27116041] : 12
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.3191847527120153, 3.059637795506553, 2.8255985634492067, 2.424786783083505, 2.1748476139930517]
         [2.313350481039064, 2.3191847527120153, 3.059637795506553, 2.8255985634492067, 2.424786783083505, 2.1748476139930517]

ce_symbol  = T:5
ce_fraction=  0.013686931422618367
species:coords:index
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
O1 : [7.57669305 1.9979347  6.99798092] : 76
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [9.88712076 0.91734512 7.27116041] : 12
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.3191847527120153, 2.8255985634492067, 2.424786783083505, 2.1748476139930517]
         [2.313350481039064, 2.3191847527120153, 2.8255985634492067, 2.424786783083505, 2.1748476139930517]

ce_symbol  = S:5
ce_fraction=  2.078623128439295e-05
species:coords:index
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
Pb1 : [11.9031395   3.01114799  4.5261639 ] : 38
O1 : [7.57669305 1.9979347  6.99798092] : 76
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [9.88712076 0.91734512 7.27116041] : 12
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.3191847527120153, 2.8255985634492067, 2.424786783083505, 2.1748476139930517]
         [2.313350481039064, 2.3191847527120153, 2.8255985634492067, 2.424786783083505, 2.1748476139930517]


**isite= 61
O1 : [ 4.36565045  8.4856759  11.39502436]

ce_symbol  = T:4
ce_fraction=  0.9634990563013476
species:coords:index
Pb1 : [ 2.59202643  8.84964799 12.84430007] : 39
Pb1 : [ 4.60804517  6.75584512 10.09930356] : 13
Pb1 : [ 6.08765355  8.71092523 12.92327778] : 43
Pb1 : [ 4.4151139  10.65339418 10.30960197] : 33
!!!atention to nb coordination!!!
         [2.319184752712013, 2.1748476139930517, 2.313350481039063, 2.424786783083505]
         [2.3191847527120126, 2.1748476139930517, 2.313350481039064, 2.424786783083505]

ce_symbol  = O:6
ce_fraction=  0.02279322604474918
species:coords:index
Pb1 : [ 2.59202643  8.84964799 12.84430007] : 39
O1 : [ 5.52829143  5.9284129  12.60748275] : 91
Pb1 : [ 4.60804517  6.75584512 10.09930356] : 13
Pb1 : [ 6.08765355  8.71092523 12.92327778] : 43
Pb1 : [ 4.4151139  10.65339418 10.30960197] : 33
O1 : [ 6.91847288  7.8364347  10.37248305] : 77
!!!atention to nb coordination!!!
         [2.319184752712013, 3.059637795506553, 2.1748476139930517, 2.313350481039063, 2.424786783083505, 2.8255985634492076]
         [2.3191847527120126, 3.059637795506553, 2.1748476139930517, 2.313350481039064, 2.424786783083505, 2.825598563449207]

ce_symbol  = T:5
ce_fraction=  0.013686931422618905
species:coords:index
Pb1 : [ 2.59202643  8.84964799 12.84430007] : 39
Pb1 : [ 4.60804517  6.75584512 10.09930356] : 13
Pb1 : [ 6.08765355  8.71092523 12.92327778] : 43
Pb1 : [ 4.4151139  10.65339418 10.30960197] : 33
O1 : [ 6.91847288  7.8364347  10.37248305] : 77
!!!atention to nb coordination!!!
         [2.319184752712013, 2.1748476139930517, 2.313350481039063, 2.424786783083505, 2.8255985634492076]
