cif name= ./9008193.cif
./9008193.cif
Full Formula (Zn24 B16 O48)
         [1.3699708068937433, 1.399206293945872, 1.3300008489550066]
         [1.3699708068937433, 1.3992062939458718, 1.3300008489550075]

ce_symbol  = TY:3
ce_fraction=  0.00041621601232165727
species:coords:index
O1 : [13.46584004  1.5780048   1.46806414] : 72
O1 : [13.77731955 -0.446748    0.33658454] : 68
O1 : [12.95341296  1.5053136  -0.81613582] : 64
!!!atention to nb coordination!!!
         [1.3699708068937433, 1.399206293945872, 1.3300008489550066]
         [1.3699708068937433, 1.3992062939458718, 1.3300008489550075]


**isite= 33
B1 : [12.47450125  4.1459224   4.36252782]

ce_symbol  = TL:3
ce_fraction=  0.9995837839876784
species:coords:index
O1 : [12.84190823  5.494748    4.42134842] : 69
O1 : [12.01800164  3.5426864   3.26862805] : 65
O1 : [12.53042872  3.4699952   5.55282801] : 73
!!!atention to nb coordination!!!
         [1.3992062939458718, 1.3300008489550075, 1.3699708068937444]
         [1.3992062939458718, 1.3300008489550073, 1.3699708068937437]

ce_symbol  = TY:3
ce_fraction=  0.0004162160123216772
species:coords:index
O1 : [12.84190823  5.494748    4.42134842] : 69
O1 : [12.01800164  3.5426864   3.26862805] : 65
O1 : [12.53042872  3.4699952   5.55282801] : 73
!!!atention to nb coordination!!!
         [1.3992062939458718, 1.3300008489550075, 1.3699708068937444]
         [1.3992062939458718, 1.3300008489550073, 1.3699708068937437]


**isite= 34
B1 : [21.36188601  3.4260776   3.80699993]

ce_symbol  = TL:3
ce_fraction=  0.9995837839876784
species:coords:index
O1 : [20.99447903  2.077252    3.74817933] : 70
O1 : [21.81838562  4.0293136   4.9008997 ] : 66
O1 : [21.30595854  4.1020048   2.61669974] : 74

ce_symbol  = TY:3
ce_fraction=  0.00041621601232167923
species:coords:index
O1 : [20.99447903  2.077252    3.74817933] : 70
O1 : [21.81838562  4.0293136   4.9008997 ] : 66
O1 : [21.30595854  4.1020048   2.61669974] : 74


**isite= 35
B1 : [20.42647469  1.6219224   7.89176381]

ce_symbol  = TL:3
ce_fraction=  0.9995837839876784
species:coords:index
O1 : [20.05906771  2.970748    7.83294321] : 71
O1 : [20.8829743   1.0186864   8.98566357] : 67
O1 : [20.37054722  0.9459952   6.70146361] : 75

ce_symbol  = TY:3
ce_fraction=  0.0004162160123216878
species:coords:index
O1 : [20.05906771  2.970748    7.83294321] : 71
O1 : [20.8829743   1.0186864   8.98566357] : 67
O1 : [20.37054722  0.9459952   6.70146361] : 75


**isite= 36
B1 : [16.31891775  1.597692    0.15277017]

ce_symbol  = TL:3
ce_fraction=  0.9999923543584459
species:coords:index
O1 : [16.71647963  0.9429664   1.31692787] : 80
O1 : [16.01684608  0.9000584  -0.99178067] : 85
O1 : [16.2501548   2.9697384   0.17237704] : 76
!!!atention to nb coordination!!!
         [1.3935509387439737, 1.374022034293892, 1.3739083290229428]
         [1.3935509387439735, 1.374022034293892, 1.3739083290229428]

ce_symbol  = TY:3
ce_fraction=  7.64564155415645e-06
species:coords:index
O1 : [16.71647963  0.9429664   1.31692787] : 80
O1 : [16.01684608  0.9000584  -0.99178067] : 85
O1 : [16.2501548   2.9697384   0.17237704] : 76
!!!atention to nb coordination!!!
         [1.3935509387439737, 1.374022034293892, 1.3739083290229428]
         [1.3935509387439735, 1.374022034293892, 1.3739083290229428]


**isite= 37
B1 : [15.38350643  3.450308    4.23753404]

ce_symbol  = TL:3
ce_fraction=  0.9999923543584459
species:coords:index
O1 : [15.08143477  4.1479416   3.09298321] : 84
O1 : [15.78106831  4.1050336   5.40169175] : 81
O1 : [15.31474348  2.0782616   4.25714091] : 77
!!!atention to nb coordination!!!
         [1.374022034293892, 1.3935509387439748, 1.373908329022943]
         [1.3740220342938918, 1.393550938743974, 1.373908329022943]

ce_symbol  = TY:3
ce_fraction=  7.645641554157154e-06
species:coords:index
O1 : [15.08143477  4.1479416   3.09298321] : 84
O1 : [15.78106831  4.1050336   5.40169175] : 81
O1 : [15.31474348  2.0782616   4.25714091] : 77
!!!atention to nb coordination!!!
         [1.374022034293892, 1.3935509387439748, 1.373908329022943]
         [1.3740220342938918, 1.393550938743974, 1.373908329022943]


**isite= 38
B1 : [18.45288083  4.121692    3.93199371]

ce_symbol  = TL:3
ce_fraction=  0.9999923543584459
species:coords:index
O1 : [18.75495249  3.4240584   5.07654454] : 87
O1 : [18.05531895  3.4669664   2.767836  ] : 82
O1 : [18.52164378  5.4937384   3.91238684] : 78
!!!atention to nb coordination!!!
         [1.3740220342938918, 1.3935509387439733, 1.373908329022943]
         [1.3740220342938918, 1.3935509387439737, 1.373908329022943]

ce_symbol  = TY:3
ce_fraction=  7.645641554156302e-06
species:coords:index
O1 : [18.75495249  3.4240584   5.07654454] : 87
O1 : [18.05531895  3.4669664   2.767836  ] : 82
O1 : [18.52164378  5.4937384   3.91238684] : 78
!!!atention to nb coordination!!!
         [1.3740220342938918, 1.3935509387439733, 1.373908329022943]
         [1.3740220342938918, 1.3935509387439737, 1.373908329022943]


**isite= 39
B1 : [17.51746951  0.926308    8.01675758]

ce_symbol  = TL:3
ce_fraction=  0.9999923543584459
species:coords:index
O1 : [17.58623246 -0.4457384   7.99715071] : 79
O1 : [17.11990763  1.5810336   6.85259988] : 83
O1 : [17.81954117  1.6239416   9.16130842] : 86
!!!atention to nb coordination!!!
         [1.3739083290229435, 1.3935509387439735, 1.3740220342938927]
         [1.373908329022943, 1.3935509387439735, 1.3740220342938927]

ce_symbol  = TY:3
ce_fraction=  7.645641554157591e-06
species:coords:index
O1 : [17.58623246 -0.4457384   7.99715071] : 79
O1 : [17.11990763  1.5810336   6.85259988] : 83
O1 : [17.81954117  1.6239416   9.16130842] : 86
!!!atention to nb coordination!!!
         [1.3739083290229435, 1.3935509387439735, 1.3740220342938927]
         [1.373908329022943, 1.3935509387439735, 1.3740220342938927]


**isite= 40
O1 : [-0.81981298  4.0293136   7.35339193]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.36331337  3.4260776   8.44729169] : 24


**isite= 41
O1 : [0.11559834 1.0186864  3.26862805]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [0.57209795 1.6219224  4.36252782] : 25


**isite= 42
O1 : [9.91598232 1.5053136  4.9008997 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [9.45948271 0.9020776  3.80699993] : 26


**isite= 43
O1 : [10.85139364  3.5426864   0.81613582]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [10.39489403  4.1459224  -0.27776394] : 27
!!!atention to nb coordination!!!
         [1.3300008489550073]
         [1.3300008489550077]


**isite= 44
O1 : [1.87491625 2.077252   0.33658454]

ce_symbol  = A:2
ce_fraction=  0.9611077918681968
species:coords:index
B1 : [1.50750927 3.4260776  0.27776394] : 24
Zn1 : [0.85113105 0.8627032  1.4288504 ] : 0
!!!atention to nb coordination!!!
         [1.3992062939458718, 1.9277732322433587]
         [1.3992062939458718, 1.9277732322433585]

ce_symbol  = S:1
ce_fraction=  0.038892208131803184
species:coords:index
B1 : [1.50750927 3.4260776  0.27776394] : 24


**isite= 45
O1 : [0.93950493 2.970748   4.42134842]

ce_symbol  = A:2
ce_fraction=  0.961107791868197
species:coords:index
Zn1 : [-0.08428027  4.1852968   5.51361428] : 1
B1 : [0.57209795 1.6219224  4.36252782] : 25
!!!atention to nb coordination!!!
         [1.9277732322433592, 1.3992062939458716]
         [1.9277732322433587, 1.3992062939458716]

ce_symbol  = S:1
ce_fraction=  0.03889220813180307
species:coords:index
B1 : [0.57209795 1.6219224  4.36252782] : 25


**isite= 46
O1 : [9.09207573 4.601252   3.74817933]

ce_symbol  = A:2
ce_fraction=  0.961107791868197
species:coords:index
B1 : [9.45948271 5.9500776  3.80699993] : 26
Zn1 : [10.11586093  3.3867032   2.65591347] : 2
!!!atention to nb coordination!!!
         [1.3992062939458718, 1.9277732322433576]
         [1.3992062939458718, 1.9277732322433585]

ce_symbol  = S:1
ce_fraction=  0.03889220813180307
species:coords:index
B1 : [9.45948271 5.9500776  3.80699993] : 26


**isite= 47
O1 : [8.15666441 0.446748   7.83294321]

ce_symbol  = A:2
ce_fraction=  0.9611077918681962
species:coords:index
B1 : [ 8.5240714  -0.9020776   7.89176381] : 27
Zn1 : [9.18044961 1.6612968  6.74067735] : 3
!!!atention to nb coordination!!!
         [1.3992062939458718, 1.9277732322433594]
         [1.399206293945872, 1.9277732322433594]

ce_symbol  = S:1
ce_fraction=  0.03889220813180375
species:coords:index
B1 : [ 8.5240714  -0.9020776   7.89176381] : 27
!!!atention to nb coordination!!!
         [1.3992062939458718]
         [1.399206293945872]


**isite= 48
O1 : [1.56343674 4.1020048  1.46806414]

ce_symbol  = A:2
ce_fraction=  0.9289789360122699
species:coords:index
Zn1 : [2.32663231 3.4533368  3.09380016] : 5
B1 : [1.50750927 3.4260776  0.27776394] : 24

ce_symbol  = S:1
ce_fraction=  0.07102106398773009
species:coords:index
B1 : [1.50750927 3.4260776  0.27776394] : 24


**isite= 49
O1 : [0.62802542 0.9459952  5.55282801]

ce_symbol  = A:2
ce_fraction=  0.9289789360122702
species:coords:index
Zn1 : [1.39122099 1.5946632  7.17856403] : 4
B1 : [0.57209795 1.6219224  4.36252782] : 25

ce_symbol  = S:1
ce_fraction=  0.07102106398772971
species:coords:index
B1 : [0.57209795 1.6219224  4.36252782] : 25


**isite= 50
O1 : [9.40355524 1.5780048  2.61669974]

ce_symbol  = A:2
ce_fraction=  0.9289789360122704
species:coords:index
Zn1 : [8.64035967 0.9293368  0.99096372] : 7
B1 : [9.45948271 0.9020776  3.80699993] : 26

ce_symbol  = S:1
ce_fraction=  0.07102106398772953
species:coords:index
B1 : [9.45948271 0.9020776  3.80699993] : 26


**isite= 51
O1 : [8.46814392 3.4699952  6.70146361]

ce_symbol  = A:2
ce_fraction=  0.9289789360122707
species:coords:index
Zn1 : [7.70494835 4.1186632  5.07572759] : 6
B1 : [8.5240714  4.1459224  7.89176381] : 27
!!!atention to nb coordination!!!
         [1.9095170242380548, 1.3699708068937444]
         [1.9095170242380548, 1.3699708068937437]

ce_symbol  = S:1
ce_fraction=  0.0710210639877294
species:coords:index
B1 : [8.5240714  4.1459224  7.89176381] : 27
!!!atention to nb coordination!!!
         [1.3699708068937444]
         [1.3699708068937437]


**isite= 52
O1 : [4.3477515  0.4457384  0.17237704]

ce_symbol  = A:2
ce_fraction=  0.9296932619596926
species:coords:index
B1 : [ 4.41651445 -0.926308    0.15277017] : 28
Zn1 : [4.59367298 1.5542792  1.71805169] : 8
!!!atention to nb coordination!!!
         [1.3739083290229428, 1.9179286237126916]
         [1.373908329022943, 1.9179286237126916]

ce_symbol  = S:1
ce_fraction=  0.07030673804030735
species:coords:index
B1 : [ 4.41651445 -0.926308    0.15277017] : 28
!!!atention to nb coordination!!!
         [1.3739083290229428]
         [1.373908329022943]


**isite= 53
O1 : [3.41234018 4.6022616  4.25714091]

ce_symbol  = A:2
ce_fraction=  0.9296932619596933
species:coords:index
B1 : [3.48110313 5.974308   4.23753404] : 29
Zn1 : [3.65826166 3.4937208  5.80281556] : 9

ce_symbol  = S:1
ce_fraction=  0.07030673804030668
species:coords:index
B1 : [3.48110313 5.974308   4.23753404] : 29


**isite= 54
O1 : [6.61924048 2.9697384  3.91238684]

ce_symbol  = A:2
ce_fraction=  0.9296932619596924
species:coords:index
Zn1 : [6.373319   4.0782792  2.36671219] : 10
B1 : [6.55047753 1.597692   3.93199371] : 30

ce_symbol  = S:1
ce_fraction=  0.07030673804030767
species:coords:index
B1 : [6.55047753 1.597692   3.93199371] : 30


**isite= 55
O1 : [5.68382916 2.0782616  7.99715071]

ce_symbol  = A:2
ce_fraction=  0.9296932619596932
species:coords:index
B1 : [5.61506621 3.450308   8.01675758] : 31
Zn1 : [5.43790768 0.9697208  6.45147606] : 11
!!!atention to nb coordination!!!
         [1.373908329022943, 1.9179286237126905]
         [1.373908329022943, 1.9179286237126911]

ce_symbol  = S:1
ce_fraction=  0.07030673804030681
species:coords:index
B1 : [5.61506621 3.450308   8.01675758] : 31


**isite= 56
O1 : [4.81407633 3.4669664  1.31692787]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [4.41651445 4.121692   0.15277017] : 28


**isite= 57
O1 : [3.87866501 1.5810336  5.40169175]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [3.48110313 0.926308   4.23753404] : 29
!!!atention to nb coordination!!!
         [1.3935509387439737]
         [1.3935509387439746]


**isite= 58
O1 : [6.15291565 0.9429664  2.767836  ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [6.55047753 1.597692   3.93199371] : 30
!!!atention to nb coordination!!!
         [1.393550938743975]
         [1.3935509387439746]


**isite= 59
O1 : [5.21750433 4.1050336  6.85259988]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [5.61506621 3.450308   8.01675758] : 31
!!!atention to nb coordination!!!
         [1.3935509387439744]
         [1.3935509387439746]


**isite= 60
O1 : [3.17903147 1.6239416  3.09298321]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [3.48110313 0.926308   4.23753404] : 29
!!!atention to nb coordination!!!
         [1.374022034293892]
         [1.3740220342938911]


**isite= 61
O1 : [2.24362015 3.4240584  7.17774708]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [2.54569181 4.121692   8.32229792] : 28


**isite= 62
O1 : [7.78796051 4.1479416  0.99178067]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 7.48588885  3.450308   -0.15277017] : 31
!!!atention to nb coordination!!!
         [1.3740220342938918]
         [1.3740220342938916]


**isite= 63
O1 : [6.85254919 0.9000584  5.07654454]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [6.55047753 1.597692   3.93199371] : 30
!!!atention to nb coordination!!!
         [1.374022034293891]
         [1.3740220342938914]


**isite= 64
O1 : [11.08259032  1.5053136   7.35339193]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [11.53908993  0.9020776   8.44729169] : 32


**isite= 65
O1 : [12.01800164  3.5426864   3.26862805]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [12.47450125  4.1459224   4.36252782] : 33
!!!atention to nb coordination!!!
         [1.3300008489550075]
         [1.3300008489550073]


**isite= 66
O1 : [21.81838562  4.0293136   4.9008997 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [21.36188601  3.4260776   3.80699993] : 34


**isite= 67
O1 : [22.75379694  1.0186864   0.81613582]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [22.29729733  1.6219224  -0.27776394] : 35
!!!atention to nb coordination!!!
         [1.3300008489550073]
         [1.3300008489550081]


**isite= 68
O1 : [13.77731955  4.601252    0.33658454]

ce_symbol  = A:2
ce_fraction=  0.9611077918681973
species:coords:index
B1 : [13.40991256  5.9500776   0.27776394] : 32
Zn1 : [12.75353435  3.3867032   1.4288504 ] : 12
!!!atention to nb coordination!!!
         [1.3992062939458718, 1.9277732322433565]
         [1.3992062939458718, 1.9277732322433574]

ce_symbol  = S:1
ce_fraction=  0.0388922081318028
species:coords:index
B1 : [13.40991256  5.9500776   0.27776394] : 32


**isite= 69
O1 : [12.84190823  0.446748    4.42134842]

ce_symbol  = A:2
ce_fraction=  0.9611077918681971
species:coords:index
Zn1 : [11.81812303  1.6612968   5.51361428] : 13
B1 : [12.47450125 -0.9020776   4.36252782] : 33
!!!atention to nb coordination!!!
         [1.9277732322433587, 1.3992062939458716]
         [1.9277732322433585, 1.3992062939458718]

ce_symbol  = S:1
ce_fraction=  0.03889220813180288
species:coords:index
B1 : [12.47450125 -0.9020776   4.36252782] : 33
!!!atention to nb coordination!!!
         [1.3992062939458716]
         [1.3992062939458718]


**isite= 70
O1 : [20.99447903  2.077252    3.74817933]

ce_symbol  = A:2
ce_fraction=  0.9611077918681956
species:coords:index
B1 : [21.36188601  3.4260776   3.80699993] : 34
Zn1 : [22.01826423  0.8627032   2.65591347] : 14

ce_symbol  = S:1
ce_fraction=  0.038892208131804364
species:coords:index
B1 : [21.36188601  3.4260776   3.80699993] : 34


**isite= 71
O1 : [20.05906771  2.970748    7.83294321]

ce_symbol  = A:2
ce_fraction=  0.961107791868196
species:coords:index
B1 : [20.42647469  1.6219224   7.89176381] : 35
Zn1 : [21.08285291  4.1852968   6.74067735] : 15

ce_symbol  = S:1
ce_fraction=  0.038892208131804086
species:coords:index
B1 : [20.42647469  1.6219224   7.89176381] : 35


**isite= 72
O1 : [13.46584004  1.5780048   1.46806414]

ce_symbol  = A:2
ce_fraction=  0.9289789360122702
species:coords:index
B1 : [13.40991256  0.9020776   0.27776394] : 32
Zn1 : [14.22903561  0.9293368   3.09380016] : 17
!!!atention to nb coordination!!!
         [1.3699708068937433, 1.909517024238055]
         [1.3699708068937433, 1.9095170242380544]

ce_symbol  = S:1
ce_fraction=  0.07102106398772967
species:coords:index
B1 : [13.40991256  0.9020776   0.27776394] : 32


**isite= 73
O1 : [12.53042872  3.4699952   5.55282801]

ce_symbol  = A:2
ce_fraction=  0.9289789360122707
species:coords:index
Zn1 : [13.29362429  4.1186632   7.17856403] : 16
B1 : [12.47450125  4.1459224   4.36252782] : 33
!!!atention to nb coordination!!!
         [1.9095170242380548, 1.3699708068937437]
         [1.9095170242380541, 1.3699708068937437]

ce_symbol  = S:1
ce_fraction=  0.0710210639877294
species:coords:index
B1 : [12.47450125  4.1459224   4.36252782] : 33


**isite= 74
O1 : [21.30595854  4.1020048   2.61669974]

ce_symbol  = A:2
ce_fraction=  0.9289789360122708
species:coords:index
B1 : [21.36188601  3.4260776   3.80699993] : 34
Zn1 : [20.54276297  3.4533368   0.99096372] : 19

ce_symbol  = S:1
ce_fraction=  0.07102106398772923
species:coords:index
B1 : [21.36188601  3.4260776   3.80699993] : 34


**isite= 75
O1 : [20.37054722  0.9459952   6.70146361]

ce_symbol  = A:2
ce_fraction=  0.9289789360122704
species:coords:index
B1 : [20.42647469  1.6219224   7.89176381] : 35
Zn1 : [19.60735165  1.5946632   5.07572759] : 18
!!!atention to nb coordination!!!
         [1.3699708068937446, 1.909517024238057]
         [1.369970806893744, 1.9095170242380557]

ce_symbol  = S:1
ce_fraction=  0.07102106398772953
species:coords:index
B1 : [20.42647469  1.6219224   7.89176381] : 35
!!!atention to nb coordination!!!
         [1.3699708068937446]
         [1.369970806893744]


**isite= 76
O1 : [16.2501548   2.9697384   0.17237704]

ce_symbol  = A:2
ce_fraction=  0.9296932619596926
species:coords:index
B1 : [16.31891775  1.597692    0.15277017] : 36
Zn1 : [16.49607628  4.0782792   1.71805169] : 20

ce_symbol  = S:1
ce_fraction=  0.07030673804030751
species:coords:index
B1 : [16.31891775  1.597692    0.15277017] : 36


**isite= 77
O1 : [15.31474348  2.0782616   4.25714091]

ce_symbol  = A:2
ce_fraction=  0.9296932619596933
species:coords:index
B1 : [15.38350643  3.450308    4.23753404] : 37
Zn1 : [15.56066496  0.9697208   5.80281556] : 21
!!!atention to nb coordination!!!
         [1.373908329022943, 1.9179286237126911]
         [1.373908329022943, 1.917928623712691]

ce_symbol  = S:1
ce_fraction=  0.07030673804030677
species:coords:index
B1 : [15.38350643  3.450308    4.23753404] : 37


**isite= 78
O1 : [18.52164378  0.4457384   3.91238684]

ce_symbol  = A:2
ce_fraction=  0.9296932619596932
species:coords:index
B1 : [18.45288083 -0.926308    3.93199371] : 38
Zn1 : [18.2757223   1.5542792   2.36671219] : 22
!!!atention to nb coordination!!!
         [1.3739083290229426, 1.9179286237126916]
         [1.373908329022943, 1.9179286237126911]

ce_symbol  = S:1
ce_fraction=  0.07030673804030681
species:coords:index
B1 : [18.45288083 -0.926308    3.93199371] : 38
!!!atention to nb coordination!!!
         [1.3739083290229426]
         [1.373908329022943]


**isite= 79
O1 : [17.58623246  4.6022616   7.99715071]

ce_symbol  = A:2
ce_fraction=  0.9296932619596935
species:coords:index
B1 : [17.51746951  5.974308    8.01675758] : 39
Zn1 : [17.34031098  3.4937208   6.45147606] : 23
!!!atention to nb coordination!!!
         [1.373908329022943, 1.9179286237126902]
         [1.373908329022943, 1.917928623712691]

ce_symbol  = S:1
ce_fraction=  0.07030673804030654
species:coords:index
B1 : [17.51746951  5.974308    8.01675758] : 39


**isite= 80
O1 : [16.71647963  0.9429664   1.31692787]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [16.31891775  1.597692    0.15277017] : 36


**isite= 81
O1 : [15.78106831  4.1050336   5.40169175]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [15.38350643  3.450308    4.23753404] : 37
!!!atention to nb coordination!!!
         [1.3935509387439733]
         [1.393550938743974]


**isite= 82
O1 : [18.05531895  3.4669664   2.767836  ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [18.45288083  4.121692    3.93199371] : 38
!!!atention to nb coordination!!!
         [1.393550938743974]
         [1.3935509387439737]


**isite= 83
O1 : [17.11990763  1.5810336   6.85259988]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [17.51746951  0.926308    8.01675758] : 39


**isite= 84
O1 : [15.08143477  4.1479416   3.09298321]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [15.38350643  3.450308    4.23753404] : 37
!!!atention to nb coordination!!!
         [1.3740220342938927]
         [1.3740220342938918]


**isite= 85
O1 : [14.14602345  0.9000584   7.17774708]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [14.44809511  1.597692    8.32229792] : 36
!!!atention to nb coordination!!!
         [1.3740220342938925]
         [1.374022034293892]


**isite= 86
O1 : [19.69036381  1.6239416   0.99178067]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [19.38829215  0.926308   -0.15277017] : 39


**isite= 87
O1 : [18.75495249  3.4240584   5.07654454]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [18.45288083  4.121692    3.93199371] : 38
!!!atention to nb coordination!!!
         [1.3740220342938914]
         [1.3740220342938918]

END

