cif name= ./9007986.cif
./9007986.cif
Full Formula (Ce16 Si16 O56)
Ce1 : [ 5.658003    3.26526242 21.45962652]

ce_symbol  = TT_1:9
ce_fraction=  0.6293246203865038
species:coords:index
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 8.0503358   1.70793532 21.34538224] : 87
O1 : [ 5.18633284  3.80122652 24.07537552] : 58
O1 : [ 3.29489472  3.5307298  21.63222936] : 79
O1 : [ 5.38003024  1.2675286  22.80681886] : 53
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 7.53584832  4.19609736 19.79986974] : 71
O1 : [ 7.74041996  3.88346296 22.77714502] : 75
O1 : [ 5.94413144  1.65220484 19.39432726] : 61
!!!atention to nb coordination!!!
         [2.521257524358013, 2.8568471548751613, 2.711433766605033, 2.384228473525054, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.540568301620652, 2.6361497069678674]
         [2.5212575243580138, 2.8568471548751613, 2.711433766605033, 2.3842284735250536, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.5405683016206524, 2.636149706967868]

ce_symbol  = SMA:9
ce_fraction=  0.3073266710100863
species:coords:index
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 8.0503358   1.70793532 21.34538224] : 87
O1 : [ 5.18633284  3.80122652 24.07537552] : 58
O1 : [ 3.29489472  3.5307298  21.63222936] : 79
O1 : [ 5.38003024  1.2675286  22.80681886] : 53
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 7.53584832  4.19609736 19.79986974] : 71
O1 : [ 7.74041996  3.88346296 22.77714502] : 75
O1 : [ 5.94413144  1.65220484 19.39432726] : 61
!!!atention to nb coordination!!!
         [2.521257524358013, 2.8568471548751613, 2.711433766605033, 2.384228473525054, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.540568301620652, 2.6361497069678674]
         [2.5212575243580138, 2.8568471548751613, 2.711433766605033, 2.3842284735250536, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.5405683016206524, 2.636149706967868]

ce_symbol  = TT_2:9
ce_fraction=  0.042467249813027325
species:coords:index
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 8.0503358   1.70793532 21.34538224] : 87
O1 : [ 5.18633284  3.80122652 24.07537552] : 58
O1 : [ 3.29489472  3.5307298  21.63222936] : 79
O1 : [ 5.38003024  1.2675286  22.80681886] : 53
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 7.53584832  4.19609736 19.79986974] : 71
O1 : [ 7.74041996  3.88346296 22.77714502] : 75
O1 : [ 5.94413144  1.65220484 19.39432726] : 61
!!!atention to nb coordination!!!
         [2.521257524358013, 2.8568471548751613, 2.711433766605033, 2.384228473525054, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.540568301620652, 2.6361497069678674]
         [2.5212575243580138, 2.8568471548751613, 2.711433766605033, 2.3842284735250536, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.5405683016206524, 2.636149706967868]

ce_symbol  = TO_1:9
ce_fraction=  0.020881458790382456
species:coords:index
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 8.0503358   1.70793532 21.34538224] : 87
O1 : [ 5.18633284  3.80122652 24.07537552] : 58
O1 : [ 3.29489472  3.5307298  21.63222936] : 79
O1 : [ 5.38003024  1.2675286  22.80681886] : 53
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 7.53584832  4.19609736 19.79986974] : 71
O1 : [ 7.74041996  3.88346296 22.77714502] : 75
O1 : [ 5.94413144  1.65220484 19.39432726] : 61
!!!atention to nb coordination!!!
         [2.521257524358013, 2.8568471548751613, 2.711433766605033, 2.384228473525054, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.540568301620652, 2.6361497069678674]
         [2.5212575243580138, 2.8568471548751613, 2.711433766605033, 2.3842284735250536, 2.4255177684504967, 2.6002881013591854, 2.6734901011321175, 2.5405683016206524, 2.636149706967868]


**isite= 7
Ce1 : [3.53113758 5.658003   2.91347652]

ce_symbol  = TT_1:9
ce_fraction=  0.6293246203865022
species:coords:index
O1 : [5.5288714  5.38003024 4.26066886] : 54
O1 : [5.08846468 8.0503358  2.79923224] : 84
O1 : [5.14419516 5.94413144 0.84817726] : 62
O1 : [2.91293704 7.74041996 4.23099502] : 72
O1 : [3.2656702  3.29489472 3.08607936] : 76
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [2.99517348 5.18633284 5.52922552] : 59
O1 : [2.60030264 7.53584832 1.25371974] : 68
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
!!!atention to nb coordination!!!
         [2.4255177684504945, 2.8568471548751613, 2.6361497069678683, 2.5405683016206506, 2.384228473525054, 2.6002881013591845, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]
         [2.4255177684504954, 2.8568471548751613, 2.6361497069678683, 2.540568301620651, 2.3842284735250536, 2.600288101359184, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]

ce_symbol  = SMA:9
ce_fraction=  0.3073266710100878
species:coords:index
O1 : [5.5288714  5.38003024 4.26066886] : 54
O1 : [5.08846468 8.0503358  2.79923224] : 84
O1 : [5.14419516 5.94413144 0.84817726] : 62
O1 : [2.91293704 7.74041996 4.23099502] : 72
O1 : [3.2656702  3.29489472 3.08607936] : 76
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [2.99517348 5.18633284 5.52922552] : 59
O1 : [2.60030264 7.53584832 1.25371974] : 68
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
!!!atention to nb coordination!!!
         [2.4255177684504945, 2.8568471548751613, 2.6361497069678683, 2.5405683016206506, 2.384228473525054, 2.6002881013591845, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]
         [2.4255177684504954, 2.8568471548751613, 2.6361497069678683, 2.540568301620651, 2.3842284735250536, 2.600288101359184, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]

ce_symbol  = TT_2:9
ce_fraction=  0.04246724981302723
species:coords:index
O1 : [5.5288714  5.38003024 4.26066886] : 54
O1 : [5.08846468 8.0503358  2.79923224] : 84
O1 : [5.14419516 5.94413144 0.84817726] : 62
O1 : [2.91293704 7.74041996 4.23099502] : 72
O1 : [3.2656702  3.29489472 3.08607936] : 76
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [2.99517348 5.18633284 5.52922552] : 59
O1 : [2.60030264 7.53584832 1.25371974] : 68
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
!!!atention to nb coordination!!!
         [2.4255177684504945, 2.8568471548751613, 2.6361497069678683, 2.5405683016206506, 2.384228473525054, 2.6002881013591845, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]
         [2.4255177684504954, 2.8568471548751613, 2.6361497069678683, 2.540568301620651, 2.3842284735250536, 2.600288101359184, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]

ce_symbol  = TO_1:9
ce_fraction=  0.020881458790382678
species:coords:index
O1 : [5.5288714  5.38003024 4.26066886] : 54
O1 : [5.08846468 8.0503358  2.79923224] : 84
O1 : [5.14419516 5.94413144 0.84817726] : 62
O1 : [2.91293704 7.74041996 4.23099502] : 72
O1 : [3.2656702  3.29489472 3.08607936] : 76
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [2.99517348 5.18633284 5.52922552] : 59
O1 : [2.60030264 7.53584832 1.25371974] : 68
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
!!!atention to nb coordination!!!
         [2.4255177684504945, 2.8568471548751613, 2.6361497069678683, 2.5405683016206506, 2.384228473525054, 2.6002881013591845, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]
         [2.4255177684504954, 2.8568471548751613, 2.6361497069678683, 2.540568301620651, 2.3842284735250536, 2.600288101359184, 2.7114337666050328, 2.673490101132116, 2.5212575243580138]


**isite= 8
Ce1 : [2.2794446  0.55118804 6.56855177]

ce_symbol  = SA:8
ce_fraction=  0.5167220542036821
species:coords:index
O1 : [2.91293704 0.94401996 4.23099502] : 72
O1 : [2.22650064 2.91701488 6.81509192] : 64
O1 : [0.27457456 1.04188812 5.39816606] : 32
O1 : [0.9039212  1.02081928 9.0876135 ] : 48
O1 : [ 2.99517348 -1.61006716  5.52922552] : 59
O1 : [ 3.09983804 -0.26981708  8.6177777 ] : 39
O1 : [4.86690204 0.37584092 6.79283654] : 41
O1 : [ 0.85226856 -1.65220484  7.03022726] : 63
!!!atention to nb coordination!!!
         [2.453528303229063, 2.3792271322586362, 2.3727817283879618, 2.9083139676160132, 2.5026967296385254, 2.3550842317425875, 2.603072472454723, 2.665504808310709]
         [2.453528303229063, 2.3792271322586367, 2.3727817283879613, 2.9083139676160132, 2.502696729638526, 2.3550842317425875, 2.603072472454724, 2.6655048083107094]

ce_symbol  = DDPN:8
ce_fraction=  0.21739901874790574
species:coords:index
O1 : [2.91293704 0.94401996 4.23099502] : 72
O1 : [2.22650064 2.91701488 6.81509192] : 64
O1 : [0.27457456 1.04188812 5.39816606] : 32
O1 : [0.9039212  1.02081928 9.0876135 ] : 48
O1 : [ 2.99517348 -1.61006716  5.52922552] : 59
O1 : [ 3.09983804 -0.26981708  8.6177777 ] : 39
O1 : [4.86690204 0.37584092 6.79283654] : 41
O1 : [ 0.85226856 -1.65220484  7.03022726] : 63
!!!atention to nb coordination!!!
         [2.453528303229063, 2.3792271322586362, 2.3727817283879618, 2.9083139676160132, 2.5026967296385254, 2.3550842317425875, 2.603072472454723, 2.665504808310709]
         [2.453528303229063, 2.3792271322586367, 2.3727817283879613, 2.9083139676160132, 2.502696729638526, 2.3550842317425875, 2.603072472454724, 2.6655048083107094]

ce_symbol  = SBT:8
ce_fraction=  0.19174063482276768
species:coords:index
O1 : [2.91293704 0.94401996 4.23099502] : 72
O1 : [2.22650064 2.91701488 6.81509192] : 64
O1 : [0.27457456 1.04188812 5.39816606] : 32
O1 : [0.9039212  1.02081928 9.0876135 ] : 48
O1 : [ 2.99517348 -1.61006716  5.52922552] : 59
O1 : [ 3.09983804 -0.26981708  8.6177777 ] : 39
O1 : [4.86690204 0.37584092 6.79283654] : 41
O1 : [ 0.85226856 -1.65220484  7.03022726] : 63
!!!atention to nb coordination!!!
         [2.453528303229063, 2.3792271322586362, 2.3727817283879618, 2.9083139676160132, 2.5026967296385254, 2.3550842317425875, 2.603072472454723, 2.665504808310709]
         [2.453528303229063, 2.3792271322586367, 2.3727817283879613, 2.9083139676160132, 2.502696729638526, 2.3550842317425875, 2.603072472454724, 2.6655048083107094]

ce_symbol  = DD:8
ce_fraction=  0.07023762394112985
species:coords:index
O1 : [2.91293704 0.94401996 4.23099502] : 72
O1 : [2.22650064 2.91701488 6.81509192] : 64
O1 : [0.27457456 1.04188812 5.39816606] : 32
O1 : [0.9039212  1.02081928 9.0876135 ] : 48
O1 : [ 2.99517348 -1.61006716  5.52922552] : 59
O1 : [ 3.09983804 -0.26981708  8.6177777 ] : 39
O1 : [4.86690204 0.37584092 6.79283654] : 41
O1 : [ 0.85226856 -1.65220484  7.03022726] : 63
!!!atention to nb coordination!!!
         [2.453528303229063, 2.3792271322586362, 2.3727817283879618, 2.9083139676160132, 2.5026967296385254, 2.3550842317425875, 2.603072472454723, 2.665504808310709]
         [2.453528303229063, 2.3792271322586367, 2.3727817283879613, 2.9083139676160132, 2.502696729638526, 2.3550842317425875, 2.603072472454724, 2.6655048083107094]

ce_symbol  = BO_3:8
ce_fraction=  0.0039006682845145794
species:coords:index
O1 : [2.91293704 0.94401996 4.23099502] : 72
O1 : [2.22650064 2.91701488 6.81509192] : 64
O1 : [0.27457456 1.04188812 5.39816606] : 32
O1 : [0.9039212  1.02081928 9.0876135 ] : 48
O1 : [ 2.99517348 -1.61006716  5.52922552] : 59
O1 : [ 3.09983804 -0.26981708  8.6177777 ] : 39
O1 : [4.86690204 0.37584092 6.79283654] : 41
O1 : [ 0.85226856 -1.65220484  7.03022726] : 63
!!!atention to nb coordination!!!
         [2.453528303229063, 2.3792271322586362, 2.3727817283879618, 2.9083139676160132, 2.5026967296385254, 2.3550842317425875, 2.603072472454723, 2.665504808310709]
         [2.453528303229063, 2.3792271322586367, 2.3727817283879613, 2.9083139676160132, 2.502696729638526, 2.3550842317425875, 2.603072472454724, 2.6655048083107094]


**isite= 9
Ce1 : [ 6.24521196  2.2794446  12.75060177]

ce_symbol  = SA:8
ce_fraction=  0.5167220542036819
species:coords:index
O1 : [ 8.40646716  2.99517348 11.71127552] : 56
O1 : [ 8.44860484  0.85226856 13.21227726] : 60
O1 : [ 3.87938512  2.22650064 12.99714192] : 65
O1 : [ 5.77558072  0.9039212  15.2696635 ] : 49
O1 : [ 5.75451188  0.27457456 11.58021606] : 33
O1 : [ 7.06621708  3.09983804 14.7998277 ] : 36
O1 : [ 6.42055908  4.86690204 12.97488654] : 42
O1 : [ 5.85238004  2.91293704 10.41304502] : 73
!!!atention to nb coordination!!!
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547225, 2.4535283032290627]
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547234, 2.4535283032290622]

ce_symbol  = DDPN:8
ce_fraction=  0.2173990187479065
species:coords:index
O1 : [ 8.40646716  2.99517348 11.71127552] : 56
O1 : [ 8.44860484  0.85226856 13.21227726] : 60
O1 : [ 3.87938512  2.22650064 12.99714192] : 65
O1 : [ 5.77558072  0.9039212  15.2696635 ] : 49
O1 : [ 5.75451188  0.27457456 11.58021606] : 33
O1 : [ 7.06621708  3.09983804 14.7998277 ] : 36
O1 : [ 6.42055908  4.86690204 12.97488654] : 42
O1 : [ 5.85238004  2.91293704 10.41304502] : 73
!!!atention to nb coordination!!!
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547225, 2.4535283032290627]
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547234, 2.4535283032290622]

ce_symbol  = SBT:8
ce_fraction=  0.19174063482276726
species:coords:index
O1 : [ 8.40646716  2.99517348 11.71127552] : 56
O1 : [ 8.44860484  0.85226856 13.21227726] : 60
O1 : [ 3.87938512  2.22650064 12.99714192] : 65
O1 : [ 5.77558072  0.9039212  15.2696635 ] : 49
O1 : [ 5.75451188  0.27457456 11.58021606] : 33
O1 : [ 7.06621708  3.09983804 14.7998277 ] : 36
O1 : [ 6.42055908  4.86690204 12.97488654] : 42
O1 : [ 5.85238004  2.91293704 10.41304502] : 73
!!!atention to nb coordination!!!
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547225, 2.4535283032290627]
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547234, 2.4535283032290622]

ce_symbol  = DD:8
ce_fraction=  0.07023762394112983
species:coords:index
O1 : [ 8.40646716  2.99517348 11.71127552] : 56
O1 : [ 8.44860484  0.85226856 13.21227726] : 60
O1 : [ 3.87938512  2.22650064 12.99714192] : 65
O1 : [ 5.77558072  0.9039212  15.2696635 ] : 49
O1 : [ 5.75451188  0.27457456 11.58021606] : 33
O1 : [ 7.06621708  3.09983804 14.7998277 ] : 36
O1 : [ 6.42055908  4.86690204 12.97488654] : 42
O1 : [ 5.85238004  2.91293704 10.41304502] : 73
!!!atention to nb coordination!!!
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547225, 2.4535283032290627]
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547234, 2.4535283032290622]

ce_symbol  = BO_3:8
ce_fraction=  0.003900668284514489
species:coords:index
O1 : [ 8.40646716  2.99517348 11.71127552] : 56
O1 : [ 8.44860484  0.85226856 13.21227726] : 60
O1 : [ 3.87938512  2.22650064 12.99714192] : 65
O1 : [ 5.77558072  0.9039212  15.2696635 ] : 49
O1 : [ 5.75451188  0.27457456 11.58021606] : 33
O1 : [ 7.06621708  3.09983804 14.7998277 ] : 36
O1 : [ 6.42055908  4.86690204 12.97488654] : 42
O1 : [ 5.85238004  2.91293704 10.41304502] : 73
!!!atention to nb coordination!!!
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547225, 2.4535283032290627]
         [2.5026967296385263, 2.6655048083107085, 2.379227132258637, 2.908313967616011, 2.3727817283879626, 2.3550842317425866, 2.6030724724547234, 2.4535283032290622]


**isite= 10
Ce1 : [ 4.5169554   6.24521196 18.93265177]

ce_symbol  = SA:8
ce_fraction=  0.5167220542036817
species:coords:index
O1 : [ 3.69656196  7.06621708 20.9818777 ] : 37
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 5.94413144  8.44860484 19.39432726] : 61
O1 : [ 6.52182544  5.75451188 17.76226606] : 34
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 3.80122652  8.40646716 17.89332552] : 57
O1 : [ 1.92949796  6.42055908 19.15693654] : 43
O1 : [ 3.88346296  5.85238004 16.59509502] : 74
!!!atention to nb coordination!!!
         [2.3550842317425857, 2.9083139676160106, 2.6655048083107076, 2.372781728387965, 2.379227132258637, 2.502696729638527, 2.6030724724547234, 2.453528303229064]
         [2.3550842317425857, 2.908313967616011, 2.665504808310708, 2.372781728387965, 2.3792271322586367, 2.502696729638527, 2.6030724724547234, 2.453528303229064]

ce_symbol  = DDPN:8
ce_fraction=  0.21739901874790674
species:coords:index
O1 : [ 3.69656196  7.06621708 20.9818777 ] : 37
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 5.94413144  8.44860484 19.39432726] : 61
O1 : [ 6.52182544  5.75451188 17.76226606] : 34
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 3.80122652  8.40646716 17.89332552] : 57
O1 : [ 1.92949796  6.42055908 19.15693654] : 43
O1 : [ 3.88346296  5.85238004 16.59509502] : 74
!!!atention to nb coordination!!!
         [2.3550842317425857, 2.9083139676160106, 2.6655048083107076, 2.372781728387965, 2.379227132258637, 2.502696729638527, 2.6030724724547234, 2.453528303229064]
         [2.3550842317425857, 2.908313967616011, 2.665504808310708, 2.372781728387965, 2.3792271322586367, 2.502696729638527, 2.6030724724547234, 2.453528303229064]

ce_symbol  = SBT:8
ce_fraction=  0.19174063482276785
species:coords:index
O1 : [ 3.69656196  7.06621708 20.9818777 ] : 37
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 5.94413144  8.44860484 19.39432726] : 61
O1 : [ 6.52182544  5.75451188 17.76226606] : 34
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 3.80122652  8.40646716 17.89332552] : 57
O1 : [ 1.92949796  6.42055908 19.15693654] : 43
O1 : [ 3.88346296  5.85238004 16.59509502] : 74
!!!atention to nb coordination!!!
         [2.3550842317425857, 2.9083139676160106, 2.6655048083107076, 2.372781728387965, 2.379227132258637, 2.502696729638527, 2.6030724724547234, 2.453528303229064]
         [2.3550842317425857, 2.908313967616011, 2.665504808310708, 2.372781728387965, 2.3792271322586367, 2.502696729638527, 2.6030724724547234, 2.453528303229064]

ce_symbol  = DD:8
ce_fraction=  0.07023762394112934
species:coords:index
O1 : [ 3.69656196  7.06621708 20.9818777 ] : 37
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 5.94413144  8.44860484 19.39432726] : 61
O1 : [ 6.52182544  5.75451188 17.76226606] : 34
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 3.80122652  8.40646716 17.89332552] : 57
O1 : [ 1.92949796  6.42055908 19.15693654] : 43
O1 : [ 3.88346296  5.85238004 16.59509502] : 74
!!!atention to nb coordination!!!
         [2.3550842317425857, 2.9083139676160106, 2.6655048083107076, 2.372781728387965, 2.379227132258637, 2.502696729638527, 2.6030724724547234, 2.453528303229064]
         [2.3550842317425857, 2.908313967616011, 2.665504808310708, 2.372781728387965, 2.3792271322586367, 2.502696729638527, 2.6030724724547234, 2.453528303229064]

ce_symbol  = BO_3:8
ce_fraction=  0.0039006682845145074
species:coords:index
O1 : [ 3.69656196  7.06621708 20.9818777 ] : 37
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 5.94413144  8.44860484 19.39432726] : 61
O1 : [ 6.52182544  5.75451188 17.76226606] : 34
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 3.80122652  8.40646716 17.89332552] : 57
O1 : [ 1.92949796  6.42055908 19.15693654] : 43
O1 : [ 3.88346296  5.85238004 16.59509502] : 74
!!!atention to nb coordination!!!
         [2.3550842317425857, 2.9083139676160106, 2.6655048083107076, 2.372781728387965, 2.379227132258637, 2.502696729638527, 2.6030724724547234, 2.453528303229064]
         [2.3550842317425857, 2.908313967616011, 2.665504808310708, 2.372781728387965, 2.3792271322586367, 2.502696729638527, 2.6030724724547234, 2.453528303229064]


**isite= 11
Ce1 : [0.55118804 4.5169554  0.38650177]

ce_symbol  = SA:8
ce_fraction=  0.5167220542036808
species:coords:index
O1 : [-0.26981708  3.69656196  2.4357277 ] : 38
O1 : [ 1.04188812  6.52182544 -0.78388394] : 35
O1 : [ 0.94401996  3.88346296 -1.95105498] : 75
O1 : [-1.61006716  3.80122652 -0.65282448] : 58
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
O1 : [-1.65220484  5.94413144  0.84817726] : 62
O1 : [0.37584092 1.92949796 0.61078654] : 40
!!!atention to nb coordination!!!
         [2.355084231742587, 2.3727817283879635, 2.453528303229063, 2.502696729638526, 2.3792271322586362, 2.9083139676160106, 2.665504808310708, 2.6030724724547234]
         [2.3550842317425866, 2.3727817283879635, 2.4535283032290636, 2.5026967296385263, 2.3792271322586367, 2.908313967616011, 2.665504808310709, 2.6030724724547234]

ce_symbol  = DDPN:8
ce_fraction=  0.21739901874790715
species:coords:index
O1 : [-0.26981708  3.69656196  2.4357277 ] : 38
O1 : [ 1.04188812  6.52182544 -0.78388394] : 35
O1 : [ 0.94401996  3.88346296 -1.95105498] : 75
O1 : [-1.61006716  3.80122652 -0.65282448] : 58
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
O1 : [-1.65220484  5.94413144  0.84817726] : 62
O1 : [0.37584092 1.92949796 0.61078654] : 40
!!!atention to nb coordination!!!
         [2.355084231742587, 2.3727817283879635, 2.453528303229063, 2.502696729638526, 2.3792271322586362, 2.9083139676160106, 2.665504808310708, 2.6030724724547234]
         [2.3550842317425866, 2.3727817283879635, 2.4535283032290636, 2.5026967296385263, 2.3792271322586367, 2.908313967616011, 2.665504808310709, 2.6030724724547234]

ce_symbol  = SBT:8
ce_fraction=  0.19174063482276765
species:coords:index
O1 : [-0.26981708  3.69656196  2.4357277 ] : 38
O1 : [ 1.04188812  6.52182544 -0.78388394] : 35
O1 : [ 0.94401996  3.88346296 -1.95105498] : 75
O1 : [-1.61006716  3.80122652 -0.65282448] : 58
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
O1 : [-1.65220484  5.94413144  0.84817726] : 62
O1 : [0.37584092 1.92949796 0.61078654] : 40
!!!atention to nb coordination!!!
         [2.355084231742587, 2.3727817283879635, 2.453528303229063, 2.502696729638526, 2.3792271322586362, 2.9083139676160106, 2.665504808310708, 2.6030724724547234]
         [2.3550842317425866, 2.3727817283879635, 2.4535283032290636, 2.5026967296385263, 2.3792271322586367, 2.908313967616011, 2.665504808310709, 2.6030724724547234]

ce_symbol  = DD:8
ce_fraction=  0.07023762394112978
species:coords:index
O1 : [-0.26981708  3.69656196  2.4357277 ] : 38
O1 : [ 1.04188812  6.52182544 -0.78388394] : 35
O1 : [ 0.94401996  3.88346296 -1.95105498] : 75
O1 : [-1.61006716  3.80122652 -0.65282448] : 58
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
O1 : [-1.65220484  5.94413144  0.84817726] : 62
O1 : [0.37584092 1.92949796 0.61078654] : 40
!!!atention to nb coordination!!!
         [2.355084231742587, 2.3727817283879635, 2.453528303229063, 2.502696729638526, 2.3792271322586362, 2.9083139676160106, 2.665504808310708, 2.6030724724547234]
         [2.3550842317425866, 2.3727817283879635, 2.4535283032290636, 2.5026967296385263, 2.3792271322586367, 2.908313967616011, 2.665504808310709, 2.6030724724547234]

ce_symbol  = BO_3:8
ce_fraction=  0.003900668284514579
species:coords:index
O1 : [-0.26981708  3.69656196  2.4357277 ] : 38
O1 : [ 1.04188812  6.52182544 -0.78388394] : 35
O1 : [ 0.94401996  3.88346296 -1.95105498] : 75
O1 : [-1.61006716  3.80122652 -0.65282448] : 58
O1 : [2.91701488 4.56989936 0.63304192] : 67
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
O1 : [-1.65220484  5.94413144  0.84817726] : 62
O1 : [0.37584092 1.92949796 0.61078654] : 40
!!!atention to nb coordination!!!
         [2.355084231742587, 2.3727817283879635, 2.453528303229063, 2.502696729638526, 2.3792271322586362, 2.9083139676160106, 2.665504808310708, 2.6030724724547234]
         [2.3550842317425866, 2.3727817283879635, 2.4535283032290636, 2.5026967296385263, 2.3792271322586367, 2.908313967616011, 2.665504808310709, 2.6030724724547234]


**isite= 12
Ce1 : [4.74925636 1.6148926  0.390211  ]


**isite= 13
Ce1 : [5.1815074  4.74925636 6.572261  ]


**isite= 14
Ce1 : [ 2.04714364  5.1815074  12.754311  ]


**isite= 15
Ce1 : [ 1.6148926   2.04714364 18.936361  ]


**isite= 16
Si1 : [1.58492048e+00 1.02285820e+00 4.94564000e-04]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 2.52010512  1.93085724 -1.0385844 ] : 83
O1 : [ 1.04188812 -0.27457456 -0.78388394] : 35
O1 : [2.60030264 0.73944832 1.25371974] : 68
O1 : [0.37584092 1.92949796 0.61078654] : 40
!!!atention to nb coordination!!!
         [1.6669486077741473, 1.6104240274740276, 1.6376493619478227, 1.629823712182589]
         [1.6669486077741476, 1.6104240274740274, 1.6376493619478227, 1.629823712182589]


**isite= 17
Si1 : [5.7735418  1.58492048 6.18254456]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [7.07097456 1.04188812 5.39816606] : 32
O1 : [4.86554276 2.52010512 5.1434656 ] : 80
O1 : [6.05695168 2.60030264 7.43576974] : 69
O1 : [4.86690204 0.37584092 6.79283654] : 41
!!!atention to nb coordination!!!
         [1.6104240274740267, 1.6669486077741467, 1.6376493619478223, 1.6298237121825891]
         [1.6104240274740267, 1.6669486077741469, 1.6376493619478225, 1.6298237121825887]


**isite= 18
Si1 : [ 5.21147952  5.7735418  12.36459456]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 5.75451188  7.07097456 11.58021606] : 33
O1 : [ 6.42055908  4.86690204 12.97488654] : 42
O1 : [ 4.27629488  4.86554276 11.3255156 ] : 81
O1 : [ 4.19609736  6.05695168 13.61781974] : 70
!!!atention to nb coordination!!!
         [1.610424027474027, 1.6298237121825891, 1.6669486077741473, 1.6376493619478212]
