cif name= ./2105418.cif
./2105418.cif
Full Formula (Cu30 B20 O60)
O1 : [ 2.88628735  3.77620424 13.88605867] : 73
O1 : [ 1.82310425  5.78605606 12.32264279] : 95

ce_symbol  = TL:3
ce_fraction=  8.717096174711741e-07
species:coords:index
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
O1 : [ 2.88628735  3.77620424 13.88605867] : 73
O1 : [ 1.82310425  5.78605606 12.32264279] : 95


**isite= 12
Cu1 : [ 0.48724197  8.56506451 14.40226019]

ce_symbol  = S:5
ce_fraction=  0.9604020396549403
species:coords:index
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [-0.81029177  9.05098576 15.78775751] : 58
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
!!!atention to nb coordination!!!
         [1.9610570008155124, 2.159808020028776, 2.5259975926561617, 1.9594172865861152, 1.9628345331275494]
         [1.9610570008155108, 2.159808020028777, 2.5259975926561626, 1.959417286586115, 1.9628345331275496]

ce_symbol  = S:4
ce_fraction=  0.025303877670059618
species:coords:index
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [-0.81029177  9.05098576 15.78775751] : 58
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
!!!atention to nb coordination!!!
         [1.9610570008155124, 2.159808020028776, 1.9594172865861152, 1.9628345331275494]
         [1.9610570008155108, 2.159808020028777, 1.959417286586115, 1.9628345331275496]

ce_symbol  = T:5
ce_fraction=  0.013452203067043325
species:coords:index
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [-0.81029177  9.05098576 15.78775751] : 58
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
!!!atention to nb coordination!!!
         [1.9610570008155124, 2.159808020028776, 2.5259975926561617, 1.9594172865861152, 1.9628345331275494]
         [1.9610570008155108, 2.159808020028777, 2.5259975926561626, 1.959417286586115, 1.9628345331275496]

ce_symbol  = SY:4
ce_fraction=  0.0008407148721091926
species:coords:index
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [-0.81029177  9.05098576 15.78775751] : 58
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
!!!atention to nb coordination!!!
         [1.9610570008155124, 2.159808020028776, 1.9594172865861152, 1.9628345331275494]
         [1.9610570008155108, 2.159808020028777, 1.959417286586115, 1.9628345331275496]

ce_symbol  = SS:4
ce_fraction=  1.1647358475604342e-06
species:coords:index
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [-0.81029177  9.05098576 15.78775751] : 58
O1 : [ 0.58066137  6.65836126 14.85885077] : 55
!!!atention to nb coordination!!!
         [1.9610570008155124, 2.159808020028776, 1.9594172865861152, 1.9628345331275494]
         [1.9610570008155108, 2.159808020028777, 1.959417286586115, 1.9628345331275496]


**isite= 13
Cu1 : [2.50132218 7.69376151 3.88330561]

ce_symbol  = S:5
ce_fraction=  0.96040203965494
species:coords:index
O1 : [3.79885592 7.20784025 2.49780829] : 59
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [2.40790278 9.60046476 3.42671503] : 54
O1 : [1.28910209 8.10535896 5.62281148] : 85
!!!atention to nb coordination!!!
         [1.9594172865861157, 1.961057000815509, 2.5259975926561626, 1.9628345331275492, 2.1598080200287764]
         [1.9594172865861152, 1.9610570008155097, 2.5259975926561626, 1.9628345331275494, 2.1598080200287764]

ce_symbol  = S:4
ce_fraction=  0.025303877670059757
species:coords:index
O1 : [3.79885592 7.20784025 2.49780829] : 59
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [2.40790278 9.60046476 3.42671503] : 54
O1 : [1.28910209 8.10535896 5.62281148] : 85
!!!atention to nb coordination!!!
         [1.9594172865861157, 1.961057000815509, 1.9628345331275492, 2.1598080200287764]
         [1.9594172865861152, 1.9610570008155097, 1.9628345331275494, 2.1598080200287764]

ce_symbol  = T:5
ce_fraction=  0.01345220306704352
species:coords:index
O1 : [3.79885592 7.20784025 2.49780829] : 59
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [2.40790278 9.60046476 3.42671503] : 54
O1 : [1.28910209 8.10535896 5.62281148] : 85
!!!atention to nb coordination!!!
         [1.9594172865861157, 1.961057000815509, 2.5259975926561626, 1.9628345331275492, 2.1598080200287764]
         [1.9594172865861152, 1.9610570008155097, 2.5259975926561626, 1.9628345331275494, 2.1598080200287764]

ce_symbol  = SY:4
ce_fraction=  0.0008407148721092021
species:coords:index
O1 : [3.79885592 7.20784025 2.49780829] : 59
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [2.40790278 9.60046476 3.42671503] : 54
O1 : [1.28910209 8.10535896 5.62281148] : 85
!!!atention to nb coordination!!!
         [1.9594172865861157, 1.961057000815509, 1.9628345331275492, 2.1598080200287764]
         [1.9594172865861152, 1.9610570008155097, 1.9628345331275494, 2.1598080200287764]

ce_symbol  = SS:4
ce_fraction=  1.1647358475604764e-06
species:coords:index
O1 : [3.79885592 7.20784025 2.49780829] : 59
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [2.40790278 9.60046476 3.42671503] : 54
O1 : [1.28910209 8.10535896 5.62281148] : 85
!!!atention to nb coordination!!!
         [1.9594172865861157, 1.961057000815509, 1.9628345331275492, 2.1598080200287764]
         [1.9594172865861152, 1.9610570008155097, 1.9628345331275494, 2.1598080200287764]


**isite= 14
Cu1 : [ 2.53097179  8.25467494 17.51135494]

ce_symbol  = S:5
ce_fraction=  0.7491430621159928
species:coords:index
O1 : [ 0.37633673  6.75077533 17.2707169 ] : 74
O1 : [ 3.72933673  6.75077533 17.2707169 ] : 74
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.51213428  7.37865909 19.3004147 ] : 75
!!!atention to nb coordination!!!
         [2.638574042725554, 1.9379626543962998, 1.8986934394417774, 1.9394444500948256, 1.9921077906956755]
         [2.6385740427255544, 1.9379626543963, 1.8986934394417774, 1.9394444500948242, 1.9921077906956781]

ce_symbol  = S:4
ce_fraction=  0.2274950843247572
species:coords:index
O1 : [ 3.72933673  6.75077533 17.2707169 ] : 74
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.51213428  7.37865909 19.3004147 ] : 75
!!!atention to nb coordination!!!
         [1.9379626543962998, 1.8986934394417774, 1.9394444500948256, 1.9921077906956755]
         [1.9379626543963, 1.8986934394417774, 1.9394444500948242, 1.9921077906956781]

ce_symbol  = T:5
ce_fraction=  0.01985653507537935
species:coords:index
O1 : [ 0.37633673  6.75077533 17.2707169 ] : 74
O1 : [ 3.72933673  6.75077533 17.2707169 ] : 74
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.51213428  7.37865909 19.3004147 ] : 75
!!!atention to nb coordination!!!
         [2.638574042725554, 1.9379626543962998, 1.8986934394417774, 1.9394444500948256, 1.9921077906956755]
         [2.6385740427255544, 1.9379626543963, 1.8986934394417774, 1.9394444500948242, 1.9921077906956781]

ce_symbol  = SY:4
ce_fraction=  0.003474640622202222
species:coords:index
O1 : [ 3.72933673  6.75077533 17.2707169 ] : 74
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.51213428  7.37865909 19.3004147 ] : 75
!!!atention to nb coordination!!!
         [1.9379626543962998, 1.8986934394417774, 1.9394444500948256, 1.9921077906956755]
         [1.9379626543963, 1.8986934394417774, 1.9394444500948242, 1.9921077906956781]

ce_symbol  = SS:4
ce_fraction=  3.0677861668550854e-05
species:coords:index
O1 : [ 3.72933673  6.75077533 17.2707169 ] : 74
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.51213428  7.37865909 19.3004147 ] : 75
!!!atention to nb coordination!!!
         [1.9379626543962998, 1.8986934394417774, 1.9394444500948256, 1.9921077906956755]
         [1.9379626543963, 1.8986934394417774, 1.9394444500948242, 1.9921077906956781]


**isite= 15
Cu1 : [0.45759236 8.00415108 0.77421086]

ce_symbol  = S:5
ce_fraction=  0.7491430621159875
species:coords:index
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [ 0.47642986  8.88016693 -1.0148489 ] : 74
O1 : [-0.74077258  9.50805069  1.0148489 ] : 75
O1 : [2.61222742 9.50805069 1.0148489 ] : 75
!!!atention to nb coordination!!!
         [1.9394444500948247, 1.8986934394417767, 1.9921077906956735, 1.937962654396298, 2.638574042725554]
         [1.9394444500948256, 1.8986934394417765, 1.9921077906956766, 1.9379626543962982, 2.6385740427255535]

ce_symbol  = S:4
ce_fraction=  0.22749508432476187
species:coords:index
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [ 0.47642986  8.88016693 -1.0148489 ] : 74
O1 : [-0.74077258  9.50805069  1.0148489 ] : 75
!!!atention to nb coordination!!!
         [1.9394444500948247, 1.8986934394417767, 1.9921077906956735, 1.937962654396298]
         [1.9394444500948256, 1.8986934394417765, 1.9921077906956766, 1.9379626543962982]

ce_symbol  = T:5
ce_fraction=  0.019856535075379704
species:coords:index
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [ 0.47642986  8.88016693 -1.0148489 ] : 74
O1 : [-0.74077258  9.50805069  1.0148489 ] : 75
O1 : [2.61222742 9.50805069 1.0148489 ] : 75
!!!atention to nb coordination!!!
         [1.9394444500948247, 1.8986934394417767, 1.9921077906956735, 1.937962654396298, 2.638574042725554]
         [1.9394444500948256, 1.8986934394417765, 1.9921077906956766, 1.9379626543962982, 2.6385740427255535]

ce_symbol  = SY:4
ce_fraction=  0.0034746406222024018
species:coords:index
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [ 0.47642986  8.88016693 -1.0148489 ] : 74
O1 : [-0.74077258  9.50805069  1.0148489 ] : 75
!!!atention to nb coordination!!!
         [1.9394444500948247, 1.8986934394417767, 1.9921077906956735, 1.937962654396298]
         [1.9394444500948256, 1.8986934394417765, 1.9921077906956766, 1.9379626543962982]

ce_symbol  = SS:4
ce_fraction=  3.0677861668552134e-05
species:coords:index
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [ 0.47642986  8.88016693 -1.0148489 ] : 74
O1 : [-0.74077258  9.50805069  1.0148489 ] : 75
!!!atention to nb coordination!!!
         [1.9394444500948247, 1.8986934394417767, 1.9921077906956735, 1.937962654396298]
         [1.9394444500948256, 1.8986934394417765, 1.9921077906956766, 1.9379626543962982]


**isite= 16
Cu1 : [-0.09677043 11.12253488  7.28679797]

ce_symbol  = O:6
ce_fraction=  0.9974369925359049
species:coords:index
O1 : [ 1.1654599  10.47276996  5.96292301] : 94
O1 : [-0.31277518 13.00019182  6.72908821] : 108
O1 : [-1.31231041 11.69516557  8.65090118] : 68
O1 : [0.21967897 9.17678692 7.57022424] : 78
O1 : [-2.1875401  10.47276996  5.96292301] : 94
O1 : [ 2.04068959 11.69516557  8.65090118] : 68
!!!atention to nb coordination!!!
         [1.9411503733516067, 1.9706074690225286, 1.9147378174327503, 1.9915837488403043, 2.558545915323438, 2.5995035669640267]
         [1.9411503733516067, 1.9706074690225288, 1.9147378174327485, 1.9915837488403043, 2.5585459153234384, 2.5995035669640254]

ce_symbol  = S:4
ce_fraction=  0.002476724863662623
species:coords:index
O1 : [ 1.1654599  10.47276996  5.96292301] : 94
O1 : [-0.31277518 13.00019182  6.72908821] : 108
O1 : [-1.31231041 11.69516557  8.65090118] : 68
O1 : [0.21967897 9.17678692 7.57022424] : 78
!!!atention to nb coordination!!!
         [1.9411503733516067, 1.9706074690225286, 1.9147378174327503, 1.9915837488403043]
         [1.9411503733516067, 1.9706074690225288, 1.9147378174327485, 1.9915837488403043]

ce_symbol  = SY:4
ce_fraction=  8.628260043254083e-05
species:coords:index
O1 : [ 1.1654599  10.47276996  5.96292301] : 94
O1 : [-0.31277518 13.00019182  6.72908821] : 108
O1 : [-1.31231041 11.69516557  8.65090118] : 68
O1 : [0.21967897 9.17678692 7.57022424] : 78
!!!atention to nb coordination!!!
         [1.9411503733516067, 1.9706074690225286, 1.9147378174327503, 1.9915837488403043]
         [1.9411503733516067, 1.9706074690225288, 1.9147378174327485, 1.9915837488403043]


**isite= 17
Cu1 : [ 3.08533458  5.13629114 10.99876783]

ce_symbol  = O:6
ce_fraction=  0.9974369925359049
species:coords:index
O1 : [4.30087456 4.56366045 9.63466462] : 69
O1 : [ 1.82310425  5.78605606 12.32264279] : 95
O1 : [ 3.30133932  3.2586342  11.55647759] : 109
O1 : [ 5.17610425  5.78605606 12.32264279] : 95
O1 : [0.94787456 4.56366045 9.63466462] : 69
O1 : [ 2.76888517  7.0820391  10.71534156] : 79
!!!atention to nb coordination!!!
         [1.91473781743275, 1.9411503733516056, 1.9706074690225295, 2.558545915323438, 2.5995035669640267, 1.9915837488403034]
         [1.91473781743275, 1.9411503733516056, 1.9706074690225295, 2.558545915323437, 2.599503566964027, 1.9915837488403034]

ce_symbol  = S:4
ce_fraction=  0.0024767248636626223
species:coords:index
O1 : [4.30087456 4.56366045 9.63466462] : 69
O1 : [ 1.82310425  5.78605606 12.32264279] : 95
O1 : [ 3.30133932  3.2586342  11.55647759] : 109
O1 : [ 2.76888517  7.0820391  10.71534156] : 79

ce_symbol  = SY:4
ce_fraction=  8.628260043253946e-05
species:coords:index
O1 : [4.30087456 4.56366045 9.63466462] : 69
O1 : [ 1.82310425  5.78605606 12.32264279] : 95
O1 : [ 3.30133932  3.2586342  11.55647759] : 109
O1 : [ 2.76888517  7.0820391  10.71534156] : 79


**isite= 18
Cu1 : [ 2.02648658 10.78599454 16.47236909]

ce_symbol  = S:4
ce_fraction=  0.9978291144471276
species:coords:index
O1 : [ 2.79764879 11.72079065 14.99964963] : 76
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.4716099  12.48694989 17.3420306 ] : 56
!!!atention to nb coordination!!!
         [1.9072067458630813, 2.0125516187931916, 1.9353121876338177, 1.9893336458679374]
         [1.907206745863081, 2.0125516187931884, 1.9353121876338177, 1.9893336458679374]

ce_symbol  = SY:4
ce_fraction=  0.002149059278240045
species:coords:index
O1 : [ 2.79764879 11.72079065 14.99964963] : 76
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.4716099  12.48694989 17.3420306 ] : 56
!!!atention to nb coordination!!!
         [1.9072067458630813, 2.0125516187931916, 1.9353121876338177, 1.9893336458679374]
         [1.907206745863081, 2.0125516187931884, 1.9353121876338177, 1.9893336458679374]

ce_symbol  = SS:4
ce_fraction=  2.18262746323536e-05
species:coords:index
O1 : [ 2.79764879 11.72079065 14.99964963] : 76
O1 : [ 1.47635759  9.76530974 18.11733859] : 88
O1 : [ 2.54270823  9.05098576 15.78775751] : 58
O1 : [ 1.4716099  12.48694989 17.3420306 ] : 56
!!!atention to nb coordination!!!
         [1.9072067458630813, 2.0125516187931916, 1.9353121876338177, 1.9893336458679374]
         [1.907206745863081, 2.0125516187931884, 1.9353121876338177, 1.9893336458679374]


**isite= 19
Cu1 : [0.96207757 5.47283148 1.8131967 ]

ce_symbol  = S:4
ce_fraction=  0.9978291144471276
species:coords:index
O1 : [0.19091535 4.53803536 3.28591617] : 77
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [1.51695425 3.77187613 0.9435352 ] : 57
!!!atention to nb coordination!!!
         [1.9072067458630824, 2.012551618793188, 1.9353121876338157, 1.9893336458679367]
         [1.9072067458630821, 2.0125516187931876, 1.9353121876338164, 1.9893336458679367]

ce_symbol  = SY:4
ce_fraction=  0.0021490592782400135
species:coords:index
O1 : [0.19091535 4.53803536 3.28591617] : 77
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [1.51695425 3.77187613 0.9435352 ] : 57
!!!atention to nb coordination!!!
         [1.9072067458630824, 2.012551618793188, 1.9353121876338157, 1.9893336458679367]
         [1.9072067458630821, 2.0125516187931876, 1.9353121876338164, 1.9893336458679367]

ce_symbol  = SS:4
ce_fraction=  2.182627463235293e-05
species:coords:index
O1 : [0.19091535 4.53803536 3.28591617] : 77
O1 : [1.51220655 6.49351628 0.16822721] : 89
O1 : [0.44585592 7.20784025 2.49780829] : 59
O1 : [1.51695425 3.77187613 0.9435352 ] : 57
!!!atention to nb coordination!!!
         [1.9072067458630824, 2.012551618793188, 1.9353121876338157, 1.9893336458679367]
         [1.9072067458630821, 2.0125516187931876, 1.9353121876338164, 1.9893336458679367]


**isite= 20
Cu1 : [ 1.64720464  9.86601218 11.88543491]

ce_symbol  = S:4
ce_fraction=  0.9139693632713909
species:coords:index
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 2.4076303   9.6840383  10.05157552] : 100
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
!!!atention to nb coordination!!!
         [1.8814268672359908, 1.9476174919699951, 1.993590214162702, 1.9356566130786301]
         [1.8814268672359924, 1.947617491969995, 1.993590214162702, 1.9356566130786288]

ce_symbol  = SY:4
ce_fraction=  0.08195094958642567
species:coords:index
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 2.4076303   9.6840383  10.05157552] : 100
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
!!!atention to nb coordination!!!
         [1.8814268672359908, 1.9476174919699951, 1.993590214162702, 1.9356566130786301]
         [1.8814268672359924, 1.947617491969995, 1.993590214162702, 1.9356566130786288]

ce_symbol  = SS:4
ce_fraction=  0.004079687142183354
species:coords:index
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
O1 : [ 2.4076303   9.6840383  10.05157552] : 100
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
!!!atention to nb coordination!!!
         [1.8814268672359908, 1.9476174919699951, 1.993590214162702, 1.9356566130786301]
         [1.8814268672359924, 1.947617491969995, 1.993590214162702, 1.9356566130786288]


**isite= 21
Cu1 : [1.3413595  6.39281384 6.40013089]

ce_symbol  = S:4
ce_fraction=  0.9139693632713911
species:coords:index
O1 : [1.28910209 8.10535896 5.62281148] : 85
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [0.58093385 6.57478772 8.23399028] : 101
O1 : [1.3254054  4.66571566 7.27399807] : 53
!!!atention to nb coordination!!!
         [1.8814268672359928, 1.947617491969995, 1.9935902141627024, 1.9356566130786268]
         [1.8814268672359928, 1.9476174919699951, 1.9935902141627024, 1.9356566130786272]

ce_symbol  = SY:4
ce_fraction=  0.08195094958642538
species:coords:index
O1 : [1.28910209 8.10535896 5.62281148] : 85
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [0.58093385 6.57478772 8.23399028] : 101
O1 : [1.3254054  4.66571566 7.27399807] : 53
!!!atention to nb coordination!!!
         [1.8814268672359928, 1.947617491969995, 1.9935902141627024, 1.9356566130786268]
         [1.8814268672359928, 1.9476174919699951, 1.9935902141627024, 1.9356566130786272]

ce_symbol  = SS:4
ce_fraction=  0.004079687142183338
species:coords:index
O1 : [1.28910209 8.10535896 5.62281148] : 85
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [0.58093385 6.57478772 8.23399028] : 101
O1 : [1.3254054  4.66571566 7.27399807] : 53
!!!atention to nb coordination!!!
         [1.8814268672359928, 1.947617491969995, 1.9935902141627024, 1.9356566130786268]
         [1.8814268672359928, 1.9476174919699951, 1.9935902141627024, 1.9356566130786272]


**isite= 22
Cu1 : [ 0.2519568  16.7299022   7.87522748]

ce_symbol  = S:5
ce_fraction=  0.9464668449429526
species:coords:index
O1 : [-0.90545791 18.21030624  8.52290222] : 83
O1 : [-1.72886306 15.48652296  7.32702622] : 80
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
!!!atention to nb coordination!!!
         [1.9876336493867848, 2.402116539389956, 1.9340375480080725, 1.9311641207319965, 1.910228215703376]
         [1.9876336493867814, 2.402116539389956, 1.934037548008072, 1.9311641207319965, 1.9102282157033765]

ce_symbol  = S:4
ce_fraction=  0.03463938236568732
species:coords:index
O1 : [-0.90545791 18.21030624  8.52290222] : 83
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
!!!atention to nb coordination!!!
         [1.9876336493867848, 1.9340375480080725, 1.9311641207319965, 1.910228215703376]
         [1.9876336493867814, 1.934037548008072, 1.9311641207319965, 1.9102282157033765]

ce_symbol  = T:5
ce_fraction=  0.01702489638182659
species:coords:index
O1 : [-0.90545791 18.21030624  8.52290222] : 83
O1 : [-1.72886306 15.48652296  7.32702622] : 80
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
!!!atention to nb coordination!!!
         [1.9876336493867848, 2.402116539389956, 1.9340375480080725, 1.9311641207319965, 1.910228215703376]
         [1.9876336493867814, 2.402116539389956, 1.934037548008072, 1.9311641207319965, 1.9102282157033765]

ce_symbol  = SY:4
ce_fraction=  0.0018646205502501761
species:coords:index
O1 : [-0.90545791 18.21030624  8.52290222] : 83
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
!!!atention to nb coordination!!!
         [1.9876336493867848, 1.9340375480080725, 1.9311641207319965, 1.910228215703376]
         [1.9876336493867814, 1.934037548008072, 1.9311641207319965, 1.9102282157033765]

ce_symbol  = SS:4
ce_fraction=  4.255759283293658e-06
species:coords:index
O1 : [-0.90545791 18.21030624  8.52290222] : 83
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
!!!atention to nb coordination!!!
         [1.9876336493867848, 1.9340375480080725, 1.9311641207319965, 1.910228215703376]
         [1.9876336493867814, 1.934037548008072, 1.9311641207319965, 1.9102282157033765]


**isite= 23
Cu1 : [ 2.73660734 -0.47107618 10.41033832]

ce_symbol  = S:5
ce_fraction=  0.946466844942953
species:coords:index
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
O1 : [ 3.89402206 -1.95148022  9.76266358] : 82
O1 : [ 4.7174272   0.77230305 10.95853958] : 81
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
!!!atention to nb coordination!!!
         [1.93403754800807, 1.9876336493867808, 2.4021165393899566, 1.9311641207319972, 1.9102282157033765]
         [1.9340375480080698, 1.9876336493867837, 2.4021165393899553, 1.9311641207319967, 1.9102282157033765]

ce_symbol  = S:4
ce_fraction=  0.034639382365686956
species:coords:index
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
O1 : [ 3.89402206 -1.95148022  9.76266358] : 82
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
!!!atention to nb coordination!!!
         [1.93403754800807, 1.9876336493867808, 1.9311641207319972, 1.9102282157033765]
         [1.9340375480080698, 1.9876336493867837, 1.9311641207319967, 1.9102282157033765]

ce_symbol  = T:5
ce_fraction=  0.01702489638182662
species:coords:index
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
O1 : [ 3.89402206 -1.95148022  9.76266358] : 82
O1 : [ 4.7174272   0.77230305 10.95853958] : 81
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
!!!atention to nb coordination!!!
         [1.93403754800807, 1.9876336493867808, 2.4021165393899566, 1.9311641207319972, 1.9102282157033765]
         [1.9340375480080698, 1.9876336493867837, 2.4021165393899553, 1.9311641207319967, 1.9102282157033765]

ce_symbol  = SY:4
ce_fraction=  0.0018646205502501555
species:coords:index
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
O1 : [ 3.89402206 -1.95148022  9.76266358] : 82
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
!!!atention to nb coordination!!!
         [1.93403754800807, 1.9876336493867808, 1.9311641207319972, 1.9102282157033765]
         [1.9340375480080698, 1.9876336493867837, 1.9311641207319967, 1.9102282157033765]

ce_symbol  = SS:4
ce_fraction=  4.255759283293584e-06
species:coords:index
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
O1 : [ 3.89402206 -1.95148022  9.76266358] : 82
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
!!!atention to nb coordination!!!
         [1.93403754800807, 1.9876336493867808, 1.9311641207319972, 1.9102282157033765]
         [1.9340375480080698, 1.9876336493867837, 1.9311641207319967, 1.9102282157033765]


**isite= 24
Cu1 : [-0.18221793  8.12941301  9.1427829 ]

ce_symbol  = S:4
ce_fraction=  0.9999804601772934
species:coords:index
O1 : [-0.58411483  7.0820391  10.71534156] : 79
O1 : [-0.9453697   9.6840383  10.05157552] : 100
O1 : [0.21967897 9.17678692 7.57022424] : 78
O1 : [0.58093385 6.57478772 8.23399028] : 101
!!!atention to nb coordination!!!
         [1.9316971695572196, 1.9558027631871577, 1.9316971695572203, 1.9558027631871575]
         [1.9316971695572198, 1.9558027631871575, 1.9316971695572203, 1.9558027631871575]

ce_symbol  = SY:4
ce_fraction=  1.9539822706690758e-05
species:coords:index
O1 : [-0.58411483  7.0820391  10.71534156] : 79
O1 : [-0.9453697   9.6840383  10.05157552] : 100
O1 : [0.21967897 9.17678692 7.57022424] : 78
O1 : [0.58093385 6.57478772 8.23399028] : 101
!!!atention to nb coordination!!!
         [1.9316971695572196, 1.9558027631871577, 1.9316971695572203, 1.9558027631871575]
         [1.9316971695572198, 1.9558027631871575, 1.9316971695572203, 1.9558027631871575]


**isite= 25
Cu1 : [0. 0. 0.]

ce_symbol  = S:4
ce_fraction=  0.9999997579336393
species:coords:index
O1 : [ 0.47190199  0.59024587 -1.81575668] : 91
O1 : [-0.82406184  1.76822573  0.36936843] : 51
O1 : [ 0.82406184 -1.76822573 -0.36936843] : 50
O1 : [-0.47190199 -0.59024587  1.81575668] : 90
!!!atention to nb coordination!!!
