cif name= ./4030273.cif
./4030273.cif
Full Formula (K8 Ge32 O68)
         [2.3847093532365617, 1.7374983380915494, 1.75207273357948, 1.750844381808761, 1.7800333266283752]
         [2.384709353236562, 1.7374983380915494, 1.75207273357948, 1.7508443818087618, 1.7800333266283752]


**isite= 28
Ge1 : [8.94720465 8.112896   1.37945552]

ce_symbol  = T:5
ce_fraction=  0.7965869697025202
species:coords:index
O1 : [8.8449165 6.6       3.2199776] : 55
O1 : [8.5106415 9.19776   0.0374416] : 86
O1 : [10.6820919  8.23328    1.5926052] : 64
O1 : [7.9343514 8.88184   2.5634124] : 95
O1 : [8.6189466 6.6       0.561624 ] : 47
!!!atention to nb coordination!!!
         [2.3847093532365626, 1.7800333266283752, 1.75207273357948, 1.7374983380915499, 1.7508443818087627]
         [2.384709353236562, 1.7800333266283763, 1.75207273357948, 1.7374983380915499, 1.7508443818087618]

ce_symbol  = T:4
ce_fraction=  0.11435701795737656
species:coords:index
O1 : [8.5106415 9.19776   0.0374416] : 86
O1 : [10.6820919  8.23328    1.5926052] : 64
O1 : [7.9343514 8.88184   2.5634124] : 95
O1 : [8.6189466 6.6       0.561624 ] : 47
!!!atention to nb coordination!!!
         [1.7800333266283752, 1.75207273357948, 1.7374983380915499, 1.7508443818087627]
         [1.7800333266283763, 1.75207273357948, 1.7374983380915499, 1.7508443818087618]

ce_symbol  = S:5
ce_fraction=  0.08905601234010316
species:coords:index
O1 : [8.8449165 6.6       3.2199776] : 55
O1 : [8.5106415 9.19776   0.0374416] : 86
O1 : [10.6820919  8.23328    1.5926052] : 64
O1 : [7.9343514 8.88184   2.5634124] : 95
O1 : [8.6189466 6.6       0.561624 ] : 47
!!!atention to nb coordination!!!
         [2.3847093532365626, 1.7800333266283752, 1.75207273357948, 1.7374983380915499, 1.7508443818087627]
         [2.384709353236562, 1.7800333266283763, 1.75207273357948, 1.7374983380915499, 1.7508443818087618]


**isite= 29
Ge1 : [11.10929535  0.687104    8.06545552]

ce_symbol  = T:5
ce_fraction=  0.796586969702523
species:coords:index
O1 : [11.2115835  2.2        9.9059776] : 54
O1 : [12.1221486 -0.08184    9.2494124] : 94
O1 : [11.5458585 -0.39776    6.7234416] : 87
O1 : [11.4375534  2.2        7.247624 ] : 46
O1 : [9.3744081 0.56672   8.2786052] : 65
!!!atention to nb coordination!!!
         [2.384709353236562, 1.7374983380915505, 1.7800333266283759, 1.7508443818087616, 1.7520727335794781]
         [2.384709353236562, 1.7374983380915503, 1.7800333266283754, 1.7508443818087618, 1.7520727335794781]

ce_symbol  = T:4
ce_fraction=  0.11435701795737388
species:coords:index
O1 : [12.1221486 -0.08184    9.2494124] : 94
O1 : [11.5458585 -0.39776    6.7234416] : 87
O1 : [11.4375534  2.2        7.247624 ] : 46
O1 : [9.3744081 0.56672   8.2786052] : 65
!!!atention to nb coordination!!!
         [1.7374983380915505, 1.7800333266283759, 1.7508443818087616, 1.7520727335794781]
         [1.7374983380915503, 1.7800333266283754, 1.7508443818087618, 1.7520727335794781]

ce_symbol  = S:5
ce_fraction=  0.08905601234010313
species:coords:index
O1 : [11.2115835  2.2        9.9059776] : 54
O1 : [12.1221486 -0.08184    9.2494124] : 94
O1 : [11.5458585 -0.39776    6.7234416] : 87
O1 : [11.4375534  2.2        7.247624 ] : 46
O1 : [9.3744081 0.56672   8.2786052] : 65
!!!atention to nb coordination!!!
         [2.384709353236562, 1.7374983380915505, 1.7800333266283759, 1.7508443818087616, 1.7520727335794781]
         [2.384709353236562, 1.7374983380915503, 1.7800333266283754, 1.7508443818087618, 1.7520727335794781]


**isite= 30
Ge1 : [2.26170465 5.087104   5.30654448]

ce_symbol  = T:5
ce_fraction=  0.7965869697025181
species:coords:index
O1 : [1.2488514 4.31816   4.1225876] : 93
O1 : [3.9965919 4.96672   5.0933948] : 66
O1 : [2.1594165 6.6       3.4660224] : 53
O1 : [1.8251415 4.00224   6.6485584] : 84
O1 : [1.9334466 6.6       6.124376 ] : 45
!!!atention to nb coordination!!!
         [1.7374983380915503, 1.7520727335794783, 2.3847093532365644, 1.7800333266283739, 1.7508443818087598]
         [1.7374983380915503, 1.7520727335794783, 2.384709353236565, 1.7800333266283739, 1.7508443818087605]

ce_symbol  = T:4
ce_fraction=  0.11435701795737971
species:coords:index
O1 : [1.2488514 4.31816   4.1225876] : 93
O1 : [3.9965919 4.96672   5.0933948] : 66
O1 : [1.8251415 4.00224   6.6485584] : 84
O1 : [1.9334466 6.6       6.124376 ] : 45
!!!atention to nb coordination!!!
         [1.7374983380915503, 1.7520727335794783, 1.7800333266283739, 1.7508443818087598]
         [1.7374983380915503, 1.7520727335794783, 1.7800333266283739, 1.7508443818087605]

ce_symbol  = S:5
ce_fraction=  0.08905601234010224
species:coords:index
O1 : [1.2488514 4.31816   4.1225876] : 93
O1 : [3.9965919 4.96672   5.0933948] : 66
O1 : [2.1594165 6.6       3.4660224] : 53
O1 : [1.8251415 4.00224   6.6485584] : 84
O1 : [1.9334466 6.6       6.124376 ] : 45
!!!atention to nb coordination!!!
         [1.7374983380915503, 1.7520727335794783, 2.3847093532365644, 1.7800333266283739, 1.7508443818087598]
         [1.7374983380915503, 1.7520727335794783, 2.384709353236565, 1.7800333266283739, 1.7508443818087605]


**isite= 31
Ge1 : [ 4.42379535  3.712896   11.99254448]

ce_symbol  = T:5
ce_fraction=  0.7965869697025226
species:coords:index
O1 : [ 4.8603585  4.79776   13.3345584] : 85
O1 : [ 2.6889081  3.83328   11.7793948] : 67
O1 : [ 5.4366486  4.48184   10.8085876] : 92
O1 : [ 4.5260835  2.2       10.1520224] : 52
O1 : [ 4.7520534  2.2       12.810376 ] : 44
!!!atention to nb coordination!!!
         [1.7800333266283774, 1.7520727335794783, 1.737498338091548, 2.3847093532365626, 1.7508443818087625]
         [1.780033326628376, 1.7520727335794783, 1.7374983380915496, 2.384709353236562, 1.750844381808762]

ce_symbol  = T:4
ce_fraction=  0.11435701795737527
species:coords:index
O1 : [ 4.8603585  4.79776   13.3345584] : 85
O1 : [ 2.6889081  3.83328   11.7793948] : 67
O1 : [ 5.4366486  4.48184   10.8085876] : 92
O1 : [ 4.7520534  2.2       12.810376 ] : 44
!!!atention to nb coordination!!!
         [1.7800333266283774, 1.7520727335794783, 1.737498338091548, 1.7508443818087625]
         [1.780033326628376, 1.7520727335794783, 1.7374983380915496, 1.750844381808762]

ce_symbol  = S:5
ce_fraction=  0.0890560123401023
species:coords:index
O1 : [ 4.8603585  4.79776   13.3345584] : 85
O1 : [ 2.6889081  3.83328   11.7793948] : 67
O1 : [ 5.4366486  4.48184   10.8085876] : 92
O1 : [ 4.5260835  2.2       10.1520224] : 52
O1 : [ 4.7520534  2.2       12.810376 ] : 44
!!!atention to nb coordination!!!
         [1.7800333266283774, 1.7520727335794783, 1.737498338091548, 2.3847093532365626, 1.7508443818087625]
         [1.780033326628376, 1.7520727335794783, 1.7374983380915496, 2.384709353236562, 1.750844381808762]


**isite= 32
Ge1 : [ 1.68086841  8.176784   11.02641748]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 2.6889081  9.36672   11.7793948] : 60
O1 : [ 2.2302828  6.6       11.526664 ] : 59
O1 : [ 0.0414501  8.38816   11.5106176] : 78
O1 : [1.818456  8.25264   9.2815052] : 75
!!!atention to nb coordination!!!
         [1.7317813213987716, 1.7430864968116733, 1.7224465056271785, 1.7519712733240815]
         [1.7317813213987716, 1.7430864968116726, 1.7224465056271785, 1.7519712733240815]


**isite= 33
Ge1 : [5.00463159 0.623216   4.34041748]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [6.6440499 0.41184   4.8246176] : 79
O1 : [4.4552172 2.2       4.840664 ] : 58
O1 : [4.867044  0.54736   2.5955052] : 74
O1 : [ 3.9965919 -0.56672    5.0933948] : 61
!!!atention to nb coordination!!!
         [1.7224465056271767, 1.7430864968116726, 1.7519712733240824, 1.7317813213987738]
         [1.7224465056271767, 1.743086496811673, 1.7519712733240824, 1.7317813213987732]


**isite= 34
Ge1 : [8.36636841 5.023216   9.03158252]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 8.503956   4.94736   10.7764948] : 73
O1 : [6.7269501 4.81184   8.5473824] : 76
O1 : [9.3744081 3.83328   8.2786052] : 62
O1 : [8.9157828 6.6       8.531336 ] : 57
!!!atention to nb coordination!!!
         [1.7519712733240818, 1.722446505627177, 1.7317813213987727, 1.7430864968116717]
         [1.7519712733240815, 1.722446505627177, 1.7317813213987727, 1.7430864968116726]


**isite= 35
Ge1 : [11.69013159  3.776784    2.34558252]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [11.552544   3.85264    4.0904948] : 72
O1 : [11.1407172  2.2        1.845336 ] : 56
O1 : [13.3295499  3.98816    1.8613824] : 77
O1 : [10.6820919  4.96672    1.5926052] : 63
!!!atention to nb coordination!!!
         [1.7519712733240833, 1.743086496811673, 1.722446505627177, 1.7317813213987707]
         [1.7519712733240824, 1.7430864968116728, 1.7224465056271772, 1.7317813213987714]


**isite= 36
Ge1 : [11.69013159  0.623216    2.34558252]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [11.1407172  2.2        1.845336 ] : 56
O1 : [13.3295499  0.41184    1.8613824] : 82
O1 : [11.552544   0.54736    4.0904948] : 71
O1 : [10.6820919 -0.56672    1.5926052] : 64
!!!atention to nb coordination!!!
         [1.7430864968116722, 1.722446505627177, 1.7519712733240833, 1.7317813213987718]
         [1.7430864968116728, 1.7224465056271772, 1.7519712733240824, 1.7317813213987716]


**isite= 37
Ge1 : [8.36636841 8.176784   9.03158252]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [6.7269501 8.38816   8.5473824] : 83
O1 : [9.3744081 9.36672   8.2786052] : 65
O1 : [ 8.503956   8.25264   10.7764948] : 70
O1 : [8.9157828 6.6       8.531336 ] : 57
!!!atention to nb coordination!!!
         [1.722446505627177, 1.731781321398772, 1.7519712733240815, 1.7430864968116733]
         [1.722446505627177, 1.731781321398772, 1.7519712733240815, 1.7430864968116726]


**isite= 38
Ge1 : [5.00463159 3.776784   4.34041748]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [4.867044  3.85264   2.5955052] : 69
O1 : [3.9965919 4.96672   5.0933948] : 66
O1 : [6.6440499 3.98816   4.8246176] : 80
O1 : [4.4552172 2.2       4.840664 ] : 58
!!!atention to nb coordination!!!
         [1.7519712733240824, 1.7317813213987727, 1.7224465056271767, 1.7430864968116733]
         [1.7519712733240824, 1.731781321398773, 1.722446505627177, 1.743086496811673]


**isite= 39
Ge1 : [ 1.68086841  5.023216   11.02641748]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 2.2302828  6.6       11.526664 ] : 59
O1 : [ 0.0414501  4.81184   11.5106176] : 81
O1 : [1.818456  4.94736   9.2815052] : 68
O1 : [ 2.6889081  3.83328   11.7793948] : 67
!!!atention to nb coordination!!!
         [1.7430864968116717, 1.7224465056271783, 1.7519712733240818, 1.7317813213987723]
         [1.7430864968116726, 1.7224465056271783, 1.7519712733240815, 1.7317813213987723]


**isite= 40
O1 : [6.5063286 2.2       8.718544 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [5.5382682  3.599552   9.25382516] : 15
Ge1 : [5.5382682  0.800448   9.25382516] : 8
!!!atention to nb coordination!!!
         [1.7839317977442697, 1.7839317977442704]
         [1.7839317977442695, 1.7839317977442697]


**isite= 41
O1 : [0.1791714 6.6       2.032544 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [1.1472318  5.200448   2.56782516] : 14
Ge1 : [1.1472318  7.999552   2.56782516] : 9
!!!atention to nb coordination!!!
         [1.783931797744271, 1.7839317977442704]
         [1.7839317977442701, 1.7839317977442701]


**isite= 42
O1 : [13.1918286  2.2       11.339456 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [12.2237682   0.800448   10.80417484] : 13
Ge1 : [12.2237682   3.599552   10.80417484] : 10
!!!atention to nb coordination!!!
         [1.78393179774427, 1.783931797744269]
         [1.7839317977442697, 1.7839317977442695]


**isite= 43
O1 : [6.8646714 6.6       4.653456 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [7.8327318  5.200448   4.11817484] : 11
Ge1 : [7.8327318  7.999552   4.11817484] : 12
!!!atention to nb coordination!!!
         [1.783931797744271, 1.7839317977442704]
         [1.7839317977442704, 1.7839317977442704]


**isite= 44
O1 : [ 4.7520534  2.2       12.810376 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [ 4.42379535  0.687104   11.99254448] : 24
!!!atention to nb coordination!!!
         [1.7508443818087618, 1.750844381808762]
         [1.750844381808762, 1.750844381808762]


**isite= 45
O1 : [1.9334466 6.6       6.124376 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [2.26170465 8.112896   5.30654448] : 25
!!!atention to nb coordination!!!
         [1.75084438180876, 1.75084438180876]
         [1.7508443818087605, 1.7508443818087605]


**isite= 46
O1 : [11.4375534  2.2        7.247624 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [11.10929535  0.687104    8.06545552] : 29
Ge1 : [11.10929535  3.712896    8.06545552] : 26
!!!atention to nb coordination!!!
         [1.750844381808762, 1.7508443818087616]
         [1.7508443818087618, 1.7508443818087618]


**isite= 47
O1 : [8.6189466 6.6       0.561624 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [8.94720465 8.112896   1.37945552] : 28
!!!atention to nb coordination!!!
         [1.750844381808762, 1.750844381808762]
         [1.7508443818087618, 1.7508443818087618]


**isite= 48
O1 : [2.00565   2.2       8.7145324]

ce_symbol  = A:2
ce_fraction=  0.9999482308760295
species:coords:index
Ge1 : [2.54931486 3.771152   8.21629168] : 23
Ge1 : [2.54931486 0.628848   8.21629168] : 16
!!!atention to nb coordination!!!
         [1.7356076463789087, 1.7356076463789094]
         [1.7356076463789092, 1.7356076463789092]

ce_symbol  = L:2
ce_fraction=  5.1769123970482756e-05
species:coords:index
Ge1 : [2.54931486 3.771152   8.21629168] : 23
Ge1 : [2.54931486 0.628848   8.21629168] : 16
!!!atention to nb coordination!!!
         [1.7356076463789087, 1.7356076463789094]
         [1.7356076463789092, 1.7356076463789092]


**isite= 49
O1 : [4.67985   6.6       2.0285324]

ce_symbol  = A:2
ce_fraction=  0.9999482308760295
species:coords:index
Ge1 : [4.13618514 8.171152   1.53029168] : 17
Ge1 : [4.13618514 5.028848   1.53029168] : 22
!!!atention to nb coordination!!!
         [1.7356076463789083, 1.7356076463789099]
         [1.7356076463789083, 1.7356076463789092]

ce_symbol  = L:2
ce_fraction=  5.17691239704844e-05
species:coords:index
Ge1 : [4.13618514 8.171152   1.53029168] : 17
Ge1 : [4.13618514 5.028848   1.53029168] : 22
!!!atention to nb coordination!!!
         [1.7356076463789083, 1.7356076463789099]
         [1.7356076463789083, 1.7356076463789092]


**isite= 50
O1 : [ 8.69115    2.2       11.3434676]

ce_symbol  = A:2
ce_fraction=  0.9999482308760295
species:coords:index
Ge1 : [ 9.23481486  0.628848   11.84170832] : 21
Ge1 : [ 9.23481486  3.771152   11.84170832] : 18
!!!atention to nb coordination!!!
         [1.7356076463789096, 1.735607646378909]
         [1.7356076463789096, 1.7356076463789094]

ce_symbol  = L:2
ce_fraction=  5.176912397048061e-05
species:coords:index
Ge1 : [ 9.23481486  0.628848   11.84170832] : 21
Ge1 : [ 9.23481486  3.771152   11.84170832] : 18
!!!atention to nb coordination!!!
         [1.7356076463789096, 1.735607646378909]
         [1.7356076463789096, 1.7356076463789094]


**isite= 51
O1 : [11.36535    6.6        4.6574676]

ce_symbol  = A:2
ce_fraction=  0.9999482308760295
species:coords:index
Ge1 : [10.82168514  8.171152    5.15570832] : 20
Ge1 : [10.82168514  5.028848    5.15570832] : 19
!!!atention to nb coordination!!!
         [1.7356076463789083, 1.7356076463789096]
         [1.735607646378908, 1.735607646378909]

ce_symbol  = L:2
ce_fraction=  5.176912397048624e-05
species:coords:index
Ge1 : [10.82168514  8.171152    5.15570832] : 20
Ge1 : [10.82168514  5.028848    5.15570832] : 19
!!!atention to nb coordination!!!
         [1.7356076463789083, 1.7356076463789096]
         [1.735607646378908, 1.735607646378909]


**isite= 52
O1 : [ 4.5260835  2.2       10.1520224]

ce_symbol  = SY:4
ce_fraction=  0.9367980399113165
species:coords:index
Ge1 : [ 4.42379535  0.687104   11.99254448] : 24
Ge1 : [5.5382682  0.800448   9.25382516] : 8
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [2.384709353236562, 1.946797870751277, 2.384709353236562, 1.9467978707512763]
         [2.384709353236562, 1.9467978707512772, 2.384709353236562, 1.946797870751277]

ce_symbol  = S:4
ce_fraction=  0.0631556044533823
species:coords:index
Ge1 : [ 4.42379535  0.687104   11.99254448] : 24
Ge1 : [5.5382682  0.800448   9.25382516] : 8
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [2.384709353236562, 1.946797870751277, 2.384709353236562, 1.9467978707512763]
         [2.384709353236562, 1.9467978707512772, 2.384709353236562, 1.946797870751277]

ce_symbol  = SS:4
ce_fraction=  4.6355635301102414e-05
species:coords:index
Ge1 : [ 4.42379535  0.687104   11.99254448] : 24
Ge1 : [5.5382682  0.800448   9.25382516] : 8
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [2.384709353236562, 1.946797870751277, 2.384709353236562, 1.9467978707512763]
         [2.384709353236562, 1.9467978707512772, 2.384709353236562, 1.946797870751277]


**isite= 53
O1 : [2.1594165 6.6       3.4660224]

ce_symbol  = SY:4
ce_fraction=  0.936798039911317
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [1.1472318  7.999552   2.56782516] : 9
Ge1 : [1.1472318  5.200448   2.56782516] : 14
Ge1 : [2.26170465 8.112896   5.30654448] : 25
!!!atention to nb coordination!!!
         [2.3847093532365657, 1.946797870751276, 1.9467978707512767, 2.3847093532365657]
         [2.384709353236565, 1.9467978707512763, 1.9467978707512763, 2.384709353236565]

ce_symbol  = S:4
ce_fraction=  0.06315560445338197
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [1.1472318  7.999552   2.56782516] : 9
Ge1 : [1.1472318  5.200448   2.56782516] : 14
Ge1 : [2.26170465 8.112896   5.30654448] : 25
!!!atention to nb coordination!!!
         [2.3847093532365657, 1.946797870751276, 1.9467978707512767, 2.3847093532365657]
         [2.384709353236565, 1.9467978707512763, 1.9467978707512763, 2.384709353236565]

ce_symbol  = SS:4
ce_fraction=  4.635563530110192e-05
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [1.1472318  7.999552   2.56782516] : 9
Ge1 : [1.1472318  5.200448   2.56782516] : 14
Ge1 : [2.26170465 8.112896   5.30654448] : 25
!!!atention to nb coordination!!!
         [2.3847093532365657, 1.946797870751276, 1.9467978707512767, 2.3847093532365657]
         [2.384709353236565, 1.9467978707512763, 1.9467978707512763, 2.384709353236565]


**isite= 54
O1 : [11.2115835  2.2        9.9059776]

ce_symbol  = SY:4
ce_fraction=  0.9367980399113158
species:coords:index
Ge1 : [12.2237682   3.599552   10.80417484] : 10
Ge1 : [11.10929535  0.687104    8.06545552] : 29
Ge1 : [12.2237682   0.800448   10.80417484] : 13
Ge1 : [11.10929535  3.712896    8.06545552] : 26
!!!atention to nb coordination!!!
         [1.9467978707512763, 2.384709353236562, 1.946797870751277, 2.384709353236562]
         [1.9467978707512765, 2.384709353236562, 1.9467978707512767, 2.384709353236562]

ce_symbol  = S:4
ce_fraction=  0.06315560445338311
species:coords:index
Ge1 : [12.2237682   3.599552   10.80417484] : 10
Ge1 : [11.10929535  0.687104    8.06545552] : 29
Ge1 : [12.2237682   0.800448   10.80417484] : 13
Ge1 : [11.10929535  3.712896    8.06545552] : 26
!!!atention to nb coordination!!!
         [1.9467978707512763, 2.384709353236562, 1.946797870751277, 2.384709353236562]
         [1.9467978707512765, 2.384709353236562, 1.9467978707512767, 2.384709353236562]

ce_symbol  = SS:4
ce_fraction=  4.635563530110234e-05
species:coords:index
Ge1 : [12.2237682   3.599552   10.80417484] : 10
Ge1 : [11.10929535  0.687104    8.06545552] : 29
Ge1 : [12.2237682   0.800448   10.80417484] : 13
Ge1 : [11.10929535  3.712896    8.06545552] : 26
!!!atention to nb coordination!!!
         [1.9467978707512763, 2.384709353236562, 1.946797870751277, 2.384709353236562]
         [1.9467978707512765, 2.384709353236562, 1.9467978707512767, 2.384709353236562]


**isite= 55
O1 : [8.8449165 6.6       3.2199776]

ce_symbol  = SY:4
ce_fraction=  0.9367980399113175
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [8.94720465 8.112896   1.37945552] : 28
Ge1 : [7.8327318  5.200448   4.11817484] : 11
Ge1 : [7.8327318  7.999552   4.11817484] : 12
!!!atention to nb coordination!!!
         [2.384709353236562, 2.384709353236562, 1.9467978707512776, 1.946797870751277]
         [2.384709353236562, 2.384709353236562, 1.946797870751277, 1.946797870751277]

ce_symbol  = S:4
ce_fraction=  0.06315560445338136
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [8.94720465 8.112896   1.37945552] : 28
Ge1 : [7.8327318  5.200448   4.11817484] : 11
Ge1 : [7.8327318  7.999552   4.11817484] : 12
!!!atention to nb coordination!!!
         [2.384709353236562, 2.384709353236562, 1.9467978707512776, 1.946797870751277]
         [2.384709353236562, 2.384709353236562, 1.946797870751277, 1.946797870751277]

ce_symbol  = SS:4
ce_fraction=  4.635563530110185e-05
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [8.94720465 8.112896   1.37945552] : 28
Ge1 : [7.8327318  5.200448   4.11817484] : 11
Ge1 : [7.8327318  7.999552   4.11817484] : 12
!!!atention to nb coordination!!!
         [2.384709353236562, 2.384709353236562, 1.9467978707512776, 1.946797870751277]
         [2.384709353236562, 2.384709353236562, 1.946797870751277, 1.946797870751277]


**isite= 56
O1 : [11.1407172  2.2        1.845336 ]

ce_symbol  = A:2
ce_fraction=  0.9999567079428091
species:coords:index
Ge1 : [11.69013159  3.776784    2.34558252] : 35
Ge1 : [11.69013159  0.623216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.7430864968116722, 1.7430864968116722]
         [1.7430864968116728, 1.7430864968116728]

ce_symbol  = L:2
ce_fraction=  4.329205719090359e-05
species:coords:index
Ge1 : [11.69013159  3.776784    2.34558252] : 35
Ge1 : [11.69013159  0.623216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.7430864968116722, 1.7430864968116722]
         [1.7430864968116728, 1.7430864968116728]


**isite= 57
O1 : [8.9157828 6.6       8.531336 ]

ce_symbol  = A:2
ce_fraction=  0.9999567079428091
species:coords:index
Ge1 : [8.36636841 8.176784   9.03158252] : 37
Ge1 : [8.36636841 5.023216   9.03158252] : 34

ce_symbol  = L:2
ce_fraction=  4.329205719090136e-05
species:coords:index
Ge1 : [8.36636841 8.176784   9.03158252] : 37
Ge1 : [8.36636841 5.023216   9.03158252] : 34


**isite= 58
O1 : [4.4552172 2.2       4.840664 ]

ce_symbol  = A:2
ce_fraction=  0.9999567079428091
species:coords:index
Ge1 : [5.00463159 0.623216   4.34041748] : 33
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.7430864968116728, 1.7430864968116728]
         [1.743086496811673, 1.743086496811673]

ce_symbol  = L:2
ce_fraction=  4.329205719090166e-05
species:coords:index
Ge1 : [5.00463159 0.623216   4.34041748] : 33
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.7430864968116728, 1.7430864968116728]
         [1.743086496811673, 1.743086496811673]


**isite= 59
O1 : [ 2.2302828  6.6       11.526664 ]

ce_symbol  = A:2
ce_fraction=  0.9999567079428091
species:coords:index
Ge1 : [ 1.68086841  8.176784   11.02641748] : 32
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39

ce_symbol  = L:2
ce_fraction=  4.329205719090131e-05
species:coords:index
Ge1 : [ 1.68086841  8.176784   11.02641748] : 32
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39


**isite= 60
O1 : [ 2.6889081  0.56672   11.7793948]

ce_symbol  = A:2
ce_fraction=  0.999454752491077
species:coords:index
Ge1 : [ 4.42379535  0.687104   11.99254448] : 24
Ge1 : [ 1.68086841 -0.623216   11.02641748] : 32
!!!atention to nb coordination!!!
         [1.7520727335794783, 1.7317813213987723]
         [1.7520727335794783, 1.731781321398772]

ce_symbol  = L:2
ce_fraction=  0.0005452475089230087
species:coords:index
Ge1 : [ 4.42379535  0.687104   11.99254448] : 24
Ge1 : [ 1.68086841 -0.623216   11.02641748] : 32
!!!atention to nb coordination!!!
         [1.7520727335794783, 1.7317813213987723]
         [1.7520727335794783, 1.731781321398772]


**isite= 61
O1 : [3.9965919 8.23328   5.0933948]

ce_symbol  = A:2
ce_fraction=  0.9994547524910771
species:coords:index
Ge1 : [2.26170465 8.112896   5.30654448] : 25
Ge1 : [5.00463159 9.423216   4.34041748] : 33
!!!atention to nb coordination!!!
         [1.7520727335794786, 1.7317813213987734]
         [1.7520727335794783, 1.7317813213987738]

ce_symbol  = L:2
ce_fraction=  0.0005452475089229923
species:coords:index
Ge1 : [2.26170465 8.112896   5.30654448] : 25
Ge1 : [5.00463159 9.423216   4.34041748] : 33
!!!atention to nb coordination!!!
         [1.7520727335794786, 1.7317813213987734]
         [1.7520727335794783, 1.7317813213987738]


**isite= 62
O1 : [9.3744081 3.83328   8.2786052]

ce_symbol  = A:2
ce_fraction=  0.999454752491077
species:coords:index
Ge1 : [11.10929535  3.712896    8.06545552] : 26
Ge1 : [8.36636841 5.023216   9.03158252] : 34

ce_symbol  = L:2
ce_fraction=  0.0005452475089230197
species:coords:index
Ge1 : [11.10929535  3.712896    8.06545552] : 26
Ge1 : [8.36636841 5.023216   9.03158252] : 34


**isite= 63
O1 : [10.6820919  4.96672    1.5926052]

ce_symbol  = A:2
ce_fraction=  0.999454752491077
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [11.69013159  3.776784    2.34558252] : 35
!!!atention to nb coordination!!!
         [1.75207273357948, 1.7317813213987705]
         [1.75207273357948, 1.7317813213987714]

ce_symbol  = L:2
ce_fraction=  0.0005452475089230039
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [11.69013159  3.776784    2.34558252] : 35
!!!atention to nb coordination!!!
         [1.75207273357948, 1.7317813213987705]
         [1.75207273357948, 1.7317813213987714]


**isite= 64
O1 : [10.6820919  8.23328    1.5926052]

ce_symbol  = A:2
ce_fraction=  0.9994547524910771
species:coords:index
Ge1 : [8.94720465 8.112896   1.37945552] : 28
