cif name= ./4001027.cif
./4001027.cif
Full Formula (Rh28 Pb12 O60)
O1 : [4.46348007 1.59246234 3.320925  ] : 99
O1 : [3.45399432 0.         5.58978096] : 50
!!!atention to nb coordination!!!
         [2.3549301988397318, 2.381991568771032, 2.354930198839732, 2.3819915687710327]
         [2.3549301988397326, 2.381991568771032, 2.354930198839732, 2.3819915687710327]


**isite= 38
Pb1 : [-1.36430705  2.36304913  3.320925  ]

ce_symbol  = SS:4
ce_fraction=  1.0
species:coords:index
O1 : [-1.72699716  2.99124683  1.05206904] : 44
O1 : [-3.61085288  3.06925596  3.320925  ] : 98
O1 : [-0.85262719  4.6617183   3.320925  ] : 93
O1 : [-1.72699716  2.99124683  5.58978096] : 49
!!!atention to nb coordination!!!
         [2.381991568771032, 2.354930198839732, 2.354930198839731, 2.3819915687710327]
         [2.381991568771032, 2.354930198839732, 2.3549301988397313, 2.3819915687710327]


**isite= 39
Pb1 : [3.81254295 6.6035181  3.320925  ]

ce_symbol  = SS:4
ce_fraction=  1.0
species:coords:index
O1 : [4.32422281 4.30484892 3.320925  ] : 97
O1 : [3.44985284 5.9753204  5.58978096] : 51
O1 : [1.56599712 5.89731126 3.320925  ] : 91
O1 : [3.44985284 5.9753204  1.05206904] : 45


**isite= 40
O1 : [6.89970568 0.         7.69391904]

ce_symbol  = T:4
ce_fraction=  0.5263149503663463
species:coords:index
Rh1 : [7.73959782 1.5092526  6.64185   ] : 15
Rh1 : [ 7.73959782 -1.5092526   6.64185   ] : 8
Pb1 : [7.6250859 0.        9.962775 ] : 34
Rh1 : [5.17685 0.      6.64185] : 22
!!!atention to nb coordination!!!
         [2.022402401601145, 2.0224024016011466, 2.3819915687710336, 2.0186829763573066]
         [2.0224024016011453, 2.0224024016011457, 2.381991568771034, 2.0186829763573066]

ce_symbol  = TY:3
ce_fraction=  0.4736850496336537
species:coords:index
Rh1 : [7.73959782 1.5092526  6.64185   ] : 15
Rh1 : [ 7.73959782 -1.5092526   6.64185   ] : 8
Rh1 : [5.17685 0.      6.64185] : 22
!!!atention to nb coordination!!!
         [2.022402401601145, 2.0224024016011466, 2.0186829763573066]
         [2.0224024016011453, 2.0224024016011457, 2.0186829763573066]


**isite= 41
O1 : [-3.44985284  5.9753204   7.69391904]

ce_symbol  = T:4
ce_fraction=  0.5263149503663456
species:coords:index
Pb1 : [-3.81254295  6.6035181   9.962775  ] : 35
Rh1 : [-2.588425    4.48328361  6.64185   ] : 23
Rh1 : [-5.17685     5.94806203  6.64185   ] : 16
Rh1 : [-2.56274782  7.45731463  6.64185   ] : 9
!!!atention to nb coordination!!!
         [2.3819915687710336, 2.018682976357307, 2.0224024016011457, 2.022402401601145]
         [2.3819915687710336, 2.0186829763573066, 2.0224024016011457, 2.0224024016011457]

ce_symbol  = TY:3
ce_fraction=  0.47368504963365443
species:coords:index
Rh1 : [-2.588425    4.48328361  6.64185   ] : 23
Rh1 : [-5.17685     5.94806203  6.64185   ] : 16
Rh1 : [-2.56274782  7.45731463  6.64185   ] : 9
!!!atention to nb coordination!!!
         [2.018682976357307, 2.0224024016011457, 2.022402401601145]
         [2.0186829763573066, 2.0224024016011457, 2.0224024016011457]


**isite= 42
O1 : [1.72699716 2.99124683 7.69391904]

ce_symbol  = T:4
ce_fraction=  0.5263149503663457
species:coords:index
Rh1 : [0.         3.01850519 6.64185   ] : 10
Pb1 : [1.36430705 2.36304913 9.962775  ] : 36
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.3819915687710336, 2.018682976357306, 2.0224024016011457]
         [2.0224024016011457, 2.3819915687710336, 2.0186829763573066, 2.0224024016011453]

ce_symbol  = TY:3
ce_fraction=  0.4736850496336543
species:coords:index
Rh1 : [0.         3.01850519 6.64185   ] : 10
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.018682976357306, 2.0224024016011457]
         [2.0224024016011457, 2.0186829763573066, 2.0224024016011453]


**isite= 43
O1 : [3.45399432 0.         1.05206904]

ce_symbol  = T:4
ce_fraction=  0.5263149503663492
species:coords:index
Rh1 : [2.61410218 1.5092526  0.        ] : 11
Rh1 : [ 2.61410218 -1.5092526   0.        ] : 18
Rh1 : [5.17685 0.      0.     ] : 25
Pb1 : [2.7286141 0.        3.320925 ] : 37
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.022402401601147, 2.018682976357307, 2.381991568771032]
         [2.022402401601146, 2.022402401601146, 2.018682976357307, 2.381991568771032]

ce_symbol  = TY:3
ce_fraction=  0.47368504963365077
species:coords:index
Rh1 : [2.61410218 1.5092526  0.        ] : 11
Rh1 : [ 2.61410218 -1.5092526   0.        ] : 18
Rh1 : [5.17685 0.      0.     ] : 25
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.022402401601147, 2.018682976357307]
         [2.022402401601146, 2.022402401601146, 2.018682976357307]


**isite= 44
O1 : [-1.72699716  2.99124683  1.05206904]

ce_symbol  = T:4
ce_fraction=  0.5263149503663488
species:coords:index
Rh1 : [0.         3.01850519 0.        ] : 19
Rh1 : [-2.588425    4.48328361  0.        ] : 26
Rh1 : [-2.61410218  1.5092526   0.        ] : 12
Pb1 : [-1.36430705  2.36304913  3.320925  ] : 38
!!!atention to nb coordination!!!
         [2.022402401601146, 2.0186829763573066, 2.0224024016011466, 2.381991568771032]
         [2.022402401601146, 2.018682976357307, 2.022402401601146, 2.381991568771032]

ce_symbol  = TY:3
ce_fraction=  0.47368504963365116
species:coords:index
Rh1 : [0.         3.01850519 0.        ] : 19
Rh1 : [-2.588425    4.48328361  0.        ] : 26
Rh1 : [-2.61410218  1.5092526   0.        ] : 12
!!!atention to nb coordination!!!
         [2.022402401601146, 2.0186829763573066, 2.0224024016011466]
         [2.022402401601146, 2.018682976357307, 2.022402401601146]


**isite= 45
O1 : [3.44985284 5.9753204  1.05206904]

ce_symbol  = T:4
ce_fraction=  0.5263149503663509
species:coords:index
Rh1 : [2.56274782 7.45731463 0.        ] : 17
Rh1 : [2.588425   4.48328361 0.        ] : 27
Pb1 : [3.81254295 6.6035181  3.320925  ] : 39
Rh1 : [5.17685    5.94806203 0.        ] : 13
!!!atention to nb coordination!!!
         [2.0224024016011453, 2.0186829763573075, 2.381991568771032, 2.022402401601146]
         [2.0224024016011457, 2.018682976357307, 2.381991568771032, 2.022402401601146]

ce_symbol  = TY:3
ce_fraction=  0.47368504963364916
species:coords:index
Rh1 : [2.56274782 7.45731463 0.        ] : 17
Rh1 : [2.588425   4.48328361 0.        ] : 27
Rh1 : [5.17685    5.94806203 0.        ] : 13
!!!atention to nb coordination!!!
         [2.0224024016011453, 2.0186829763573075, 2.022402401601146]
         [2.0224024016011457, 2.018682976357307, 2.022402401601146]


**isite= 46
O1 : [-3.44985284  5.9753204  12.23163096]

ce_symbol  = T:4
ce_fraction=  0.5263149503663488
species:coords:index
Pb1 : [-3.81254295  6.6035181   9.962775  ] : 35
Rh1 : [-5.17685     5.94806203 13.2837    ] : 13
Rh1 : [-2.56274782  7.45731463 13.2837    ] : 18
Rh1 : [-2.588425    4.48328361 13.2837    ] : 26
!!!atention to nb coordination!!!
         [2.381991568771032, 2.0224024016011457, 2.022402401601145, 2.018682976357307]
         [2.381991568771032, 2.0224024016011457, 2.0224024016011457, 2.0186829763573066]

ce_symbol  = TY:3
ce_fraction=  0.4736850496336511
species:coords:index
Rh1 : [-5.17685     5.94806203 13.2837    ] : 13
Rh1 : [-2.56274782  7.45731463 13.2837    ] : 18
Rh1 : [-2.588425    4.48328361 13.2837    ] : 26
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.022402401601145, 2.018682976357307]
         [2.0224024016011457, 2.0224024016011457, 2.0186829763573066]


**isite= 47
O1 : [ 6.89970568  0.         12.23163096]

ce_symbol  = T:4
ce_fraction=  0.5263149503663525
species:coords:index
Rh1 : [ 7.73959782 -1.5092526  13.2837    ] : 17
Rh1 : [ 5.17685  0.      13.2837 ] : 25
Rh1 : [ 7.73959782  1.5092526  13.2837    ] : 12
Pb1 : [7.6250859 0.        9.962775 ] : 34
!!!atention to nb coordination!!!
         [2.0224024016011466, 2.0186829763573066, 2.022402401601145, 2.381991568771032]
         [2.0224024016011457, 2.0186829763573066, 2.0224024016011453, 2.381991568771032]

ce_symbol  = TY:3
ce_fraction=  0.4736850496336476
species:coords:index
Rh1 : [ 7.73959782 -1.5092526  13.2837    ] : 17
Rh1 : [ 5.17685  0.      13.2837 ] : 25
Rh1 : [ 7.73959782  1.5092526  13.2837    ] : 12
!!!atention to nb coordination!!!
         [2.0224024016011466, 2.0186829763573066, 2.022402401601145]
         [2.0224024016011457, 2.0186829763573066, 2.0224024016011453]


**isite= 48
O1 : [ 1.72699716  2.99124683 12.23163096]

ce_symbol  = T:4
ce_fraction=  0.526314950366347
species:coords:index
Rh1 : [ 2.61410218  1.5092526  13.2837    ] : 11
Pb1 : [1.36430705 2.36304913 9.962775  ] : 36
Rh1 : [ 2.588425    4.48328361 13.2837    ] : 27
Rh1 : [ 0.          3.01850519 13.2837    ] : 19
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.381991568771032, 2.018682976357306, 2.0224024016011457]
         [2.0224024016011453, 2.381991568771032, 2.0186829763573066, 2.0224024016011457]

ce_symbol  = TY:3
ce_fraction=  0.47368504963365293
species:coords:index
Rh1 : [ 2.61410218  1.5092526  13.2837    ] : 11
Rh1 : [ 2.588425    4.48328361 13.2837    ] : 27
Rh1 : [ 0.          3.01850519 13.2837    ] : 19
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.018682976357306, 2.0224024016011457]
         [2.0224024016011453, 2.0186829763573066, 2.0224024016011457]


**isite= 49
O1 : [-1.72699716  2.99124683  5.58978096]

ce_symbol  = T:4
ce_fraction=  0.5263149503663492
species:coords:index
Rh1 : [-2.61410218  1.5092526   6.64185   ] : 15
Pb1 : [-1.36430705  2.36304913  3.320925  ] : 38
Rh1 : [0.         3.01850519 6.64185   ] : 10
Rh1 : [-2.588425    4.48328361  6.64185   ] : 23
!!!atention to nb coordination!!!
         [2.022402401601146, 2.3819915687710327, 2.0224024016011457, 2.0186829763573058]
         [2.0224024016011453, 2.3819915687710327, 2.0224024016011457, 2.0186829763573066]

ce_symbol  = TY:3
ce_fraction=  0.4736850496336508
species:coords:index
Rh1 : [-2.61410218  1.5092526   6.64185   ] : 15
Rh1 : [0.         3.01850519 6.64185   ] : 10
Rh1 : [-2.588425    4.48328361  6.64185   ] : 23
!!!atention to nb coordination!!!
         [2.022402401601146, 2.0224024016011457, 2.0186829763573058]
         [2.0224024016011453, 2.0224024016011457, 2.0186829763573066]


**isite= 50
O1 : [3.45399432 0.         5.58978096]

ce_symbol  = T:4
ce_fraction=  0.5263149503663482
species:coords:index
Rh1 : [ 2.61410218 -1.5092526   6.64185   ] : 9
Pb1 : [2.7286141 0.        3.320925 ] : 37
Rh1 : [5.17685 0.      6.64185] : 22
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
!!!atention to nb coordination!!!
         [2.022402401601146, 2.3819915687710327, 2.0186829763573066, 2.0224024016011453]
         [2.0224024016011457, 2.3819915687710327, 2.0186829763573066, 2.0224024016011457]

ce_symbol  = TY:3
ce_fraction=  0.47368504963365177
species:coords:index
Rh1 : [ 2.61410218 -1.5092526   6.64185   ] : 9
Rh1 : [5.17685 0.      6.64185] : 22
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
!!!atention to nb coordination!!!
         [2.022402401601146, 2.0186829763573066, 2.0224024016011453]
         [2.0224024016011457, 2.0186829763573066, 2.0224024016011457]


**isite= 51
O1 : [3.44985284 5.9753204  5.58978096]

ce_symbol  = T:4
ce_fraction=  0.52631495036635
species:coords:index
Rh1 : [5.17685    5.94806203 6.64185   ] : 16
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Rh1 : [2.56274782 7.45731463 6.64185   ] : 8
Pb1 : [3.81254295 6.6035181  3.320925  ] : 39
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.018682976357307, 2.0224024016011444, 2.3819915687710327]
         [2.0224024016011457, 2.0186829763573066, 2.0224024016011453, 2.3819915687710327]

ce_symbol  = TY:3
ce_fraction=  0.47368504963365
species:coords:index
Rh1 : [5.17685    5.94806203 6.64185   ] : 16
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Rh1 : [2.56274782 7.45731463 6.64185   ] : 8
!!!atention to nb coordination!!!
         [2.0224024016011457, 2.018682976357307, 2.0224024016011444]
         [2.0224024016011457, 2.0186829763573066, 2.0224024016011453]


**isite= 52
O1 : [4.30144467 7.45032071 7.66203816]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [5.17685    8.96656722 6.64185   ] : 20
Rh1 : [2.56274782 7.45731463 6.64185   ] : 8
Rh1 : [5.17685    5.94806203 6.64185   ] : 16
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.0159115808136456, 2.0159115808136465]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311057e-06
species:coords:index
Rh1 : [5.17685    8.96656722 6.64185   ] : 20
Rh1 : [2.56274782 7.45731463 6.64185   ] : 8
Rh1 : [5.17685    5.94806203 6.64185   ] : 16
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.0159115808136456, 2.0159115808136465]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]


**isite= 53
O1 : [1.75081067 0.         7.66203816]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [0.      0.      6.64185] : 20
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
Rh1 : [ 2.61410218 -1.5092526   6.64185   ] : 9
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.015911580813646, 2.015911580813647]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311241e-06
species:coords:index
Rh1 : [0.      0.      6.64185] : 20
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
Rh1 : [ 2.61410218 -1.5092526   6.64185   ] : 9
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.015911580813646, 2.015911580813647]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]


**isite= 54
O1 : [-0.87540534  1.51624652  7.66203816]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [0.         3.01850519 6.64185   ] : 10
Rh1 : [0.      0.      6.64185] : 20
Rh1 : [-2.61410218  1.5092526   6.64185   ] : 15
!!!atention to nb coordination!!!
         [2.0159115808136456, 2.0263568007609214, 2.0159115808136465]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311226e-06
species:coords:index
Rh1 : [0.         3.01850519 6.64185   ] : 10
Rh1 : [0.      0.      6.64185] : 20
Rh1 : [-2.61410218  1.5092526   6.64185   ] : 15
!!!atention to nb coordination!!!
         [2.0159115808136456, 2.0263568007609214, 2.0159115808136465]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]


**isite= 55
O1 : [0.87540534 1.51624652 1.02018816]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [0.         3.01850519 0.        ] : 19
Rh1 : [0. 0. 0.] : 21
Rh1 : [2.61410218 1.5092526  0.        ] : 11
!!!atention to nb coordination!!!
         [2.0159115808136456, 2.026356800760921, 2.015911580813646]
         [2.015911580813646, 2.026356800760921, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311829e-06
species:coords:index
Rh1 : [0.         3.01850519 0.        ] : 19
Rh1 : [0. 0. 0.] : 21
Rh1 : [2.61410218 1.5092526  0.        ] : 11
!!!atention to nb coordination!!!
         [2.0159115808136456, 2.026356800760921, 2.015911580813646]
         [2.015911580813646, 2.026356800760921, 2.015911580813646]


**isite= 56
O1 : [8.60288933 0.         1.02018816]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [ 7.73959782 -1.5092526   0.        ] : 17
Rh1 : [10.3537  0.      0.    ] : 21
Rh1 : [7.73959782 1.5092526  0.        ] : 12
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.026356800760921, 2.015911580813646]
         [2.015911580813646, 2.026356800760921, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311327e-06
species:coords:index
Rh1 : [ 7.73959782 -1.5092526   0.        ] : 17
Rh1 : [10.3537  0.      0.    ] : 21
Rh1 : [7.73959782 1.5092526  0.        ] : 12
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.026356800760921, 2.015911580813646]
         [2.015911580813646, 2.026356800760921, 2.015911580813646]


**isite= 57
O1 : [-4.30144467  7.45032071  1.02018816]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [-5.17685     5.94806203  0.        ] : 13
Rh1 : [-5.17685     8.96656722  0.        ] : 21
Rh1 : [-2.56274782  7.45731463  0.        ] : 18
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.0263568007609214, 2.015911580813646]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311327e-06
species:coords:index
Rh1 : [-5.17685     5.94806203  0.        ] : 13
Rh1 : [-5.17685     8.96656722  0.        ] : 21
Rh1 : [-2.56274782  7.45731463  0.        ] : 18
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.0263568007609214, 2.015911580813646]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]


**isite= 58
O1 : [ 4.30144467  7.45032071 12.26351184]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [ 5.17685     5.94806203 13.2837    ] : 13
Rh1 : [ 5.17685     8.96656722 13.2837    ] : 21
Rh1 : [ 2.56274782  7.45731463 13.2837    ] : 17
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.0263568007609214, 2.0159115808136456]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311079e-06
species:coords:index
Rh1 : [ 5.17685     5.94806203 13.2837    ] : 13
Rh1 : [ 5.17685     8.96656722 13.2837    ] : 21
Rh1 : [ 2.56274782  7.45731463 13.2837    ] : 17
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.0263568007609214, 2.0159115808136456]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]


**isite= 59
O1 : [-0.87540534  1.51624652 12.26351184]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [ 0.          3.01850519 13.2837    ] : 19
Rh1 : [ 0.      0.     13.2837] : 21
Rh1 : [-2.61410218  1.5092526  13.2837    ] : 12
!!!atention to nb coordination!!!
         [2.0159115808136456, 2.0263568007609214, 2.0159115808136465]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311031e-06
species:coords:index
Rh1 : [ 0.          3.01850519 13.2837    ] : 19
Rh1 : [ 0.      0.     13.2837] : 21
Rh1 : [-2.61410218  1.5092526  13.2837    ] : 12
!!!atention to nb coordination!!!
         [2.0159115808136456, 2.0263568007609214, 2.0159115808136465]
         [2.015911580813646, 2.0263568007609214, 2.015911580813646]


**isite= 60
O1 : [ 1.75081067  0.         12.26351184]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [ 0.      0.     13.2837] : 21
Rh1 : [ 2.61410218  1.5092526  13.2837    ] : 11
Rh1 : [ 2.61410218 -1.5092526  13.2837    ] : 18
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.015911580813646, 2.015911580813647]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.884848690311052e-06
species:coords:index
Rh1 : [ 0.      0.     13.2837] : 21
Rh1 : [ 2.61410218  1.5092526  13.2837    ] : 11
Rh1 : [ 2.61410218 -1.5092526  13.2837    ] : 18
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.015911580813646, 2.015911580813647]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]


**isite= 61
O1 : [0.87540534 1.51624652 5.62166184]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [0.      0.      6.64185] : 20
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
Rh1 : [0.         3.01850519 6.64185   ] : 10
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.015911580813646, 2.0159115808136456]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.8848486903110646e-06
species:coords:index
Rh1 : [0.      0.      6.64185] : 20
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
Rh1 : [0.         3.01850519 6.64185   ] : 10
!!!atention to nb coordination!!!
         [2.0263568007609214, 2.015911580813646, 2.0159115808136456]
         [2.0263568007609214, 2.015911580813646, 2.015911580813646]


**isite= 62
O1 : [-4.30144467  7.45032071  5.62166184]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [-2.56274782  7.45731463  6.64185   ] : 9
Rh1 : [-5.17685     8.96656722  6.64185   ] : 20
Rh1 : [-5.17685     5.94806203  6.64185   ] : 16
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.0263568007609214, 2.0159115808136465]
         [2.0159115808136465, 2.0263568007609214, 2.015911580813646]

ce_symbol  = TL:3
ce_fraction=  5.88484869031135e-06
species:coords:index
Rh1 : [-2.56274782  7.45731463  6.64185   ] : 9
Rh1 : [-5.17685     8.96656722  6.64185   ] : 20
Rh1 : [-5.17685     5.94806203  6.64185   ] : 16
!!!atention to nb coordination!!!
         [2.0159115808136465, 2.0263568007609214, 2.0159115808136465]
         [2.0159115808136465, 2.0263568007609214, 2.015911580813646]


**isite= 63
O1 : [8.60288933 0.         5.62166184]

ce_symbol  = TY:3
ce_fraction=  0.9999941151513098
species:coords:index
Rh1 : [7.73959782 1.5092526  6.64185   ] : 15
Rh1 : [ 7.73959782 -1.5092526   6.64185   ] : 8
Rh1 : [10.3537   0.       6.64185] : 20
!!!atention to nb coordination!!!
         [2.015911580813646, 2.0159115808136465, 2.026356800760921]
         [2.015911580813646, 2.015911580813646, 2.026356800760921]

ce_symbol  = TL:3
ce_fraction=  5.884848690311339e-06
species:coords:index
Rh1 : [7.73959782 1.5092526  6.64185   ] : 15
Rh1 : [ 7.73959782 -1.5092526   6.64185   ] : 8
Rh1 : [10.3537   0.       6.64185] : 20
!!!atention to nb coordination!!!
         [2.015911580813646, 2.0159115808136465, 2.026356800760921]
         [2.015911580813646, 2.015911580813646, 2.026356800760921]


**isite= 64
O1 : [6.98357065 3.00021339 7.72845666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [8.3084301  3.54251138 9.962775  ] : 28
Rh1 : [7.73959782 1.5092526  6.64185   ] : 15
Rh1 : [7.765275   4.48328361 6.64185   ] : 23
Rh1 : [5.17685    2.98885574 8.61687052] : 0
!!!atention to nb coordination!!!
         [2.653585897848725, 1.9938042085823209, 1.9978170581895678, 2.013367249888601]
         [2.6535858978487243, 1.9938042085823207, 1.9978170581895685, 2.013367249888601]


**isite= 65
O1 : [4.26365366 4.5478429  7.72845666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [3.1315801  5.42405584 9.962775  ] : 29
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Rh1 : [5.17685    5.94806203 6.64185   ] : 16
Rh1 : [5.17685    2.98885574 8.61687052] : 0
!!!atention to nb coordination!!!
         [2.653585897848724, 1.9978170581895685, 1.9938042085823187, 2.0133672498886024]
         [2.6535858978487243, 1.9978170581895687, 1.9938042085823193, 2.0133672498886024]


**isite= 66
O1 : [4.28332569 1.41851093 7.72845666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [5.17685 0.      6.64185] : 22
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
Pb1 : [4.0905398 0.        9.962775 ] : 30
Rh1 : [5.17685    2.98885574 8.61687052] : 0
!!!atention to nb coordination!!!
         [1.9978170581895682, 1.9938042085823195, 2.6535858978487243, 2.0133672498886024]
         [1.9978170581895682, 1.9938042085823202, 2.6535858978487243, 2.0133672498886024]


**isite= 67
O1 : [-1.80672065  5.96635383  1.08660666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [-2.588425    4.48328361  0.        ] : 26
Pb1 : [-3.1315801   5.42405584  3.320925  ] : 31
Rh1 : [-2.56274782  7.45731463  0.        ] : 18
Rh1 : [0.         5.97771148 1.97502052] : 1
!!!atention to nb coordination!!!
         [1.997817058189568, 2.6535858978487252, 1.9938042085823175, 2.0133672498886037]
         [1.9978170581895673, 2.6535858978487252, 1.9938042085823182, 2.0133672498886037]


**isite= 68
O1 : [0.91319634 4.41872433 1.08660666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [0.         5.97771148 1.97502052] : 1
Rh1 : [0.         3.01850519 0.        ] : 19
Rh1 : [2.588425   4.48328361 0.        ] : 27
Pb1 : [2.0452699  3.54251138 3.320925  ] : 32
!!!atention to nb coordination!!!
         [2.013367249888604, 1.9938042085823193, 1.9978170581895671, 2.653585897848725]
         [2.013367249888604, 1.9938042085823189, 1.997817058189567, 2.653585897848725]


**isite= 69
O1 : [0.89352431 7.54805629 1.08660666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [2.56274782 7.45731463 0.        ] : 17
Rh1 : [0.         5.97771148 1.97502052] : 1
Rh1 : [0.         8.96656722 0.        ] : 25
Pb1 : [1.0863102  8.96656722 3.320925  ] : 33
!!!atention to nb coordination!!!
         [1.9938042085823193, 2.0133672498886037, 1.9978170581895671, 2.6535858978487252]
         [1.993804208582319, 2.0133672498886037, 1.9978170581895671, 2.6535858978487252]


**isite= 70
O1 : [-0.89352431  7.54805629 12.19709334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [ 0.          5.97771148 11.30867948] : 2
Rh1 : [-2.56274782  7.45731463 13.2837    ] : 18
Pb1 : [-1.0863102   8.96656722  9.962775  ] : 30
Rh1 : [ 0.          8.96656722 13.2837    ] : 25


**isite= 71
O1 : [ 1.80672065  5.96635383 12.19709334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [3.1315801  5.42405584 9.962775  ] : 29
Rh1 : [ 2.588425    4.48328361 13.2837    ] : 27
Rh1 : [ 2.56274782  7.45731463 13.2837    ] : 17
Rh1 : [ 0.          5.97771148 11.30867948] : 2
!!!atention to nb coordination!!!
         [2.6535858978487243, 1.9978170581895691, 1.9938042085823189, 2.0133672498886024]
         [2.653585897848724, 1.997817058189568, 1.9938042085823193, 2.0133672498886024]


**isite= 72
O1 : [-0.91319634  4.41872433 12.19709334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [-2.588425    4.48328361 13.2837    ] : 26
Pb1 : [-2.0452699   3.54251138  9.962775  ] : 28
Rh1 : [ 0.          3.01850519 13.2837    ] : 19
Rh1 : [ 0.          5.97771148 11.30867948] : 2
!!!atention to nb coordination!!!
