cif name= ./1001840.cif
./1001840.cif
Full Formula (Ta16 Sn16 O56)
         [2.6043796166265794, 2.60437961662658, 2.6043796166265794, 2.6043796166265802, 2.266821494405769, 2.6043796166265802, 2.266821494405768, 2.6043796166265794]
         [2.60437961662658, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.2668214944057685, 2.60437961662658]


**isite= 21
Sn2+1 : [1.30875 3.92625 9.16125]

ce_symbol  = C:8
ce_fraction=  0.48307019233186516
species:coords:index
O2-1 : [ 2.6175  2.6175 10.9935] : 55
O2-1 : [ 3.141  5.235 10.47 ] : 53
O2-1 : [ 0.     5.235 10.47 ] : 46
O2-1 : [0.    5.235 7.329] : 49
O2-1 : [-0.5235  2.6175  7.8525] : 87
O2-1 : [2.6175 2.6175 7.8525] : 33
O2-1 : [2.6175 5.7585 7.8525] : 42
O2-1 : [ 0.     2.094 10.47 ] : 50
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.2668214944057676, 2.6043796166265794, 2.6043796166265794, 2.266821494405768, 2.6043796166265794, 2.60437961662658]
         [2.6043796166265794, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.60437961662658]

ce_symbol  = HB:8
ce_fraction=  0.35763476307244757
species:coords:index
O2-1 : [ 2.6175  2.6175 10.9935] : 55
O2-1 : [ 3.141  5.235 10.47 ] : 53
O2-1 : [ 0.     5.235 10.47 ] : 46
O2-1 : [0.    5.235 7.329] : 49
O2-1 : [-0.5235  2.6175  7.8525] : 87
O2-1 : [2.6175 2.6175 7.8525] : 33
O2-1 : [2.6175 5.7585 7.8525] : 42
O2-1 : [ 0.     2.094 10.47 ] : 50
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.2668214944057676, 2.6043796166265794, 2.6043796166265794, 2.266821494405768, 2.6043796166265794, 2.60437961662658]
         [2.6043796166265794, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.60437961662658]

ce_symbol  = L:2
ce_fraction=  0.1422235472862945
species:coords:index
O2-1 : [ 0.     5.235 10.47 ] : 46
O2-1 : [2.6175 2.6175 7.8525] : 33
!!!atention to nb coordination!!!
         [2.2668214944057676, 2.266821494405768]
         [2.266821494405768, 2.266821494405768]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392645
species:coords:index
O2-1 : [ 2.6175  2.6175 10.9935] : 55
O2-1 : [ 3.141  5.235 10.47 ] : 53
O2-1 : [ 0.     5.235 10.47 ] : 46
O2-1 : [0.    5.235 7.329] : 49
O2-1 : [-0.5235  2.6175  7.8525] : 87
O2-1 : [2.6175 2.6175 7.8525] : 33
O2-1 : [2.6175 5.7585 7.8525] : 42
O2-1 : [ 0.     2.094 10.47 ] : 50
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.2668214944057676, 2.6043796166265794, 2.6043796166265794, 2.266821494405768, 2.6043796166265794, 2.60437961662658]
         [2.6043796166265794, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.60437961662658]


**isite= 22
Sn2+1 : [3.92625 6.54375 3.92625]

ce_symbol  = C:8
ce_fraction=  0.4830701923318651
species:coords:index
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [2.6175 4.7115 2.6175] : 58
O2-1 : [2.094 5.235 5.235] : 48
O2-1 : [2.6175 7.8525 2.6175] : 47
O2-1 : [2.6175 7.8525 5.7585] : 41
O2-1 : [5.235 5.235 2.094] : 77
O2-1 : [5.235 8.376 5.235] : 80
O2-1 : [5.7585 7.8525 2.6175] : 68
!!!atention to nb coordination!!!
         [2.2668214944057676, 2.6043796166265807, 2.60437961662658, 2.2668214944057694, 2.6043796166265807, 2.60437961662658, 2.6043796166265785, 2.6043796166265807]
         [2.2668214944057676, 2.60437961662658, 2.60437961662658, 2.266821494405769, 2.6043796166265802, 2.60437961662658, 2.60437961662658, 2.6043796166265802]

ce_symbol  = HB:8
ce_fraction=  0.35763476307244757
species:coords:index
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [2.6175 4.7115 2.6175] : 58
O2-1 : [2.094 5.235 5.235] : 48
O2-1 : [2.6175 7.8525 2.6175] : 47
O2-1 : [2.6175 7.8525 5.7585] : 41
O2-1 : [5.235 5.235 2.094] : 77
O2-1 : [5.235 8.376 5.235] : 80
O2-1 : [5.7585 7.8525 2.6175] : 68
!!!atention to nb coordination!!!
         [2.2668214944057676, 2.6043796166265807, 2.60437961662658, 2.2668214944057694, 2.6043796166265807, 2.60437961662658, 2.6043796166265785, 2.6043796166265807]
         [2.2668214944057676, 2.60437961662658, 2.60437961662658, 2.266821494405769, 2.6043796166265802, 2.60437961662658, 2.60437961662658, 2.6043796166265802]

ce_symbol  = L:2
ce_fraction=  0.14222354728629463
species:coords:index
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [2.6175 7.8525 2.6175] : 47
!!!atention to nb coordination!!!
         [2.2668214944057676, 2.2668214944057694]
         [2.2668214944057676, 2.266821494405769]

ce_symbol  = BO_1:8
ce_fraction=  0.0170714973093927
species:coords:index
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [2.6175 4.7115 2.6175] : 58
O2-1 : [2.094 5.235 5.235] : 48
O2-1 : [2.6175 7.8525 2.6175] : 47
O2-1 : [2.6175 7.8525 5.7585] : 41
O2-1 : [5.235 5.235 2.094] : 77
O2-1 : [5.235 8.376 5.235] : 80
O2-1 : [5.7585 7.8525 2.6175] : 68
!!!atention to nb coordination!!!
         [2.2668214944057676, 2.6043796166265807, 2.60437961662658, 2.2668214944057694, 2.6043796166265807, 2.60437961662658, 2.6043796166265785, 2.6043796166265807]
         [2.2668214944057676, 2.60437961662658, 2.60437961662658, 2.266821494405769, 2.6043796166265802, 2.60437961662658, 2.60437961662658, 2.6043796166265802]


**isite= 23
Sn2+1 : [3.92625 3.92625 6.54375]

ce_symbol  = C:8
ce_fraction=  0.48307019233186477
species:coords:index
O2-1 : [5.235 5.235 8.376] : 79
O2-1 : [2.6175 2.6175 7.8525] : 33
O2-1 : [5.7585 2.6175 7.8525] : 82
O2-1 : [2.6175 5.7585 7.8525] : 42
O2-1 : [2.094 5.235 5.235] : 48
O2-1 : [2.6175 2.6175 4.7115] : 57
O2-1 : [5.235 2.094 5.235] : 78
O2-1 : [5.235 5.235 5.235] : 74
!!!atention to nb coordination!!!
         [2.6043796166265785, 2.2668214944057694, 2.6043796166265807, 2.6043796166265807, 2.60437961662658, 2.6043796166265807, 2.60437961662658, 2.2668214944057676]
         [2.60437961662658, 2.266821494405769, 2.6043796166265802, 2.6043796166265802, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.2668214944057676]

ce_symbol  = HB:8
ce_fraction=  0.35763476307244785
species:coords:index
O2-1 : [5.235 5.235 8.376] : 79
O2-1 : [2.6175 2.6175 7.8525] : 33
O2-1 : [5.7585 2.6175 7.8525] : 82
O2-1 : [2.6175 5.7585 7.8525] : 42
O2-1 : [2.094 5.235 5.235] : 48
O2-1 : [2.6175 2.6175 4.7115] : 57
O2-1 : [5.235 2.094 5.235] : 78
O2-1 : [5.235 5.235 5.235] : 74
!!!atention to nb coordination!!!
         [2.6043796166265785, 2.2668214944057694, 2.6043796166265807, 2.6043796166265807, 2.60437961662658, 2.6043796166265807, 2.60437961662658, 2.2668214944057676]
         [2.60437961662658, 2.266821494405769, 2.6043796166265802, 2.6043796166265802, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.2668214944057676]

ce_symbol  = L:2
ce_fraction=  0.14222354728629483
species:coords:index
O2-1 : [2.6175 2.6175 7.8525] : 33
O2-1 : [5.235 5.235 5.235] : 74
!!!atention to nb coordination!!!
         [2.2668214944057694, 2.2668214944057676]
         [2.266821494405769, 2.2668214944057676]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392662
species:coords:index
O2-1 : [5.235 5.235 8.376] : 79
O2-1 : [2.6175 2.6175 7.8525] : 33
O2-1 : [5.7585 2.6175 7.8525] : 82
O2-1 : [2.6175 5.7585 7.8525] : 42
O2-1 : [2.094 5.235 5.235] : 48
O2-1 : [2.6175 2.6175 4.7115] : 57
O2-1 : [5.235 2.094 5.235] : 78
O2-1 : [5.235 5.235 5.235] : 74
!!!atention to nb coordination!!!
         [2.6043796166265785, 2.2668214944057694, 2.6043796166265807, 2.6043796166265807, 2.60437961662658, 2.6043796166265807, 2.60437961662658, 2.2668214944057676]
         [2.60437961662658, 2.266821494405769, 2.6043796166265802, 2.6043796166265802, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.2668214944057676]


**isite= 24
Sn2+1 : [6.54375 1.30875 1.30875]

ce_symbol  = C:8
ce_fraction=  0.4830701923318659
species:coords:index
O2-1 : [4.7115 2.6175 2.6175] : 59
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 0.    3.141] : 65
O2-1 : [ 7.8525 -0.5235  2.6175] : 72
O2-1 : [5.235 3.141 0.   ] : 66
O2-1 : [ 7.8525  2.6175 -0.5235] : 85
O2-1 : [5.235 0.    0.   ] : 60
O2-1 : [8.376 0.    0.   ] : 67
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.266821494405768, 2.6043796166265802, 2.6043796166265794, 2.6043796166265802, 2.6043796166265794, 2.2668214944057685, 2.60437961662658]
         [2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658]

ce_symbol  = HB:8
ce_fraction=  0.3576347630724476
species:coords:index
O2-1 : [4.7115 2.6175 2.6175] : 59
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 0.    3.141] : 65
O2-1 : [ 7.8525 -0.5235  2.6175] : 72
O2-1 : [5.235 3.141 0.   ] : 66
O2-1 : [ 7.8525  2.6175 -0.5235] : 85
O2-1 : [5.235 0.    0.   ] : 60
O2-1 : [8.376 0.    0.   ] : 67
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.266821494405768, 2.6043796166265802, 2.6043796166265794, 2.6043796166265802, 2.6043796166265794, 2.2668214944057685, 2.60437961662658]
         [2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658]

ce_symbol  = L:2
ce_fraction=  0.14222354728629388
species:coords:index
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 0.    0.   ] : 60

ce_symbol  = BO_1:8
ce_fraction=  0.0170714973093926
species:coords:index
O2-1 : [4.7115 2.6175 2.6175] : 59
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 0.    3.141] : 65
O2-1 : [ 7.8525 -0.5235  2.6175] : 72
O2-1 : [5.235 3.141 0.   ] : 66
O2-1 : [ 7.8525  2.6175 -0.5235] : 85
O2-1 : [5.235 0.    0.   ] : 60
O2-1 : [8.376 0.    0.   ] : 67
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.266821494405768, 2.6043796166265802, 2.6043796166265794, 2.6043796166265802, 2.6043796166265794, 2.2668214944057685, 2.60437961662658]
         [2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658]


**isite= 25
Sn2+1 : [6.54375 9.16125 9.16125]

ce_symbol  = C:8
ce_fraction=  0.48307019233186643
species:coords:index
O2-1 : [ 5.235 10.47  10.47 ] : 60
O2-1 : [ 7.8525 10.9935  7.8525] : 84
O2-1 : [ 8.376 10.47  10.47 ] : 67
O2-1 : [ 5.235 10.47   7.329] : 63
O2-1 : [ 7.8525  7.8525 10.9935] : 69
O2-1 : [4.7115 7.8525 7.8525] : 45
O2-1 : [ 5.235  7.329 10.47 ] : 64
O2-1 : [7.8525 7.8525 7.8525] : 75
!!!atention to nb coordination!!!
         [2.2668214944057685, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057685]
         [2.2668214944057676, 2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.2668214944057685]

ce_symbol  = HB:8
ce_fraction=  0.35763476307244707
species:coords:index
O2-1 : [ 5.235 10.47  10.47 ] : 60
O2-1 : [ 7.8525 10.9935  7.8525] : 84
O2-1 : [ 8.376 10.47  10.47 ] : 67
O2-1 : [ 5.235 10.47   7.329] : 63
O2-1 : [ 7.8525  7.8525 10.9935] : 69
O2-1 : [4.7115 7.8525 7.8525] : 45
O2-1 : [ 5.235  7.329 10.47 ] : 64
O2-1 : [7.8525 7.8525 7.8525] : 75
!!!atention to nb coordination!!!
         [2.2668214944057685, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057685]
         [2.2668214944057676, 2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.2668214944057685]

ce_symbol  = L:2
ce_fraction=  0.14222354728629374
species:coords:index
O2-1 : [ 5.235 10.47  10.47 ] : 60
O2-1 : [7.8525 7.8525 7.8525] : 75
!!!atention to nb coordination!!!
         [2.2668214944057685, 2.2668214944057685]
         [2.2668214944057676, 2.2668214944057685]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392652
species:coords:index
O2-1 : [ 5.235 10.47  10.47 ] : 60
O2-1 : [ 7.8525 10.9935  7.8525] : 84
O2-1 : [ 8.376 10.47  10.47 ] : 67
O2-1 : [ 5.235 10.47   7.329] : 63
O2-1 : [ 7.8525  7.8525 10.9935] : 69
O2-1 : [4.7115 7.8525 7.8525] : 45
O2-1 : [ 5.235  7.329 10.47 ] : 64
O2-1 : [7.8525 7.8525 7.8525] : 75
!!!atention to nb coordination!!!
         [2.2668214944057685, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057685]
         [2.2668214944057676, 2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.2668214944057685]


**isite= 26
Sn2+1 : [9.16125 1.30875 3.92625]

ce_symbol  = C:8
ce_fraction=  0.4830701923318659
species:coords:index
O2-1 : [ 7.8525 -0.5235  2.6175] : 72
O2-1 : [10.9935  2.6175  2.6175] : 54
O2-1 : [10.47   0.     5.235] : 32
O2-1 : [10.47   3.141  5.235] : 38
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [10.47   0.     2.094] : 35
O2-1 : [7.8525 2.6175 5.7585] : 83
O2-1 : [7.329 0.    5.235] : 62
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.2668214944057676, 2.6043796166265794, 2.2668214944057685, 2.60437961662658, 2.6043796166265794, 2.6043796166265794]
         [2.60437961662658, 2.6043796166265794, 2.266821494405768, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.60437961662658, 2.60437961662658]

ce_symbol  = HB:8
ce_fraction=  0.3576347630724476
species:coords:index
O2-1 : [ 7.8525 -0.5235  2.6175] : 72
O2-1 : [10.9935  2.6175  2.6175] : 54
O2-1 : [10.47   0.     5.235] : 32
O2-1 : [10.47   3.141  5.235] : 38
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [10.47   0.     2.094] : 35
O2-1 : [7.8525 2.6175 5.7585] : 83
O2-1 : [7.329 0.    5.235] : 62
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.2668214944057676, 2.6043796166265794, 2.2668214944057685, 2.60437961662658, 2.6043796166265794, 2.6043796166265794]
         [2.60437961662658, 2.6043796166265794, 2.266821494405768, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.60437961662658, 2.60437961662658]

ce_symbol  = L:2
ce_fraction=  0.14222354728629388
species:coords:index
O2-1 : [10.47   0.     5.235] : 32
O2-1 : [7.8525 2.6175 2.6175] : 61
!!!atention to nb coordination!!!
         [2.2668214944057676, 2.2668214944057685]
         [2.266821494405768, 2.2668214944057685]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392634
species:coords:index
O2-1 : [ 7.8525 -0.5235  2.6175] : 72
O2-1 : [10.9935  2.6175  2.6175] : 54
O2-1 : [10.47   0.     5.235] : 32
O2-1 : [10.47   3.141  5.235] : 38
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [10.47   0.     2.094] : 35
O2-1 : [7.8525 2.6175 5.7585] : 83
O2-1 : [7.329 0.    5.235] : 62
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.2668214944057676, 2.6043796166265794, 2.2668214944057685, 2.60437961662658, 2.6043796166265794, 2.6043796166265794]
         [2.60437961662658, 2.6043796166265794, 2.266821494405768, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.60437961662658, 2.60437961662658]


**isite= 27
Sn2+1 : [9.16125 9.16125 6.54375]

ce_symbol  = C:8
ce_fraction=  0.48307019233186727
species:coords:index
O2-1 : [ 7.329 10.47   5.235] : 62
O2-1 : [10.9935  7.8525  7.8525] : 40
O2-1 : [7.8525 7.8525 4.7115] : 71
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [10.47  10.47   5.235] : 32
O2-1 : [ 7.8525 10.9935  7.8525] : 84
O2-1 : [10.47  10.47   8.376] : 37
O2-1 : [10.47   7.329  5.235] : 36
!!!atention to nb coordination!!!
         [2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.2668214944057685, 2.6043796166265794, 2.60437961662658, 2.60437961662658]
         [2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.2668214944057676, 2.6043796166265794, 2.60437961662658, 2.60437961662658]

ce_symbol  = HB:8
ce_fraction=  0.35763476307244674
species:coords:index
O2-1 : [ 7.329 10.47   5.235] : 62
O2-1 : [10.9935  7.8525  7.8525] : 40
O2-1 : [7.8525 7.8525 4.7115] : 71
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [10.47  10.47   5.235] : 32
O2-1 : [ 7.8525 10.9935  7.8525] : 84
O2-1 : [10.47  10.47   8.376] : 37
O2-1 : [10.47   7.329  5.235] : 36
!!!atention to nb coordination!!!
         [2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.2668214944057685, 2.6043796166265794, 2.60437961662658, 2.60437961662658]
         [2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.2668214944057676, 2.6043796166265794, 2.60437961662658, 2.60437961662658]

ce_symbol  = L:2
ce_fraction=  0.14222354728629333
species:coords:index
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [10.47  10.47   5.235] : 32
!!!atention to nb coordination!!!
         [2.2668214944057685, 2.2668214944057685]
         [2.2668214944057685, 2.2668214944057676]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392624
species:coords:index
O2-1 : [ 7.329 10.47   5.235] : 62
O2-1 : [10.9935  7.8525  7.8525] : 40
O2-1 : [7.8525 7.8525 4.7115] : 71
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [10.47  10.47   5.235] : 32
O2-1 : [ 7.8525 10.9935  7.8525] : 84
O2-1 : [10.47  10.47   8.376] : 37
O2-1 : [10.47   7.329  5.235] : 36
!!!atention to nb coordination!!!
         [2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.2668214944057685, 2.6043796166265794, 2.60437961662658, 2.60437961662658]
         [2.60437961662658, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.2668214944057676, 2.6043796166265794, 2.60437961662658, 2.60437961662658]


**isite= 28
Sn2+1 : [6.54375 6.54375 6.54375]

ce_symbol  = C:8
ce_fraction=  0.4830701923318671
species:coords:index
O2-1 : [4.7115 7.8525 7.8525] : 45
O2-1 : [5.235 5.235 8.376] : 79
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [7.8525 4.7115 7.8525] : 86
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [5.235 8.376 5.235] : 80
O2-1 : [7.8525 7.8525 4.7115] : 71
O2-1 : [8.376 5.235 5.235] : 81
!!!atention to nb coordination!!!
         [2.6043796166265807, 2.6043796166265807, 2.2668214944057694, 2.6043796166265807, 2.2668214944057694, 2.6043796166265807, 2.6043796166265807, 2.6043796166265807]
         [2.6043796166265802, 2.60437961662658, 2.2668214944057676, 2.6043796166265802, 2.2668214944057694, 2.60437961662658, 2.6043796166265802, 2.60437961662658]

ce_symbol  = HB:8
ce_fraction=  0.3576347630724464
species:coords:index
O2-1 : [4.7115 7.8525 7.8525] : 45
O2-1 : [5.235 5.235 8.376] : 79
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [7.8525 4.7115 7.8525] : 86
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [5.235 8.376 5.235] : 80
O2-1 : [7.8525 7.8525 4.7115] : 71
O2-1 : [8.376 5.235 5.235] : 81
!!!atention to nb coordination!!!
         [2.6043796166265807, 2.6043796166265807, 2.2668214944057694, 2.6043796166265807, 2.2668214944057694, 2.6043796166265807, 2.6043796166265807, 2.6043796166265807]
         [2.6043796166265802, 2.60437961662658, 2.2668214944057676, 2.6043796166265802, 2.2668214944057694, 2.60437961662658, 2.6043796166265802, 2.60437961662658]

ce_symbol  = L:2
ce_fraction=  0.14222354728629374
species:coords:index
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [7.8525 7.8525 7.8525] : 75
!!!atention to nb coordination!!!
         [2.2668214944057694, 2.2668214944057694]
         [2.2668214944057676, 2.2668214944057694]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392676
species:coords:index
O2-1 : [4.7115 7.8525 7.8525] : 45
O2-1 : [5.235 5.235 8.376] : 79
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [7.8525 4.7115 7.8525] : 86
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [5.235 8.376 5.235] : 80
O2-1 : [7.8525 7.8525 4.7115] : 71
O2-1 : [8.376 5.235 5.235] : 81
!!!atention to nb coordination!!!
         [2.6043796166265807, 2.6043796166265807, 2.2668214944057694, 2.6043796166265807, 2.2668214944057694, 2.6043796166265807, 2.6043796166265807, 2.6043796166265807]
         [2.6043796166265802, 2.60437961662658, 2.2668214944057676, 2.6043796166265802, 2.2668214944057694, 2.60437961662658, 2.6043796166265802, 2.60437961662658]


**isite= 29
Sn2+1 : [6.54375 3.92625 3.92625]

ce_symbol  = C:8
ce_fraction=  0.48307019233186477
species:coords:index
O2-1 : [7.8525 2.6175 5.7585] : 83
O2-1 : [8.376 5.235 5.235] : 81
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [5.235 2.094 5.235] : 78
O2-1 : [4.7115 2.6175 2.6175] : 59
O2-1 : [5.235 5.235 2.094] : 77
O2-1 : [7.8525 5.7585 2.6175] : 70
!!!atention to nb coordination!!!
         [2.6043796166265807, 2.6043796166265785, 2.2668214944057694, 2.2668214944057676, 2.60437961662658, 2.6043796166265807, 2.60437961662658, 2.6043796166265807]
         [2.6043796166265802, 2.60437961662658, 2.266821494405769, 2.2668214944057676, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.6043796166265802]

ce_symbol  = HB:8
ce_fraction=  0.3576347630724479
species:coords:index
O2-1 : [7.8525 2.6175 5.7585] : 83
O2-1 : [8.376 5.235 5.235] : 81
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [5.235 2.094 5.235] : 78
O2-1 : [4.7115 2.6175 2.6175] : 59
O2-1 : [5.235 5.235 2.094] : 77
O2-1 : [7.8525 5.7585 2.6175] : 70
!!!atention to nb coordination!!!
         [2.6043796166265807, 2.6043796166265785, 2.2668214944057694, 2.2668214944057676, 2.60437961662658, 2.6043796166265807, 2.60437961662658, 2.6043796166265807]
         [2.6043796166265802, 2.60437961662658, 2.266821494405769, 2.2668214944057676, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.6043796166265802]

ce_symbol  = L:2
ce_fraction=  0.1422235472862945
species:coords:index
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 5.235 5.235] : 74
!!!atention to nb coordination!!!
         [2.2668214944057694, 2.2668214944057676]
         [2.266821494405769, 2.2668214944057676]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392645
species:coords:index
O2-1 : [7.8525 2.6175 5.7585] : 83
O2-1 : [8.376 5.235 5.235] : 81
O2-1 : [7.8525 2.6175 2.6175] : 61
O2-1 : [5.235 5.235 5.235] : 74
O2-1 : [5.235 2.094 5.235] : 78
O2-1 : [4.7115 2.6175 2.6175] : 59
O2-1 : [5.235 5.235 2.094] : 77
O2-1 : [7.8525 5.7585 2.6175] : 70
!!!atention to nb coordination!!!
         [2.6043796166265807, 2.6043796166265785, 2.2668214944057694, 2.2668214944057676, 2.60437961662658, 2.6043796166265807, 2.60437961662658, 2.6043796166265807]
         [2.6043796166265802, 2.60437961662658, 2.266821494405769, 2.2668214944057676, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.6043796166265802]


**isite= 30
Sn2+1 : [9.16125 6.54375 9.16125]

ce_symbol  = C:8
ce_fraction=  0.48307019233186665
species:coords:index
O2-1 : [10.9935  7.8525  7.8525] : 40
O2-1 : [ 7.8525  7.8525 10.9935] : 69
O2-1 : [10.47   8.376 10.47 ] : 52
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [10.47   5.235  7.329] : 49
O2-1 : [10.47   5.235 10.47 ] : 46
O2-1 : [ 7.329  5.235 10.47 ] : 76
O2-1 : [7.8525 4.7115 7.8525] : 86
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.2668214944057685, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.6043796166265794]
         [2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.2668214944057676, 2.60437961662658, 2.60437961662658]

ce_symbol  = HB:8
ce_fraction=  0.3576347630724468
species:coords:index
O2-1 : [10.9935  7.8525  7.8525] : 40
O2-1 : [ 7.8525  7.8525 10.9935] : 69
O2-1 : [10.47   8.376 10.47 ] : 52
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [10.47   5.235  7.329] : 49
O2-1 : [10.47   5.235 10.47 ] : 46
O2-1 : [ 7.329  5.235 10.47 ] : 76
O2-1 : [7.8525 4.7115 7.8525] : 86
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.2668214944057685, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.6043796166265794]
         [2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.2668214944057676, 2.60437961662658, 2.60437961662658]

ce_symbol  = L:2
ce_fraction=  0.14222354728629388
species:coords:index
O2-1 : [7.8525 7.8525 7.8525] : 75
O2-1 : [10.47   5.235 10.47 ] : 46
!!!atention to nb coordination!!!
         [2.2668214944057685, 2.2668214944057685]
         [2.2668214944057685, 2.2668214944057676]

ce_symbol  = BO_1:8
ce_fraction=  0.017071497309392628
species:coords:index
O2-1 : [10.9935  7.8525  7.8525] : 40
O2-1 : [ 7.8525  7.8525 10.9935] : 69
O2-1 : [10.47   8.376 10.47 ] : 52
O2-1 : [7.8525 7.8525 7.8525] : 75
