cif name= ./1536906.cif
./1536906.cif
Full Formula (Nd4 Cr4 O12)
Reduced Formula: NdCrO3
abc   :   5.481000   7.685000   5.382000
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP         a      b       c
---  ----  ------  -----  ------
  0  Nd    0.0457  0.25   0.9901
  1  Nd    0.4543  0.75   0.4901
  2  Nd    0.5457  0.25   0.5099
  3  Nd    0.9543  0.75   0.0099
  4  Cr    0.5     0      0
  5  Cr    0       0      0.5
  6  Cr    0       0.5    0.5
  7  Cr    0.5     0.5    0
  8  O     0.4809  0.25   0.0821
  9  O     0.0191  0.75   0.5821
 10  O     0.9809  0.25   0.4179
 11  O     0.5191  0.75   0.9179
 12  O     0.2893  0.047  0.7079
 13  O     0.2107  0.953  0.2079
 14  O     0.7893  0.453  0.7921
 15  O     0.7107  0.547  0.2921
 16  O     0.7107  0.953  0.2921
 17  O     0.7893  0.047  0.7921
 18  O     0.2107  0.547  0.2079
 19  O     0.2893  0.453  0.7079

space_group_IT_number 62

*** lse ***


**isite= 0
Nd1 : [0.2504817 1.92125   5.3287182]
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [5.481  3.8425 2.691 ] : 6
Cr1 : [5.481 0.    2.691] : 5
!!!atention to nb coordination!!!
         [2.329652525798128, 2.4361799019016313, 1.9741841745883912, 1.9741841745883917]
         [2.3296525257981284, 2.4361799019016313, 1.9741841745883917, 1.9741841745883917]

ce_symbol  = T:4
ce_fraction=  0.17779280733353844
species:coords:index
Nd1 : [ 5.7314817  1.92125   -0.0532818] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [5.481  3.8425 2.691 ] : 6
Cr1 : [5.481 0.    2.691] : 5
!!!atention to nb coordination!!!
         [2.329652525798128, 2.4361799019016313, 1.9741841745883912, 1.9741841745883917]
         [2.3296525257981284, 2.4361799019016313, 1.9741841745883917, 1.9741841745883917]

ce_symbol  = TL:3
ce_fraction=  0.003273123563918575
species:coords:index
Nd1 : [ 5.7314817  1.92125   -0.0532818] : 0
Cr1 : [5.481  3.8425 2.691 ] : 6
Cr1 : [5.481 0.    2.691] : 5
!!!atention to nb coordination!!!
         [2.329652525798128, 1.9741841745883912, 1.9741841745883917]
         [2.3296525257981284, 1.9741841745883917, 1.9741841745883917]

ce_symbol  = TS:3
ce_fraction=  0.0014245867707539368
species:coords:index
Nd1 : [ 5.7314817  1.92125   -0.0532818] : 0
Cr1 : [5.481  3.8425 2.691 ] : 6
Cr1 : [5.481 0.    2.691] : 5
!!!atention to nb coordination!!!
         [2.329652525798128, 1.9741841745883912, 1.9741841745883917]
         [2.3296525257981284, 1.9741841745883917, 1.9741841745883917]

ce_symbol  = L:2
ce_fraction=  0.0013639135110337314
species:coords:index
Cr1 : [5.481  3.8425 2.691 ] : 6
Cr1 : [5.481 0.    2.691] : 5
!!!atention to nb coordination!!!
         [1.9741841745883912, 1.9741841745883917]
         [1.9741841745883917, 1.9741841745883917]

ce_symbol  = TY:3
ce_fraction=  0.0005613990854703665
species:coords:index
Nd1 : [ 5.7314817  1.92125   -0.0532818] : 0
Cr1 : [5.481  3.8425 2.691 ] : 6
Cr1 : [5.481 0.    2.691] : 5
!!!atention to nb coordination!!!
         [2.329652525798128, 1.9741841745883912, 1.9741841745883917]
         [2.3296525257981284, 1.9741841745883917, 1.9741841745883917]

ce_symbol  = A:2
ce_fraction=  0.0002135823888988064
species:coords:index
Cr1 : [5.481  3.8425 2.691 ] : 6
Cr1 : [5.481 0.    2.691] : 5
!!!atention to nb coordination!!!
         [1.9741841745883912, 1.9741841745883917]
         [1.9741841745883917, 1.9741841745883917]


**isite= 11
O1 : [2.8451871 5.76375   4.9401378]

ce_symbol  = SS:4
ce_fraction=  0.8153705873463851
species:coords:index
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [5.2305183 5.76375   5.4352818] : 3
Cr1 : [2.7405 7.685  5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9741841745883923, 2.3296525257981284, 2.436179901901631, 1.9741841745883915]
         [1.974184174588392, 2.3296525257981284, 2.436179901901631, 1.9741841745883915]

ce_symbol  = T:4
ce_fraction=  0.1777928073335395
species:coords:index
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [5.2305183 5.76375   5.4352818] : 3
Cr1 : [2.7405 7.685  5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9741841745883923, 2.3296525257981284, 2.436179901901631, 1.9741841745883915]
         [1.974184174588392, 2.3296525257981284, 2.436179901901631, 1.9741841745883915]

ce_symbol  = TL:3
ce_fraction=  0.003273123563918628
species:coords:index
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Cr1 : [2.7405 7.685  5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9741841745883923, 2.3296525257981284, 1.9741841745883915]
         [1.974184174588392, 2.3296525257981284, 1.9741841745883915]

ce_symbol  = TS:3
ce_fraction=  0.001424586770753959
species:coords:index
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Cr1 : [2.7405 7.685  5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9741841745883923, 2.3296525257981284, 1.9741841745883915]
         [1.974184174588392, 2.3296525257981284, 1.9741841745883915]

ce_symbol  = L:2
ce_fraction=  0.0013639135110337412
species:coords:index
Cr1 : [2.7405 3.8425 5.382 ] : 7
Cr1 : [2.7405 7.685  5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9741841745883923, 1.9741841745883915]
         [1.974184174588392, 1.9741841745883915]

ce_symbol  = TY:3
ce_fraction=  0.0005613990854703798
species:coords:index
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Cr1 : [2.7405 7.685  5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9741841745883923, 2.3296525257981284, 1.9741841745883915]
         [1.974184174588392, 2.3296525257981284, 1.9741841745883915]

ce_symbol  = A:2
ce_fraction=  0.00021358238889880853
species:coords:index
Cr1 : [2.7405 3.8425 5.382 ] : 7
Cr1 : [2.7405 7.685  5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9741841745883923, 1.9741841745883915]
         [1.974184174588392, 1.9741841745883915]


**isite= 12
O1 : [1.5856533 0.361195  3.8099178]

ce_symbol  = S:5
ce_fraction=  0.9218287400070146
species:coords:index
Nd1 : [0.2504817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [2.7405 0.     5.382 ] : 4
Cr1 : [0.    0.    2.691] : 5
Nd1 : [ 2.4900183 -1.92125    2.6377182] : 1
!!!atention to nb coordination!!!
         [2.5540574503154234, 2.3546336444057614, 1.9838284129638657, 1.9740150098169795, 2.720566693446452]
         [2.5540574503154234, 2.354633644405762, 1.9838284129638657, 1.9740150098169793, 2.7205666934464516]

ce_symbol  = T:5
ce_fraction=  0.06860236548017296
species:coords:index
Nd1 : [0.2504817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [2.7405 0.     5.382 ] : 4
Cr1 : [0.    0.    2.691] : 5
Nd1 : [ 2.4900183 -1.92125    2.6377182] : 1
!!!atention to nb coordination!!!
         [2.5540574503154234, 2.3546336444057614, 1.9838284129638657, 1.9740150098169795, 2.720566693446452]
         [2.5540574503154234, 2.354633644405762, 1.9838284129638657, 1.9740150098169793, 2.7205666934464516]

ce_symbol  = T:6
ce_fraction=  0.009568894512812292
species:coords:index
Nd1 : [0.2504817 1.92125   5.3287182] : 0
O1 : [-0.1046871  1.92125    2.2491378] : 10
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [2.7405 0.     5.382 ] : 4
Cr1 : [0.    0.    2.691] : 5
Nd1 : [ 2.4900183 -1.92125    2.6377182] : 1
!!!atention to nb coordination!!!
         [2.5540574503154234, 2.779758349083092, 2.3546336444057614, 1.9838284129638657, 1.9740150098169795, 2.720566693446452]
         [2.5540574503154234, 2.7797583490830924, 2.354633644405762, 1.9838284129638657, 1.9740150098169793, 2.7205666934464516]


**isite= 13
O1 : [1.1548467 7.323805  1.1189178]

ce_symbol  = S:5
ce_fraction=  0.9218287400070146
species:coords:index
Nd1 : [-0.2504817  5.76375    0.0532818] : 3
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Cr1 : [0.    7.685 2.691] : 5
Cr1 : [2.7405 7.685  0.    ] : 4
Nd1 : [ 0.2504817  9.60625   -0.0532818] : 0
!!!atention to nb coordination!!!
         [2.3546336444057623, 2.554057450315424, 1.9838284129638657, 1.9740150098169793, 2.7205666934464507]
         [2.354633644405762, 2.5540574503154234, 1.9838284129638657, 1.9740150098169793, 2.720566693446451]

ce_symbol  = T:5
ce_fraction=  0.06860236548017296
species:coords:index
Nd1 : [-0.2504817  5.76375    0.0532818] : 3
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Cr1 : [0.    7.685 2.691] : 5
Cr1 : [2.7405 7.685  0.    ] : 4
Nd1 : [ 0.2504817  9.60625   -0.0532818] : 0
!!!atention to nb coordination!!!
         [2.3546336444057623, 2.554057450315424, 1.9838284129638657, 1.9740150098169793, 2.7205666934464507]
         [2.354633644405762, 2.5540574503154234, 1.9838284129638657, 1.9740150098169793, 2.720566693446451]

ce_symbol  = T:6
ce_fraction=  0.009568894512812424
species:coords:index
Nd1 : [-0.2504817  5.76375    0.0532818] : 3
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Cr1 : [0.    7.685 2.691] : 5
Cr1 : [2.7405 7.685  0.    ] : 4
O1 : [ 2.8451871  5.76375   -0.4418622] : 11
Nd1 : [ 0.2504817  9.60625   -0.0532818] : 0
!!!atention to nb coordination!!!
         [2.3546336444057623, 2.554057450315424, 1.9838284129638657, 1.9740150098169793, 2.779758349083093, 2.7205666934464507]
         [2.354633644405762, 2.5540574503154234, 1.9838284129638657, 1.9740150098169793, 2.779758349083093, 2.720566693446451]


**isite= 14
O1 : [4.3261533 3.481305  4.2630822]

ce_symbol  = S:5
ce_fraction=  0.9218287400070145
species:coords:index
Nd1 : [5.2305183 5.76375   5.4352818] : 3
Cr1 : [2.7405 3.8425 5.382 ] : 7
Cr1 : [5.481  3.8425 2.691 ] : 6
Nd1 : [5.7314817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
!!!atention to nb coordination!!!
         [2.720566693446451, 1.9740150098169793, 1.9838284129638655, 2.3546336444057623, 2.554057450315423]
         [2.7205666934464516, 1.9740150098169795, 1.9838284129638655, 2.3546336444057627, 2.5540574503154225]

ce_symbol  = T:5
ce_fraction=  0.0686023654801729
species:coords:index
Nd1 : [5.2305183 5.76375   5.4352818] : 3
Cr1 : [2.7405 3.8425 5.382 ] : 7
Cr1 : [5.481  3.8425 2.691 ] : 6
Nd1 : [5.7314817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
!!!atention to nb coordination!!!
         [2.720566693446451, 1.9740150098169793, 1.9838284129638655, 2.3546336444057623, 2.554057450315423]
         [2.7205666934464516, 1.9740150098169795, 1.9838284129638655, 2.3546336444057627, 2.5540574503154225]

ce_symbol  = T:6
ce_fraction=  0.00956889451281254
species:coords:index
Nd1 : [5.2305183 5.76375   5.4352818] : 3
Cr1 : [2.7405 3.8425 5.382 ] : 7
Cr1 : [5.481  3.8425 2.691 ] : 6
Nd1 : [5.7314817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
O1 : [2.6358129 1.92125   5.8238622] : 8
!!!atention to nb coordination!!!
         [2.720566693446451, 1.9740150098169793, 1.9838284129638655, 2.3546336444057623, 2.554057450315423, 2.7797583490830924]
         [2.7205666934464516, 1.9740150098169795, 1.9838284129638655, 2.3546336444057627, 2.5540574503154225, 2.7797583490830924]


**isite= 15
O1 : [3.8953467 4.203695  1.5720822]

ce_symbol  = S:5
ce_fraction=  0.9218287400070148
species:coords:index
Cr1 : [2.7405 3.8425 0.    ] : 7
Nd1 : [5.2305183 5.76375   0.0532818] : 3
Cr1 : [5.481  3.8425 2.691 ] : 6
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [2.9909817 1.92125   2.7442818] : 2
!!!atention to nb coordination!!!
         [1.9838284129638655, 2.5540574503154234, 1.9740150098169795, 2.354633644405762, 2.720566693446451]
         [1.9838284129638655, 2.554057450315424, 1.9740150098169793, 2.3546336444057623, 2.720566693446451]

ce_symbol  = T:5
ce_fraction=  0.06860236548017286
species:coords:index
Cr1 : [2.7405 3.8425 0.    ] : 7
Nd1 : [5.2305183 5.76375   0.0532818] : 3
Cr1 : [5.481  3.8425 2.691 ] : 6
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [2.9909817 1.92125   2.7442818] : 2
!!!atention to nb coordination!!!
         [1.9838284129638655, 2.5540574503154234, 1.9740150098169795, 2.354633644405762, 2.720566693446451]
         [1.9838284129638655, 2.554057450315424, 1.9740150098169793, 2.3546336444057623, 2.720566693446451]

ce_symbol  = T:6
ce_fraction=  0.009568894512812417
species:coords:index
Cr1 : [2.7405 3.8425 0.    ] : 7
Nd1 : [5.2305183 5.76375   0.0532818] : 3
Cr1 : [5.481  3.8425 2.691 ] : 6
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [2.9909817 1.92125   2.7442818] : 2
O1 : [5.5856871 5.76375   3.1328622] : 9
!!!atention to nb coordination!!!
         [1.9838284129638655, 2.5540574503154234, 1.9740150098169795, 2.354633644405762, 2.720566693446451, 2.7797583490830924]
         [1.9838284129638655, 2.554057450315424, 1.9740150098169793, 2.3546336444057623, 2.720566693446451, 2.779758349083093]


**isite= 16
O1 : [3.8953467 7.323805  1.5720822]

ce_symbol  = S:5
ce_fraction=  0.9218287400070151
species:coords:index
Nd1 : [2.9909817 9.60625   2.7442818] : 2
Cr1 : [5.481 7.685 2.691] : 5
Cr1 : [2.7405 7.685  0.    ] : 4
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [5.2305183 5.76375   0.0532818] : 3
!!!atention to nb coordination!!!
         [2.720566693446451, 1.9740150098169795, 1.9838284129638655, 2.3546336444057623, 2.554057450315424]
         [2.720566693446451, 1.9740150098169793, 1.9838284129638655, 2.354633644405762, 2.5540574503154234]

ce_symbol  = T:5
ce_fraction=  0.0686023654801725
species:coords:index
Nd1 : [2.9909817 9.60625   2.7442818] : 2
Cr1 : [5.481 7.685 2.691] : 5
Cr1 : [2.7405 7.685  0.    ] : 4
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [5.2305183 5.76375   0.0532818] : 3
!!!atention to nb coordination!!!
         [2.720566693446451, 1.9740150098169795, 1.9838284129638655, 2.3546336444057623, 2.554057450315424]
         [2.720566693446451, 1.9740150098169793, 1.9838284129638655, 2.354633644405762, 2.5540574503154234]

ce_symbol  = T:6
ce_fraction=  0.009568894512812424
species:coords:index
Nd1 : [2.9909817 9.60625   2.7442818] : 2
Cr1 : [5.481 7.685 2.691] : 5
Cr1 : [2.7405 7.685  0.    ] : 4
Nd1 : [2.4900183 5.76375   2.6377182] : 1
Nd1 : [5.2305183 5.76375   0.0532818] : 3
O1 : [5.5856871 5.76375   3.1328622] : 9
!!!atention to nb coordination!!!
         [2.720566693446451, 1.9740150098169795, 1.9838284129638655, 2.3546336444057623, 2.554057450315424, 2.779758349083093]
         [2.720566693446451, 1.9740150098169793, 1.9838284129638655, 2.354633644405762, 2.5540574503154234, 2.7797583490830924]


**isite= 17
O1 : [4.3261533 0.361195  4.2630822]

ce_symbol  = S:5
ce_fraction=  0.9218287400070141
species:coords:index
Cr1 : [5.481 0.    2.691] : 5
Nd1 : [ 5.2305183 -1.92125    5.4352818] : 3
Nd1 : [5.7314817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [2.7405 0.     5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9838284129638655, 2.720566693446452, 2.3546336444057623, 2.5540574503154225, 1.9740150098169795]
         [1.9838284129638655, 2.7205666934464516, 2.3546336444057627, 2.5540574503154225, 1.9740150098169795]

ce_symbol  = T:5
ce_fraction=  0.06860236548017337
species:coords:index
Cr1 : [5.481 0.    2.691] : 5
Nd1 : [ 5.2305183 -1.92125    5.4352818] : 3
Nd1 : [5.7314817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [2.7405 0.     5.382 ] : 4
!!!atention to nb coordination!!!
         [1.9838284129638655, 2.720566693446452, 2.3546336444057623, 2.5540574503154225, 1.9740150098169795]
         [1.9838284129638655, 2.7205666934464516, 2.3546336444057627, 2.5540574503154225, 1.9740150098169795]

ce_symbol  = T:6
ce_fraction=  0.009568894512812502
species:coords:index
Cr1 : [5.481 0.    2.691] : 5
Nd1 : [ 5.2305183 -1.92125    5.4352818] : 3
Nd1 : [5.7314817 1.92125   5.3287182] : 0
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Cr1 : [2.7405 0.     5.382 ] : 4
O1 : [2.6358129 1.92125   5.8238622] : 8
!!!atention to nb coordination!!!
         [1.9838284129638655, 2.720566693446452, 2.3546336444057623, 2.5540574503154225, 1.9740150098169795, 2.7797583490830924]
         [1.9838284129638655, 2.7205666934464516, 2.3546336444057627, 2.5540574503154225, 1.9740150098169795, 2.7797583490830924]


**isite= 18
O1 : [1.1548467 4.203695  1.1189178]

ce_symbol  = S:5
ce_fraction=  0.9218287400070149
species:coords:index
Cr1 : [0.     3.8425 2.691 ] : 6
Nd1 : [-0.2504817  5.76375    0.0532818] : 3
Cr1 : [2.7405 3.8425 0.    ] : 7
Nd1 : [ 0.2504817  1.92125   -0.0532818] : 0
Nd1 : [2.4900183 5.76375   2.6377182] : 1
!!!atention to nb coordination!!!
         [1.9838284129638657, 2.354633644405762, 1.9740150098169793, 2.7205666934464507, 2.5540574503154234]
         [1.9838284129638655, 2.3546336444057623, 1.974015009816979, 2.720566693446451, 2.554057450315424]

ce_symbol  = T:5
ce_fraction=  0.06860236548017262
species:coords:index
Cr1 : [0.     3.8425 2.691 ] : 6
Nd1 : [-0.2504817  5.76375    0.0532818] : 3
Cr1 : [2.7405 3.8425 0.    ] : 7
Nd1 : [ 0.2504817  1.92125   -0.0532818] : 0
Nd1 : [2.4900183 5.76375   2.6377182] : 1
!!!atention to nb coordination!!!
         [1.9838284129638657, 2.354633644405762, 1.9740150098169793, 2.7205666934464507, 2.5540574503154234]
         [1.9838284129638655, 2.3546336444057623, 1.974015009816979, 2.720566693446451, 2.554057450315424]

ce_symbol  = T:6
ce_fraction=  0.009568894512812535
species:coords:index
Cr1 : [0.     3.8425 2.691 ] : 6
Nd1 : [-0.2504817  5.76375    0.0532818] : 3
Cr1 : [2.7405 3.8425 0.    ] : 7
Nd1 : [ 0.2504817  1.92125   -0.0532818] : 0
Nd1 : [2.4900183 5.76375   2.6377182] : 1
O1 : [ 2.8451871  5.76375   -0.4418622] : 11
!!!atention to nb coordination!!!
         [1.9838284129638657, 2.354633644405762, 1.9740150098169793, 2.7205666934464507, 2.5540574503154234, 2.7797583490830924]
         [1.9838284129638655, 2.3546336444057623, 1.974015009816979, 2.720566693446451, 2.554057450315424, 2.779758349083093]


**isite= 19
O1 : [1.5856533 3.481305  3.8099178]

ce_symbol  = S:5
ce_fraction=  0.9218287400070154
species:coords:index
Cr1 : [0.     3.8425 2.691 ] : 6
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Nd1 : [0.2504817 1.92125   5.3287182] : 0
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
!!!atention to nb coordination!!!
         [1.9740150098169793, 2.354633644405762, 2.5540574503154234, 1.9838284129638657, 2.720566693446451]
         [1.9740150098169793, 2.354633644405762, 2.5540574503154234, 1.9838284129638657, 2.7205666934464516]

ce_symbol  = T:5
ce_fraction=  0.06860236548017232
species:coords:index
Cr1 : [0.     3.8425 2.691 ] : 6
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Nd1 : [0.2504817 1.92125   5.3287182] : 0
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
!!!atention to nb coordination!!!
         [1.9740150098169793, 2.354633644405762, 2.5540574503154234, 1.9838284129638657, 2.720566693446451]
         [1.9740150098169793, 2.354633644405762, 2.5540574503154234, 1.9838284129638657, 2.7205666934464516]

ce_symbol  = T:6
ce_fraction=  0.00956889451281239
species:coords:index
O1 : [-0.1046871  1.92125    2.2491378] : 10
Cr1 : [0.     3.8425 2.691 ] : 6
Nd1 : [2.9909817 1.92125   2.7442818] : 2
Nd1 : [0.2504817 1.92125   5.3287182] : 0
Cr1 : [2.7405 3.8425 5.382 ] : 7
Nd1 : [2.4900183 5.76375   2.6377182] : 1
!!!atention to nb coordination!!!
         [2.7797583490830924, 1.9740150098169793, 2.354633644405762, 2.5540574503154234, 1.9838284129638657, 2.720566693446451]
         [2.7797583490830924, 1.9740150098169793, 2.354633644405762, 2.5540574503154234, 1.9838284129638657, 2.7205666934464516]

END

