cif name= ./1510797.cif
./1510797.cif
Full Formula (Sr12 B24 O48)
         [2.5149224880744256, 2.514922488074426, 2.586886100429408, 2.5868861004294086, 2.514922488074425, 2.5868861004294086, 2.602324922709723, 2.602324922709724, 2.602324922709724]

ce_symbol  = TO_3:9
ce_fraction=  0.0845404590640541
species:coords:index
O1 : [ 9.23256706 -0.85766513  6.61719509] : 52
O1 : [ 7.20125491 -0.02026706  3.74848487] : 59
O1 : [ 6.81525954 -1.06033573  6.21185389] : 80
O1 : [10.27263573  1.60570389  7.00319046] : 79
O1 : [10.06996513  2.01104509  4.58588294] : 51
O1 : [7.60659611 2.39704046 3.54581427] : 73
O1 : [7.60659611 2.20910954 8.15196427] : 62
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [7.00319046 3.54581427 6.21185389] : 69
!!!atention to nb coordination!!!
         [2.5149224880744256, 2.5149224880744265, 2.586886100429408, 2.5868861004294086, 2.514922488074425, 2.5868861004294086, 2.602324922709723, 2.602324922709724, 2.602324922709724]
         [2.5149224880744256, 2.514922488074426, 2.586886100429408, 2.5868861004294086, 2.514922488074425, 2.5868861004294086, 2.602324922709723, 2.602324922709724, 2.602324922709724]

ce_symbol  = TC:9
ce_fraction=  0.002144065609865952
species:coords:index
O1 : [ 9.23256706 -0.85766513  6.61719509] : 52
O1 : [ 7.20125491 -0.02026706  3.74848487] : 59
O1 : [ 6.81525954 -1.06033573  6.21185389] : 80
O1 : [10.27263573  1.60570389  7.00319046] : 79
O1 : [10.06996513  2.01104509  4.58588294] : 51
O1 : [7.60659611 2.39704046 3.54581427] : 73
O1 : [7.60659611 2.20910954 8.15196427] : 62
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [7.00319046 3.54581427 6.21185389] : 69
!!!atention to nb coordination!!!
         [2.5149224880744256, 2.5149224880744265, 2.586886100429408, 2.5868861004294086, 2.514922488074425, 2.5868861004294086, 2.602324922709723, 2.602324922709724, 2.602324922709724]
         [2.5149224880744256, 2.514922488074426, 2.586886100429408, 2.5868861004294086, 2.514922488074425, 2.5868861004294086, 2.602324922709723, 2.602324922709724, 2.602324922709724]


**isite= 7
Sr1 : [5.79472095 8.02372905 1.18857095]

ce_symbol  = TI:9
ce_fraction=  0.9133154753260798
species:coords:index
O1 : [ 7.00319046 10.27263573  1.60570389] : 83
O1 : [3.54581427 7.60659611 2.39704046] : 78
O1 : [ 4.58588294 10.06996513  2.01104509] : 53
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [ 6.61719509  9.23256706 -0.85766513] : 56
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [ 3.74848487  7.20125491 -0.02026706] : 50
O1 : [ 6.21185389  6.81525954 -1.06033573] : 72
O1 : [8.15196427 7.60659611 2.20910954] : 67
!!!atention to nb coordination!!!
         [2.5868861004294086, 2.5868861004294086, 2.5149224880744256, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.5149224880744265, 2.586886100429408, 2.602324922709723]
         [2.5868861004294086, 2.5868861004294086, 2.514922488074425, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.514922488074426, 2.586886100429408, 2.602324922709723]

ce_symbol  = TO_3:9
ce_fraction=  0.08454045906405418
species:coords:index
O1 : [ 7.00319046 10.27263573  1.60570389] : 83
O1 : [3.54581427 7.60659611 2.39704046] : 78
O1 : [ 4.58588294 10.06996513  2.01104509] : 53
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [ 6.61719509  9.23256706 -0.85766513] : 56
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [ 3.74848487  7.20125491 -0.02026706] : 50
O1 : [ 6.21185389  6.81525954 -1.06033573] : 72
O1 : [8.15196427 7.60659611 2.20910954] : 67
!!!atention to nb coordination!!!
         [2.5868861004294086, 2.5868861004294086, 2.5149224880744256, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.5149224880744265, 2.586886100429408, 2.602324922709723]
         [2.5868861004294086, 2.5868861004294086, 2.514922488074425, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.514922488074426, 2.586886100429408, 2.602324922709723]

ce_symbol  = TC:9
ce_fraction=  0.0021440656098660046
species:coords:index
O1 : [ 7.00319046 10.27263573  1.60570389] : 83
O1 : [3.54581427 7.60659611 2.39704046] : 78
O1 : [ 4.58588294 10.06996513  2.01104509] : 53
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [ 6.61719509  9.23256706 -0.85766513] : 56
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [ 3.74848487  7.20125491 -0.02026706] : 50
O1 : [ 6.21185389  6.81525954 -1.06033573] : 72
O1 : [8.15196427 7.60659611 2.20910954] : 67
!!!atention to nb coordination!!!
         [2.5868861004294086, 2.5868861004294086, 2.5149224880744256, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.5149224880744265, 2.586886100429408, 2.602324922709723]
         [2.5868861004294086, 2.5868861004294086, 2.514922488074425, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.514922488074426, 2.586886100429408, 2.602324922709723]


**isite= 8
Sr1 : [5.79472095 5.79472095 5.79472095]

ce_symbol  = TI:9
ce_fraction=  0.9133154753260799
species:coords:index
O1 : [3.74848487 6.61719509 4.58588294] : 37
O1 : [3.54581427 6.21185389 7.00319046] : 65
O1 : [6.21185389 6.81525954 8.15196427] : 72
O1 : [6.81525954 8.15196427 6.21185389] : 80
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [6.61719509 4.58588294 3.74848487] : 46
O1 : [4.58588294 3.74848487 6.61719509] : 42
O1 : [8.15196427 6.21185389 6.81525954] : 76
O1 : [7.00319046 3.54581427 6.21185389] : 69

ce_symbol  = TO_3:9
ce_fraction=  0.08454045906405408
species:coords:index
O1 : [3.74848487 6.61719509 4.58588294] : 37
O1 : [3.54581427 6.21185389 7.00319046] : 65
O1 : [6.21185389 6.81525954 8.15196427] : 72
O1 : [6.81525954 8.15196427 6.21185389] : 80
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [6.61719509 4.58588294 3.74848487] : 46
O1 : [4.58588294 3.74848487 6.61719509] : 42
O1 : [8.15196427 6.21185389 6.81525954] : 76
O1 : [7.00319046 3.54581427 6.21185389] : 69

ce_symbol  = TC:9
ce_fraction=  0.0021440656098659482
species:coords:index
O1 : [3.74848487 6.61719509 4.58588294] : 37
O1 : [3.54581427 6.21185389 7.00319046] : 65
O1 : [6.21185389 6.81525954 8.15196427] : 72
O1 : [6.81525954 8.15196427 6.21185389] : 80
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [6.61719509 4.58588294 3.74848487] : 46
O1 : [4.58588294 3.74848487 6.61719509] : 42
O1 : [8.15196427 6.21185389 6.81525954] : 76
O1 : [7.00319046 3.54581427 6.21185389] : 69


**isite= 9
Sr1 : [8.02372905 3.41757905 1.18857095]

ce_symbol  = TI:9
ce_fraction=  0.91331547532608
species:coords:index
O1 : [7.60659611 2.39704046 3.54581427] : 73
O1 : [5.66648573 3.00044611 2.20910954] : 77
O1 : [10.27263573  3.00044611  2.39704046] : 64
O1 : [10.06996513  2.59510491 -0.02026706] : 36
O1 : [7.00319046 1.06033573 1.60570389] : 83
O1 : [ 7.60659611  2.20910954 -1.06033573] : 62
O1 : [9.23256706 5.46381513 2.01104509] : 43
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [ 7.20125491  4.62641706 -0.85766513] : 45
!!!atention to nb coordination!!!
         [2.602324922709724, 2.602324922709724, 2.586886100429409, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.5149224880744256, 2.5868861004294077, 2.5149224880744248]
         [2.602324922709724, 2.602324922709724, 2.586886100429409, 2.514922488074425, 2.602324922709724, 2.586886100429408, 2.5149224880744256, 2.5868861004294077, 2.514922488074425]

ce_symbol  = TO_3:9
ce_fraction=  0.08454045906405389
species:coords:index
O1 : [7.60659611 2.39704046 3.54581427] : 73
O1 : [5.66648573 3.00044611 2.20910954] : 77
O1 : [10.27263573  3.00044611  2.39704046] : 64
O1 : [10.06996513  2.59510491 -0.02026706] : 36
O1 : [7.00319046 1.06033573 1.60570389] : 83
O1 : [ 7.60659611  2.20910954 -1.06033573] : 62
O1 : [9.23256706 5.46381513 2.01104509] : 43
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [ 7.20125491  4.62641706 -0.85766513] : 45
!!!atention to nb coordination!!!
         [2.602324922709724, 2.602324922709724, 2.586886100429409, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.5149224880744256, 2.5868861004294077, 2.5149224880744248]
         [2.602324922709724, 2.602324922709724, 2.586886100429409, 2.514922488074425, 2.602324922709724, 2.586886100429408, 2.5149224880744256, 2.5868861004294077, 2.514922488074425]

ce_symbol  = TC:9
ce_fraction=  0.002144065609866007
species:coords:index
O1 : [7.60659611 2.39704046 3.54581427] : 73
O1 : [5.66648573 3.00044611 2.20910954] : 77
O1 : [10.27263573  3.00044611  2.39704046] : 64
O1 : [10.06996513  2.59510491 -0.02026706] : 36
O1 : [7.00319046 1.06033573 1.60570389] : 83
O1 : [ 7.60659611  2.20910954 -1.06033573] : 62
O1 : [9.23256706 5.46381513 2.01104509] : 43
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [ 7.20125491  4.62641706 -0.85766513] : 45
!!!atention to nb coordination!!!
         [2.602324922709724, 2.602324922709724, 2.586886100429409, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.5149224880744256, 2.5868861004294077, 2.5149224880744248]
         [2.602324922709724, 2.602324922709724, 2.586886100429409, 2.514922488074425, 2.602324922709724, 2.586886100429408, 2.5149224880744256, 2.5868861004294077, 2.514922488074425]


**isite= 10
Sr1 : [1.18857095 8.02372905 3.41757905]

ce_symbol  = TI:9
ce_fraction=  0.9133154753260802
species:coords:index
O1 : [-1.06033573  7.60659611  2.20910954] : 67
O1 : [-0.85766513  7.20125491  4.62641706] : 39
O1 : [2.20910954 5.66648573 3.00044611] : 81
O1 : [-0.02026706 10.06996513  2.59510491] : 40
O1 : [1.60570389 7.00319046 1.06033573] : 74
O1 : [3.54581427 7.60659611 2.39704046] : 78
O1 : [1.60570389 6.81525954 5.66648573] : 61
O1 : [2.01104509 9.23256706 5.46381513] : 47
O1 : [ 2.39704046 10.27263573  3.00044611] : 68
!!!atention to nb coordination!!!
         [2.5868861004294086, 2.5149224880744248, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.602324922709724, 2.5868861004294077, 2.5149224880744256, 2.586886100429409]
         [2.586886100429408, 2.514922488074425, 2.602324922709724, 2.514922488074425, 2.602324922709724, 2.602324922709724, 2.5868861004294077, 2.5149224880744256, 2.586886100429409]

ce_symbol  = TO_3:9
ce_fraction=  0.08454045906405382
species:coords:index
O1 : [-1.06033573  7.60659611  2.20910954] : 67
O1 : [-0.85766513  7.20125491  4.62641706] : 39
O1 : [2.20910954 5.66648573 3.00044611] : 81
O1 : [-0.02026706 10.06996513  2.59510491] : 40
O1 : [1.60570389 7.00319046 1.06033573] : 74
O1 : [3.54581427 7.60659611 2.39704046] : 78
O1 : [1.60570389 6.81525954 5.66648573] : 61
O1 : [2.01104509 9.23256706 5.46381513] : 47
O1 : [ 2.39704046 10.27263573  3.00044611] : 68
!!!atention to nb coordination!!!
         [2.5868861004294086, 2.5149224880744248, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.602324922709724, 2.5868861004294077, 2.5149224880744256, 2.586886100429409]
         [2.586886100429408, 2.514922488074425, 2.602324922709724, 2.514922488074425, 2.602324922709724, 2.602324922709724, 2.5868861004294077, 2.5149224880744256, 2.586886100429409]

ce_symbol  = TC:9
ce_fraction=  0.0021440656098659448
species:coords:index
O1 : [-1.06033573  7.60659611  2.20910954] : 67
O1 : [-0.85766513  7.20125491  4.62641706] : 39
O1 : [2.20910954 5.66648573 3.00044611] : 81
O1 : [-0.02026706 10.06996513  2.59510491] : 40
O1 : [1.60570389 7.00319046 1.06033573] : 74
O1 : [3.54581427 7.60659611 2.39704046] : 78
O1 : [1.60570389 6.81525954 5.66648573] : 61
O1 : [2.01104509 9.23256706 5.46381513] : 47
O1 : [ 2.39704046 10.27263573  3.00044611] : 68
!!!atention to nb coordination!!!
         [2.5868861004294086, 2.5149224880744248, 2.602324922709724, 2.5149224880744256, 2.602324922709724, 2.602324922709724, 2.5868861004294077, 2.5149224880744256, 2.586886100429409]
         [2.586886100429408, 2.514922488074425, 2.602324922709724, 2.514922488074425, 2.602324922709724, 2.602324922709724, 2.5868861004294077, 2.5149224880744256, 2.586886100429409]


**isite= 11
Sr1 : [3.41757905 1.18857095 8.02372905]

ce_symbol  = TI:9
ce_fraction=  0.8725317326362484
species:coords:index
O1 : [ 4.62641706 -0.85766513  7.20125491] : 41
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [5.46381513 2.01104509 9.23256706] : 38
O1 : [3.00044611 2.20910954 5.66648573] : 75
O1 : [ 2.20910954 -1.06033573  7.60659611] : 71
O1 : [1.06033573 1.60570389 7.00319046] : 79
O1 : [ 2.59510491 -0.02026706 10.06996513] : 44
O1 : [ 3.00044611  2.39704046 10.27263573] : 60
O1 : [2.39704046 3.54581427 7.60659611] : 82
!!!atention to nb coordination!!!
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.602324922709724, 2.5149224880744256, 2.586886100429409, 2.602324922709724]
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.6023249227097245, 2.586886100429408, 2.602324922709724, 2.514922488074425, 2.586886100429409, 2.602324922709724]

ce_symbol  = TO_3:9
ce_fraction=  0.08076533817483728
species:coords:index
O1 : [ 4.62641706 -0.85766513  7.20125491] : 41
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [5.46381513 2.01104509 9.23256706] : 38
O1 : [3.00044611 2.20910954 5.66648573] : 75
O1 : [ 2.20910954 -1.06033573  7.60659611] : 71
O1 : [1.06033573 1.60570389 7.00319046] : 79
O1 : [ 2.59510491 -0.02026706 10.06996513] : 44
O1 : [ 3.00044611  2.39704046 10.27263573] : 60
O1 : [2.39704046 3.54581427 7.60659611] : 82
!!!atention to nb coordination!!!
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.602324922709724, 2.5149224880744256, 2.586886100429409, 2.602324922709724]
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.6023249227097245, 2.586886100429408, 2.602324922709724, 2.514922488074425, 2.586886100429409, 2.602324922709724]

ce_symbol  = TT_1:9
ce_fraction=  0.0443469627052666
species:coords:index
O1 : [ 4.62641706 -0.85766513  7.20125491] : 41
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [5.46381513 2.01104509 9.23256706] : 38
O1 : [3.00044611 2.20910954 5.66648573] : 75
O1 : [ 2.20910954 -1.06033573  7.60659611] : 71
O1 : [1.06033573 1.60570389 7.00319046] : 79
O1 : [ 2.59510491 -0.02026706 10.06996513] : 44
O1 : [ 3.00044611  2.39704046 10.27263573] : 60
O1 : [2.39704046 3.54581427 7.60659611] : 82
!!!atention to nb coordination!!!
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.602324922709724, 2.5149224880744256, 2.586886100429409, 2.602324922709724]
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.6023249227097245, 2.586886100429408, 2.602324922709724, 2.514922488074425, 2.586886100429409, 2.602324922709724]

ce_symbol  = TC:9
ce_fraction=  0.0020483232048534067
species:coords:index
O1 : [ 4.62641706 -0.85766513  7.20125491] : 41
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [5.46381513 2.01104509 9.23256706] : 38
O1 : [3.00044611 2.20910954 5.66648573] : 75
O1 : [ 2.20910954 -1.06033573  7.60659611] : 71
O1 : [1.06033573 1.60570389 7.00319046] : 79
O1 : [ 2.59510491 -0.02026706 10.06996513] : 44
O1 : [ 3.00044611  2.39704046 10.27263573] : 60
O1 : [2.39704046 3.54581427 7.60659611] : 82
!!!atention to nb coordination!!!
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.602324922709724, 2.5149224880744256, 2.586886100429409, 2.602324922709724]
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.6023249227097245, 2.586886100429408, 2.602324922709724, 2.514922488074425, 2.586886100429409, 2.602324922709724]

ce_symbol  = SMA:9
ce_fraction=  0.0003076432787944144
species:coords:index
O1 : [ 4.62641706 -0.85766513  7.20125491] : 41
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [5.46381513 2.01104509 9.23256706] : 38
O1 : [3.00044611 2.20910954 5.66648573] : 75
O1 : [ 2.20910954 -1.06033573  7.60659611] : 71
O1 : [1.06033573 1.60570389 7.00319046] : 79
O1 : [ 2.59510491 -0.02026706 10.06996513] : 44
O1 : [ 3.00044611  2.39704046 10.27263573] : 60
O1 : [2.39704046 3.54581427 7.60659611] : 82
!!!atention to nb coordination!!!
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.602324922709724, 2.5868861004294086, 2.602324922709724, 2.5149224880744256, 2.586886100429409, 2.602324922709724]
         [2.514922488074425, 2.5868861004294077, 2.5149224880744256, 2.6023249227097245, 2.586886100429408, 2.602324922709724, 2.514922488074425, 2.586886100429409, 2.602324922709724]


**isite= 12
B1 : [1.05296589 1.74849454 3.12020601]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [1.06033573 3.00044611 2.39704046] : 64
O1 : [-0.02026706  0.85766513  2.59510491] : 40
O1 : [2.39704046 1.06033573 3.00044611] : 68
O1 : [0.85766513 2.01104509 4.58588294] : 51
!!!atention to nb coordination!!!
         [1.4458234542550108, 1.4903480022826403, 1.5147413743439206, 1.5017603141966804]
         [1.4458234542550108, 1.4903480022826399, 1.5147413743439206, 1.5017603141966804]


**isite= 13
B1 : [3.55318411 7.46380546 7.72635601]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [4.62641706 8.35463487 7.20125491] : 41
O1 : [2.20910954 8.15196427 7.60659611] : 71
O1 : [3.54581427 6.21185389 7.00319046] : 65
O1 : [3.74848487 7.20125491 9.19203294] : 50


**isite= 14
B1 : [5.65911589 2.85765546 6.09209399]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [4.58588294 3.74848487 6.61719509] : 42
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [5.46381513 2.59510491 4.62641706] : 49
O1 : [7.00319046 3.54581427 6.21185389] : 69
!!!atention to nb coordination!!!
         [1.4903480022826399, 1.4458234542550108, 1.5017603141966804, 1.5147413743439206]
         [1.4903480022826399, 1.4458234542550108, 1.5017603141966807, 1.5147413743439206]


**isite= 15
B1 : [8.15933411 6.35464454 1.48594399]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [8.15196427 7.60659611 2.20910954] : 67
O1 : [9.23256706 5.46381513 2.01104509] : 43
O1 : [8.35463487 6.61719509 0.02026706] : 48


**isite= 16
B1 : [3.12020601 1.05296589 1.74849454]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [4.58588294 0.85766513 2.01104509] : 53
O1 : [3.00044611 2.39704046 1.06033573] : 60
O1 : [2.39704046 1.06033573 3.00044611] : 68
O1 : [ 2.59510491 -0.02026706  0.85766513] : 44
!!!atention to nb coordination!!!
         [1.5017603141966804, 1.5147413743439206, 1.445823454255011, 1.4903480022826403]
         [1.5017603141966804, 1.5147413743439206, 1.4458234542550108, 1.4903480022826399]


**isite= 17
B1 : [1.48594399 8.15933411 6.35464454]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [1.60570389 6.81525954 5.66648573] : 61
O1 : [2.20910954 8.15196427 7.60659611] : 71
O1 : [2.01104509 9.23256706 5.46381513] : 47
O1 : [0.02026706 8.35463487 6.61719509] : 52
!!!atention to nb coordination!!!
         [1.5147413743439195, 1.4458234542550117, 1.4903480022826414, 1.5017603141966804]
         [1.5147413743439195, 1.4458234542550117, 1.4903480022826412, 1.5017603141966804]


**isite= 18
B1 : [7.72635601 3.55318411 7.46380546]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [9.19203294 3.74848487 7.20125491] : 55
O1 : [7.60659611 2.20910954 8.15196427] : 62
O1 : [7.20125491 4.62641706 8.35463487] : 45
O1 : [7.00319046 3.54581427 6.21185389] : 69


**isite= 19
B1 : [6.09209399 5.65911589 2.85765546]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [4.62641706 5.46381513 2.59510491] : 54
O1 : [6.81525954 5.66648573 1.60570389] : 70
O1 : [6.61719509 4.58588294 3.74848487] : 46
!!!atention to nb coordination!!!
         [1.5147413743439206, 1.5017603141966807, 1.4458234542550108, 1.49034800228264]
         [1.5147413743439206, 1.5017603141966807, 1.4458234542550108, 1.4903480022826399]


**isite= 20
B1 : [1.74849454 3.12020601 1.05296589]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [1.06033573 3.00044611 2.39704046] : 64
O1 : [2.01104509 4.58588294 0.85766513] : 57
O1 : [3.00044611 2.39704046 1.06033573] : 60
O1 : [ 0.85766513  2.59510491 -0.02026706] : 36
!!!atention to nb coordination!!!
         [1.5147413743439206, 1.5017603141966804, 1.4458234542550108, 1.4903480022826403]
         [1.5147413743439206, 1.5017603141966804, 1.445823454255011, 1.4903480022826399]


**isite= 21
B1 : [6.35464454 1.48594399 8.15933411]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [5.66648573 1.60570389 6.81525954] : 66
O1 : [5.46381513 2.01104509 9.23256706] : 38
O1 : [7.60659611 2.20910954 8.15196427] : 62
O1 : [6.61719509 0.02026706 8.35463487] : 56
!!!atention to nb coordination!!!
         [1.5147413743439195, 1.4903480022826412, 1.4458234542550117, 1.5017603141966802]
         [1.5147413743439195, 1.4903480022826412, 1.4458234542550117, 1.5017603141966804]


**isite= 22
B1 : [7.46380546 7.72635601 3.55318411]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [7.20125491 9.19203294 3.74848487] : 59
O1 : [8.35463487 7.20125491 4.62641706] : 39
O1 : [6.21185389 7.00319046 3.54581427] : 63
O1 : [8.15196427 7.60659611 2.20910954] : 67
!!!atention to nb coordination!!!
         [1.5017603141966798, 1.4903480022826396, 1.4458234542550115, 1.5147413743439204]
         [1.5017603141966798, 1.4903480022826396, 1.4458234542550117, 1.5147413743439204]


**isite= 23
B1 : [2.85765546 6.09209399 5.65911589]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [3.54581427 6.21185389 7.00319046] : 65
O1 : [2.59510491 4.62641706 5.46381513] : 58
O1 : [1.60570389 6.81525954 5.66648573] : 61
O1 : [3.74848487 6.61719509 4.58588294] : 37
!!!atention to nb coordination!!!
         [1.5147413743439206, 1.5017603141966804, 1.4458234542550108, 1.4903480022826399]
         [1.5147413743439206, 1.5017603141966807, 1.4458234542550108, 1.4903480022826399]


**isite= 24
B1 : [8.15933411 7.46380546 6.09209399]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [6.81525954 8.15196427 6.21185389] : 80
O1 : [8.35463487 7.20125491 4.62641706] : 39
O1 : [8.15196427 6.21185389 6.81525954] : 76
O1 : [9.23256706 8.35463487 6.61719509] : 52
!!!atention to nb coordination!!!
         [1.514741374343919, 1.5017603141966807, 1.4458234542550115, 1.4903480022826412]
         [1.5147413743439193, 1.5017603141966807, 1.4458234542550115, 1.4903480022826412]


**isite= 25
B1 : [5.65911589 1.74849454 1.48594399]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [5.46381513 2.01104509 0.02026706] : 38
O1 : [7.00319046 1.06033573 1.60570389] : 83
O1 : [5.66648573 3.00044611 2.20910954] : 77
O1 : [4.58588294 0.85766513 2.01104509] : 53


**isite= 26
B1 : [3.55318411 6.35464454 3.12020601]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [2.20910954 5.66648573 3.00044611] : 81
O1 : [3.74848487 6.61719509 4.58588294] : 37
O1 : [4.62641706 5.46381513 2.59510491] : 54
O1 : [3.54581427 7.60659611 2.39704046] : 78
!!!atention to nb coordination!!!
         [1.5147413743439209, 1.5017603141966804, 1.4903480022826396, 1.4458234542550115]
         [1.5147413743439209, 1.5017603141966807, 1.4903480022826396, 1.4458234542550115]


**isite= 27
B1 : [1.05296589 2.85765546 7.72635601]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [1.06033573 1.60570389 7.00319046] : 79
O1 : [-0.02026706  3.74848487  7.20125491] : 55
O1 : [2.39704046 3.54581427 7.60659611] : 82
O1 : [0.85766513 2.59510491 9.19203294] : 36
!!!atention to nb coordination!!!
         [1.4458234542550108, 1.4903480022826403, 1.5147413743439209, 1.5017603141966795]
         [1.4458234542550108, 1.4903480022826399, 1.5147413743439209, 1.5017603141966795]


**isite= 28
B1 : [6.09209399 8.15933411 7.46380546]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [6.21185389 6.81525954 8.15196427] : 72
O1 : [6.61719509 9.23256706 8.35463487] : 56
O1 : [4.62641706 8.35463487 7.20125491] : 41
O1 : [6.81525954 8.15196427 6.21185389] : 80
!!!atention to nb coordination!!!
         [1.514741374343919, 1.4903480022826412, 1.5017603141966809, 1.4458234542550115]
         [1.5147413743439193, 1.4903480022826412, 1.5017603141966809, 1.4458234542550115]


**isite= 29
B1 : [7.72635601 1.05296589 2.85765546]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [7.60659611 2.39704046 3.54581427] : 73
O1 : [7.00319046 1.06033573 1.60570389] : 83
O1 : [ 7.20125491 -0.02026706  3.74848487] : 59
O1 : [9.19203294 0.85766513 2.59510491] : 40
!!!atention to nb coordination!!!
         [1.5147413743439209, 1.4458234542550108, 1.4903480022826405, 1.5017603141966795]
         [1.5147413743439209, 1.4458234542550108, 1.4903480022826399, 1.5017603141966795]


**isite= 30
B1 : [1.48594399 5.65911589 1.74849454]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [1.60570389 7.00319046 1.06033573] : 74
O1 : [0.02026706 5.46381513 2.01104509] : 43
O1 : [2.20910954 5.66648573 3.00044611] : 81
O1 : [2.01104509 4.58588294 0.85766513] : 57


**isite= 31
B1 : [3.12020601 3.55318411 6.35464454]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [3.00044611 2.20910954 5.66648573] : 75
O1 : [2.39704046 3.54581427 7.60659611] : 82
O1 : [4.58588294 3.74848487 6.61719509] : 42
O1 : [2.59510491 4.62641706 5.46381513] : 58


**isite= 32
B1 : [7.46380546 6.09209399 8.15933411]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [8.35463487 6.61719509 9.23256706] : 48
O1 : [8.15196427 6.21185389 6.81525954] : 76
O1 : [6.21185389 6.81525954 8.15196427] : 72
O1 : [7.20125491 4.62641706 8.35463487] : 45
!!!atention to nb coordination!!!
         [1.4903480022826412, 1.514741374343919, 1.4458234542550115, 1.5017603141966807]
         [1.4903480022826412, 1.5147413743439193, 1.4458234542550117, 1.5017603141966809]


**isite= 33
B1 : [2.85765546 7.72635601 1.05296589]

ce_symbol  = T:4
ce_fraction=  1.0
