cif name= ./4338443.cif
./4338443.cif
Full Formula (Li24 B16 O36)
O1 : [ 2.27065224 21.06998673 -1.37610327] : 57
O1 : [ 2.52718175 23.96815239 -1.07576109] : 41
O1 : [ 4.11107825 22.75384761  1.07576109] : 43
O1 : [ 0.79194825 22.75384761  1.07576109] : 43
!!!atention to nb coordination!!!
         [2.3827481973597298, 1.9723026327719388, 1.9689324920981863, 1.9595030136590739, 1.9768438272826327]
         [2.3827481973597333, 1.9723026327719408, 1.9689324920981872, 1.9595030136590732, 1.976843827282632]

ce_symbol  = T:4
ce_fraction=  0.008587412361596226
species:coords:index
O1 : [ 2.27065224 21.06998673 -1.37610327] : 57
O1 : [ 2.52718175 23.96815239 -1.07576109] : 41
O1 : [ 4.11107825 22.75384761  1.07576109] : 43
O1 : [ 0.79194825 22.75384761  1.07576109] : 43
!!!atention to nb coordination!!!
         [1.9723026327719388, 1.9689324920981863, 1.9595030136590739, 1.9768438272826327]
         [1.9723026327719408, 1.9689324920981872, 1.9595030136590732, 1.976843827282632]


**isite= 12
Li1 : [1.07562483 8.32959816 0.19852042]

ce_symbol  = T:5
ce_fraction=  0.9907857614568346
species:coords:index
O1 : [ 1.09051188 10.07886984  1.33767996] : 46
O1 : [ 2.74131287  8.77602687 -0.87394725] : 52
O1 : [1.18271795 6.95573775 1.7163325 ] : 71
O1 : [ 1.03327406  6.25864551 -0.55155741] : 75
O1 : [-0.57781713  8.77602687 -0.87394725] : 52
!!!atention to nb coordination!!!
         [2.087548204285805, 2.0307639281989514, 2.050052407062556, 2.2030104890824496, 2.0207315005832633]
         [2.087548204285804, 2.0307639281989514, 2.0500524070625574, 2.203010489082451, 2.020731500583264]

ce_symbol  = S:5
ce_fraction=  0.00921423854316544
species:coords:index
O1 : [ 1.09051188 10.07886984  1.33767996] : 46
O1 : [ 2.74131287  8.77602687 -0.87394725] : 52
O1 : [1.18271795 6.95573775 1.7163325 ] : 71
O1 : [ 1.03327406  6.25864551 -0.55155741] : 75
O1 : [-0.57781713  8.77602687 -0.87394725] : 52
!!!atention to nb coordination!!!
         [2.087548204285805, 2.0307639281989514, 2.050052407062556, 2.2030104890824496, 2.0207315005832633]
         [2.087548204285804, 2.0307639281989514, 2.0500524070625574, 2.203010489082451, 2.020731500583264]


**isite= 13
Li1 : [ 0.79565365 20.01009816  4.37568271]

ce_symbol  = T:5
ce_fraction=  0.9907857614568344
species:coords:index
O1 : [ 2.44909561 20.45652687  5.44815037] : 53
O1 : [ 0.78076661 21.75936984  3.23652316] : 47
O1 : [-0.87003439 20.45652687  5.44815037] : 53
O1 : [ 0.83800443 17.93914551  5.12576054] : 74
O1 : [ 0.68856054 18.63623775  2.85787063] : 70
!!!atention to nb coordination!!!
         [2.020731500583265, 2.0875482042858033, 2.030763928198953, 2.203010489082451, 2.050052407062556]
         [2.0207315005832642, 2.0875482042858007, 2.0307639281989514, 2.2030104890824536, 2.0500524070625588]

ce_symbol  = S:5
ce_fraction=  0.009214238543165613
species:coords:index
O1 : [ 2.44909561 20.45652687  5.44815037] : 53
O1 : [ 0.78076661 21.75936984  3.23652316] : 47
O1 : [-0.87003439 20.45652687  5.44815037] : 53
O1 : [ 0.83800443 17.93914551  5.12576054] : 74
O1 : [ 0.68856054 18.63623775  2.85787063] : 70
!!!atention to nb coordination!!!
         [2.020731500583265, 2.0875482042858033, 2.030763928198953, 2.203010489082451, 2.050052407062556]
         [2.0207315005832642, 2.0875482042858007, 2.0307639281989514, 2.2030104890824536, 2.0500524070625588]


**isite= 14
Li1 : [-0.65219787 15.03140184  8.94988583]

ce_symbol  = T:5
ce_fraction=  0.9907857614568346
species:coords:index
O1 : [-0.75929098 16.40526225  7.43207375] : 69
O1 : [-0.66708491 13.28213016  7.81072628] : 44
O1 : [ 1.00124409 14.58497313 10.02235349] : 54
O1 : [-0.60984709 17.10235449  9.69996366] : 73
O1 : [-2.31788591 14.58497313 10.02235349] : 54
!!!atention to nb coordination!!!
         [2.050052407062556, 2.0875482042858042, 2.0207315005832625, 2.20301048908245, 2.0307639281989505]
         [2.0500524070625565, 2.0875482042858042, 2.0207315005832633, 2.20301048908245, 2.030763928198951]

ce_symbol  = S:5
ce_fraction=  0.009214238543165413
species:coords:index
O1 : [-0.75929098 16.40526225  7.43207375] : 69
O1 : [-0.66708491 13.28213016  7.81072628] : 44
O1 : [ 1.00124409 14.58497313 10.02235349] : 54
O1 : [-0.60984709 17.10235449  9.69996366] : 73
O1 : [-2.31788591 14.58497313 10.02235349] : 54
!!!atention to nb coordination!!!
         [2.050052407062556, 2.0875482042858042, 2.0207315005832625, 2.20301048908245, 2.0307639281989505]
         [2.0500524070625565, 2.0875482042858042, 2.0207315005832633, 2.20301048908245, 2.030763928198951]


**isite= 15
Li1 : [-0.37222668  3.35090184  4.77272354]

ce_symbol  = T:5
ce_fraction=  0.9907857614568345
species:coords:index
O1 : [-2.02566864  2.90447313  3.70025587] : 55
O1 : [-0.41457746  5.42185449  4.02264571] : 72
O1 : [-0.26513357  4.72476225  6.29053562] : 68
O1 : [1.29346136 2.90447313 3.70025587] : 55
O1 : [-0.35733964  1.60163016  5.91188308] : 45
!!!atention to nb coordination!!!
         [2.020731500583263, 2.203010489082452, 2.0500524070625574, 2.0307639281989514, 2.087548204285801]
         [2.020731500583264, 2.2030104890824513, 2.050052407062557, 2.0307639281989514, 2.0875482042858007]

ce_symbol  = S:5
ce_fraction=  0.009214238543165576
species:coords:index
O1 : [-2.02566864  2.90447313  3.70025587] : 55
O1 : [-0.41457746  5.42185449  4.02264571] : 72
O1 : [-0.26513357  4.72476225  6.29053562] : 68
O1 : [1.29346136 2.90447313 3.70025587] : 55
O1 : [-0.35733964  1.60163016  5.91188308] : 45
!!!atention to nb coordination!!!
         [2.020731500583263, 2.203010489082452, 2.0500524070625574, 2.0307639281989514, 2.087548204285801]
         [2.020731500583264, 2.2030104890824513, 2.050052407062557, 2.0307639281989514, 2.0875482042858007]


**isite= 16
Li1 : [-0.19595667  6.91438878  7.77797499]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [-0.15439016  8.77602687  8.274459  ] : 52
O1 : [-0.28673586  7.02418548  5.83814693] : 60
O1 : [1.45670103 6.25864551 8.59684883] : 75
O1 : [-1.86242897  6.25864551  8.59684883] : 75
!!!atention to nb coordination!!!
         [1.9271534765131328, 1.9450524623336138, 1.9575063364229088, 1.969183474733025]
         [1.927153476513131, 1.9450524623336138, 1.9575063364229088, 1.9691834747330244]


**isite= 17
Li1 : [-0.82846788 18.59488878  5.94463438]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [-2.48112557 17.93914551  5.12576054] : 74
O1 : [-0.87003439 20.45652687  5.44815037] : 53
O1 : [ 0.83800443 17.93914551  5.12576054] : 74
O1 : [-0.73768869 18.70468548  7.88446244] : 61
!!!atention to nb coordination!!!
         [1.9575063364229073, 1.9271534765131348, 1.9691834747330235, 1.945052462333615]
         [1.9575063364229093, 1.9271534765131315, 1.969183474733025, 1.9450524623336136]


**isite= 18
Li1 : [ 0.61938363 16.44661122  1.37043126]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 0.57781713 14.58497313  0.87394725] : 54
O1 : [-1.03327406 17.10235449  0.55155741] : 73
O1 : [ 2.28585594 17.10235449  0.55155741] : 73
O1 : [ 0.71016283 16.33681452  3.31025932] : 62
!!!atention to nb coordination!!!
         [1.9271534765131297, 1.9575063364229077, 1.969183474733024, 1.9450524623336136]
         [1.9271534765131315, 1.957506336422908, 1.9691834747330237, 1.9450524623336138]


**isite= 19
Li1 : [1.25189485 4.76611122 3.20377187]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [1.16111566 4.65631452 1.26394381] : 63
O1 : [2.90455254 5.42185449 4.02264571] : 72
O1 : [-0.41457746  5.42185449  4.02264571] : 72
O1 : [1.29346136 2.90447313 3.70025587] : 55
!!!atention to nb coordination!!!
         [1.945052462333614, 1.9575063364229086, 1.9691834747330248, 1.9271534765131304]
         [1.945052462333614, 1.9575063364229088, 1.9691834747330244, 1.9271534765131308]


**isite= 20
Li1 : [-0.48088218  6.8704701   2.7765413 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [-2.13641205  6.95573775  1.7163325 ] : 71
O1 : [-0.51773081  8.40225087  3.85925517] : 64
O1 : [-0.41457746  5.42185449  4.02264571] : 72
O1 : [1.18271795 6.95573775 1.7163325 ] : 71
!!!atention to nb coordination!!!
         [1.9677633055053352, 1.8761608387076953, 1.9119779587265706, 1.9745578389402598]
         [1.9677633055053352, 1.876160838707694, 1.9119779587265713, 1.9745578389402596]


**isite= 21
Li1 : [ 2.35216067 18.5509701   1.79766183]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 0.68856054 18.63623775  2.85787063] : 70
O1 : [ 4.00769054 18.63623775  2.85787063] : 70
O1 : [ 2.38900929 20.08275087  0.71494795] : 65
O1 : [ 2.28585594 17.10235449  0.55155741] : 73
!!!atention to nb coordination!!!
         [1.9745578389402598, 1.9677633055053352, 1.876160838707696, 1.9119779587265726]
         [1.9745578389402596, 1.9677633055053352, 1.8761608387076933, 1.9119779587265726]


**isite= 22
Li1 : [ 0.90430915 16.4905299   6.37186495]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [-0.75929098 16.40526225  7.43207375] : 69
O1 : [ 0.94115778 14.95874913  5.28915107] : 66
O1 : [ 2.55983902 16.40526225  7.43207375] : 69
O1 : [ 0.83800443 17.93914551  5.12576054] : 74
!!!atention to nb coordination!!!
         [1.9745578389402612, 1.8761608387076918, 1.9677633055053358, 1.9119779587265717]
         [1.9745578389402603, 1.8761608387076947, 1.9677633055053354, 1.9119779587265697]


**isite= 23
Li1 : [-1.9287337   4.8100299   7.35074442]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [-3.58426357  4.72476225  6.29053562] : 68
O1 : [-0.26513357  4.72476225  6.29053562] : 68
O1 : [-1.86242897  6.25864551  8.59684883] : 75
O1 : [-1.96558232  3.27824913  8.4334583 ] : 67
!!!atention to nb coordination!!!
         [1.9677633055053356, 1.97455783894026, 1.9119779587265728, 1.8761608387076927]
         [1.9677633055053356, 1.97455783894026, 1.911977958726571, 1.8761608387076936]


**isite= 24
B1 : [-0.53459524 12.21710217  6.97291524]

ce_symbol  = TL:3
ce_fraction=  0.9990988849334658
species:coords:index
O1 : [-0.66708491 13.28213016  7.81072628] : 44
O1 : [-0.18464798 11.0100393   7.65657564] : 48
O1 : [-0.65590327 12.28765239  5.64996421] : 40
!!!atention to nb coordination!!!
         [1.3615305639621968, 1.4306835432088925, 1.3303730271649499]
         [1.3615305639621968, 1.4306835432088938, 1.3303730271649499]

ce_symbol  = TY:3
ce_fraction=  0.0009011150665342326
species:coords:index
O1 : [-0.66708491 13.28213016  7.81072628] : 44
O1 : [-0.18464798 11.0100393   7.65657564] : 48
O1 : [-0.65590327 12.28765239  5.64996421] : 40
!!!atention to nb coordination!!!
         [1.3615305639621968, 1.4306835432088925, 1.3303730271649499]
         [1.3615305639621968, 1.4306835432088938, 1.3303730271649499]


**isite= 25
B1 : [-0.4898293   0.53660217  6.74969413]

ce_symbol  = TL:3
ce_fraction=  0.9990988849334659
species:coords:index
O1 : [-0.35733964  1.60163016  5.91188308] : 45
O1 : [-0.83977657 -0.6704607   6.06603373] : 49
O1 : [-0.36852128  0.60715239  8.07264516] : 41
!!!atention to nb coordination!!!
         [1.3615305639621988, 1.4306835432088905, 1.3303730271649516]
         [1.3615305639621993, 1.4306835432088933, 1.3303730271649499]

ce_symbol  = TY:3
ce_fraction=  0.0009011150665341765
species:coords:index
O1 : [-0.35733964  1.60163016  5.91188308] : 45
O1 : [-0.83977657 -0.6704607   6.06603373] : 49
O1 : [-0.36852128  0.60715239  8.07264516] : 41
!!!atention to nb coordination!!!
         [1.3615305639621988, 1.4306835432088905, 1.3303730271649516]
         [1.3615305639621993, 1.4306835432088933, 1.3303730271649499]


**isite= 26
B1 : [ 0.95802221 11.14389783  2.17549101]

ce_symbol  = TL:3
ce_fraction=  0.9990988849334658
species:coords:index
O1 : [ 1.09051188 10.07886984  1.33767996] : 46
O1 : [ 0.60807495 12.3509607   1.49183061] : 50
O1 : [ 1.07933024 11.07334761  3.49844203] : 42
!!!atention to nb coordination!!!
         [1.3615305639621957, 1.430683543208895, 1.3303730271649503]
         [1.361530563962197, 1.4306835432088938, 1.3303730271649499]

ce_symbol  = TY:3
ce_fraction=  0.0009011150665342248
species:coords:index
O1 : [ 1.09051188 10.07886984  1.33767996] : 46
O1 : [ 0.60807495 12.3509607   1.49183061] : 50
O1 : [ 1.07933024 11.07334761  3.49844203] : 42
!!!atention to nb coordination!!!
         [1.3615305639621957, 1.430683543208895, 1.3303730271649503]
         [1.361530563962197, 1.4306835432088938, 1.3303730271649499]


**isite= 27
B1 : [ 0.91325627 22.82439783  2.39871212]

ce_symbol  = TL:3
ce_fraction=  0.9990988849334659
species:coords:index
O1 : [ 1.26320354 24.0314607   3.08237252] : 51
O1 : [ 0.79194825 22.75384761  1.07576109] : 43
O1 : [ 0.78076661 21.75936984  3.23652316] : 47
!!!atention to nb coordination!!!
         [1.4306835432088938, 1.3303730271649497, 1.361530563962196]
         [1.4306835432088938, 1.3303730271649499, 1.3615305639621986]

ce_symbol  = TY:3
ce_fraction=  0.0009011150665342062
species:coords:index
O1 : [ 1.26320354 24.0314607   3.08237252] : 51
O1 : [ 0.79194825 22.75384761  1.07576109] : 43
O1 : [ 0.78076661 21.75936984  3.23652316] : 47
!!!atention to nb coordination!!!
         [1.4306835432088938, 1.3303730271649497, 1.361530563962196]
         [1.4306835432088938, 1.3303730271649499, 1.3615305639621986]


**isite= 28
B1 : [-0.24067881  9.66327765  7.29219462]

ce_symbol  = TL:3
ce_fraction=  0.9994947703878279
species:coords:index
O1 : [-0.15439016  8.77602687  8.274459  ] : 52
O1 : [-0.39937376  9.38948673  5.95030639] : 56
O1 : [-0.18464798 11.0100393   7.65657564] : 48
!!!atention to nb coordination!!!
         [1.3264625843639613, 1.378698506622031, 1.396309394132663]
         [1.3264625843639626, 1.3786985066220319, 1.396309394132661]

ce_symbol  = TY:3
ce_fraction=  0.0005051621147967166
species:coords:index
O1 : [-0.15439016  8.77602687  8.274459  ] : 52
O1 : [-0.39937376  9.38948673  5.95030639] : 56
O1 : [-0.18464798 11.0100393   7.65657564] : 48
!!!atention to nb coordination!!!
         [1.3264625843639613, 1.378698506622031, 1.396309394132663]
         [1.3264625843639626, 1.3786985066220319, 1.396309394132661]

ce_symbol  = TS:3
ce_fraction=  6.749737549481921e-08
species:coords:index
O1 : [-0.15439016  8.77602687  8.274459  ] : 52
O1 : [-0.39937376  9.38948673  5.95030639] : 56
O1 : [-0.18464798 11.0100393   7.65657564] : 48
!!!atention to nb coordination!!!
         [1.3264625843639613, 1.378698506622031, 1.396309394132663]
         [1.3264625843639626, 1.3786985066220319, 1.396309394132661]


**isite= 29
B1 : [-0.78374574 21.34377765  6.43041475]

ce_symbol  = TL:3
ce_fraction=  0.9994947703878279
species:coords:index
O1 : [-0.83977657 22.6905393   6.06603373] : 49
O1 : [-0.87003439 20.45652687  5.44815037] : 53
O1 : [-0.62505079 21.06998673  7.77230298] : 57
!!!atention to nb coordination!!!
         [1.396309394132664, 1.3264625843639577, 1.3786985066220312]
         [1.396309394132661, 1.3264625843639606, 1.3786985066220319]

ce_symbol  = TY:3
ce_fraction=  0.000505162114796737
species:coords:index
O1 : [-0.83977657 22.6905393   6.06603373] : 49
O1 : [-0.87003439 20.45652687  5.44815037] : 53
O1 : [-0.62505079 21.06998673  7.77230298] : 57
!!!atention to nb coordination!!!
         [1.396309394132664, 1.3264625843639577, 1.3786985066220312]
         [1.396309394132661, 1.3264625843639606, 1.3786985066220319]

ce_symbol  = TS:3
ce_fraction=  6.749737549482194e-08
species:coords:index
O1 : [-0.83977657 22.6905393   6.06603373] : 49
O1 : [-0.87003439 20.45652687  5.44815037] : 53
O1 : [-0.62505079 21.06998673  7.77230298] : 57
!!!atention to nb coordination!!!
         [1.396309394132664, 1.3264625843639577, 1.3786985066220312]
         [1.396309394132661, 1.3264625843639606, 1.3786985066220319]


**isite= 30
B1 : [ 0.66410578 13.69772235  1.85621163]

ce_symbol  = TL:3
ce_fraction=  0.9994947703878279
species:coords:index
O1 : [ 0.60807495 12.3509607   1.49183061] : 50
O1 : [ 0.82280073 13.97151327  3.19809986] : 58
O1 : [ 0.57781713 14.58497313  0.87394725] : 54
!!!atention to nb coordination!!!
         [1.3963093941326594, 1.3786985066220325, 1.3264625843639635]
         [1.3963093941326612, 1.3786985066220319, 1.3264625843639624]

ce_symbol  = TY:3
ce_fraction=  0.0005051621147967188
species:coords:index
O1 : [ 0.60807495 12.3509607   1.49183061] : 50
O1 : [ 0.82280073 13.97151327  3.19809986] : 58
O1 : [ 0.57781713 14.58497313  0.87394725] : 54
!!!atention to nb coordination!!!
         [1.3963093941326594, 1.3786985066220325, 1.3264625843639635]
         [1.3963093941326612, 1.3786985066220319, 1.3264625843639624]

ce_symbol  = TS:3
ce_fraction=  6.749737549480611e-08
species:coords:index
O1 : [ 0.60807495 12.3509607   1.49183061] : 50
O1 : [ 0.82280073 13.97151327  3.19809986] : 58
O1 : [ 0.57781713 14.58497313  0.87394725] : 54
!!!atention to nb coordination!!!
         [1.3963093941326594, 1.3786985066220325, 1.3264625843639635]
         [1.3963093941326612, 1.3786985066220319, 1.3264625843639624]


**isite= 31
B1 : [1.20717271 2.01722235 2.7179915 ]

ce_symbol  = TL:3
ce_fraction=  0.9994947703878279
species:coords:index
O1 : [1.04847776 2.29101327 1.37610327] : 59
O1 : [1.26320354 0.6704607  3.08237252] : 51
O1 : [1.29346136 2.90447313 3.70025587] : 55
!!!atention to nb coordination!!!
         [1.3786985066220316, 1.3963093941326619, 1.3264625843639632]
         [1.3786985066220316, 1.396309394132662, 1.3264625843639626]

ce_symbol  = TY:3
ce_fraction=  0.0005051621147967213
species:coords:index
O1 : [1.04847776 2.29101327 1.37610327] : 59
O1 : [1.26320354 0.6704607  3.08237252] : 51
O1 : [1.29346136 2.90447313 3.70025587] : 55
!!!atention to nb coordination!!!
         [1.3786985066220316, 1.3963093941326619, 1.3264625843639632]
         [1.3786985066220316, 1.396309394132662, 1.3264625843639626]

ce_symbol  = TS:3
ce_fraction=  6.749737549481575e-08
species:coords:index
O1 : [1.04847776 2.29101327 1.37610327] : 59
O1 : [1.26320354 0.6704607  3.08237252] : 51
O1 : [1.29346136 2.90447313 3.70025587] : 55
!!!atention to nb coordination!!!
         [1.3786985066220316, 1.3963093941326619, 1.3264625843639632]
         [1.3786985066220316, 1.396309394132662, 1.3264625843639626]


**isite= 32
B1 : [-0.41045136  8.22353922  5.15878628]

ce_symbol  = TL:3
ce_fraction=  0.999141197266475
species:coords:index
O1 : [-0.28673586  7.02418548  5.83814693] : 60
O1 : [-0.51773081  8.40225087  3.85925517] : 64
O1 : [-0.39937376  9.38948673  5.95030639] : 56
!!!atention to nb coordination!!!
         [1.3839385132953854, 1.3161412660785163, 1.4092765489125536]
         [1.383938513295386, 1.3161412660785161, 1.4092765489125532]

ce_symbol  = TY:3
ce_fraction=  0.0008582377317372939
species:coords:index
O1 : [-0.28673586  7.02418548  5.83814693] : 60
O1 : [-0.51773081  8.40225087  3.85925517] : 64
O1 : [-0.39937376  9.38948673  5.95030639] : 56
!!!atention to nb coordination!!!
         [1.3839385132953854, 1.3161412660785163, 1.4092765489125536]
         [1.383938513295386, 1.3161412660785161, 1.4092765489125532]

ce_symbol  = TS:3
ce_fraction=  5.650017876811644e-07
species:coords:index
O1 : [-0.28673586  7.02418548  5.83814693] : 60
O1 : [-0.51773081  8.40225087  3.85925517] : 64
O1 : [-0.39937376  9.38948673  5.95030639] : 56
!!!atention to nb coordination!!!
         [1.3839385132953854, 1.3161412660785163, 1.4092765489125536]
         [1.383938513295386, 1.3161412660785161, 1.4092765489125532]


**isite= 33
B1 : [-0.61397319 19.90403922  8.56382309]

ce_symbol  = TL:3
ce_fraction=  0.999141197266475
species:coords:index
O1 : [-0.62505079 21.06998673  7.77230298] : 57
O1 : [-0.50669374 20.08275087  9.86335419] : 65
O1 : [-0.73768869 18.70468548  7.88446244] : 61
!!!atention to nb coordination!!!
         [1.409276548912556, 1.316141266078517, 1.3839385132953834]
         [1.4092765489125532, 1.3161412660785166, 1.383938513295387]

ce_symbol  = TY:3
ce_fraction=  0.0008582377317372903
species:coords:index
O1 : [-0.62505079 21.06998673  7.77230298] : 57
O1 : [-0.50669374 20.08275087  9.86335419] : 65
O1 : [-0.73768869 18.70468548  7.88446244] : 61
!!!atention to nb coordination!!!
         [1.409276548912556, 1.316141266078517, 1.3839385132953834]
         [1.4092765489125532, 1.3161412660785166, 1.383938513295387]

ce_symbol  = TS:3
ce_fraction=  5.650017876811403e-07
species:coords:index
O1 : [-0.62505079 21.06998673  7.77230298] : 57
O1 : [-0.50669374 20.08275087  9.86335419] : 65
O1 : [-0.73768869 18.70468548  7.88446244] : 61
!!!atention to nb coordination!!!
         [1.409276548912556, 1.316141266078517, 1.3839385132953834]
         [1.4092765489125532, 1.3161412660785166, 1.383938513295387]


**isite= 34
B1 : [ 0.83387833 15.13746078  3.98961996]

ce_symbol  = TL:3
ce_fraction=  0.999141197266475
species:coords:index
O1 : [ 0.94115778 14.95874913  5.28915107] : 66
O1 : [ 0.71016283 16.33681452  3.31025932] : 62
O1 : [ 0.82280073 13.97151327  3.19809986] : 58
!!!atention to nb coordination!!!
         [1.3161412660785148, 1.383938513295389, 1.4092765489125514]
         [1.3161412660785152, 1.3839385132953859, 1.4092765489125532]

ce_symbol  = TY:3
ce_fraction=  0.0008582377317373039
species:coords:index
O1 : [ 0.94115778 14.95874913  5.28915107] : 66
O1 : [ 0.71016283 16.33681452  3.31025932] : 62
O1 : [ 0.82280073 13.97151327  3.19809986] : 58
!!!atention to nb coordination!!!
         [1.3161412660785148, 1.383938513295389, 1.4092765489125514]
         [1.3161412660785152, 1.3839385132953859, 1.4092765489125532]

ce_symbol  = TS:3
ce_fraction=  5.650017876811946e-07
species:coords:index
O1 : [ 0.94115778 14.95874913  5.28915107] : 66
O1 : [ 0.71016283 16.33681452  3.31025932] : 62
O1 : [ 0.82280073 13.97151327  3.19809986] : 58
!!!atention to nb coordination!!!
         [1.3161412660785148, 1.383938513295389, 1.4092765489125514]
         [1.3161412660785152, 1.3839385132953859, 1.4092765489125532]


**isite= 35
B1 : [1.03740016 3.45696078 0.58458316]

ce_symbol  = TL:3
ce_fraction=  0.999141197266475
species:coords:index
O1 : [ 0.93012071  3.27824913 -0.71494795] : 67
O1 : [1.16111566 4.65631452 1.26394381] : 63
O1 : [1.04847776 2.29101327 1.37610327] : 59
!!!atention to nb coordination!!!
         [1.3161412660785163, 1.3839385132953865, 1.4092765489125545]
         [1.316141266078516, 1.3839385132953856, 1.4092765489125545]

ce_symbol  = TY:3
ce_fraction=  0.0008582377317373109
species:coords:index
O1 : [ 0.93012071  3.27824913 -0.71494795] : 67
O1 : [1.16111566 4.65631452 1.26394381] : 63
O1 : [1.04847776 2.29101327 1.37610327] : 59
!!!atention to nb coordination!!!
         [1.3161412660785163, 1.3839385132953865, 1.4092765489125545]
         [1.316141266078516, 1.3839385132953856, 1.4092765489125545]

ce_symbol  = TS:3
ce_fraction=  5.650017876812301e-07
species:coords:index
O1 : [ 0.93012071  3.27824913 -0.71494795] : 67
O1 : [1.16111566 4.65631452 1.26394381] : 63
O1 : [1.04847776 2.29101327 1.37610327] : 59
!!!atention to nb coordination!!!
         [1.3161412660785163, 1.3839385132953865, 1.4092765489125545]
         [1.316141266078516, 1.3839385132953856, 1.4092765489125545]


**isite= 36
B1 : [-0.32814242  5.6813952   5.33077632]

ce_symbol  = TL:3
ce_fraction=  0.9995951908035995
species:coords:index
O1 : [-0.41457746  5.42185449  4.02264571] : 72
O1 : [-0.28673586  7.02418548  5.83814693] : 60
O1 : [-0.26513357  4.72476225  6.29053562] : 68
!!!atention to nb coordination!!!
         [1.3364273590998652, 1.4360449769121717, 1.3565598508361205]
         [1.3364273590998654, 1.4360449769121706, 1.356559850836121]

ce_symbol  = TY:3
ce_fraction=  0.00040480919640059897
species:coords:index
O1 : [-0.41457746  5.42185449  4.02264571] : 72
O1 : [-0.28673586  7.02418548  5.83814693] : 60
O1 : [-0.26513357  4.72476225  6.29053562] : 68
!!!atention to nb coordination!!!
         [1.3364273590998652, 1.4360449769121717, 1.3565598508361205]
         [1.3364273590998654, 1.4360449769121706, 1.356559850836121]


**isite= 37
B1 : [-0.69628213 17.3618952   8.39183305]

ce_symbol  = TL:3
ce_fraction=  0.9995951908035995
species:coords:index
O1 : [-0.75929098 16.40526225  7.43207375] : 69
O1 : [-0.60984709 17.10235449  9.69996366] : 73
O1 : [-0.73768869 18.70468548  7.88446244] : 61
!!!atention to nb coordination!!!
         [1.3565598508361216, 1.3364273590998657, 1.436044976912173]
         [1.3565598508361223, 1.3364273590998654, 1.4360449769121701]

ce_symbol  = TY:3
ce_fraction=  0.00040480919640057853
species:coords:index
O1 : [-0.75929098 16.40526225  7.43207375] : 69
O1 : [-0.60984709 17.10235449  9.69996366] : 73
O1 : [-0.73768869 18.70468548  7.88446244] : 61
!!!atention to nb coordination!!!
         [1.3565598508361216, 1.3364273590998657, 1.436044976912173]
         [1.3565598508361223, 1.3364273590998654, 1.4360449769121701]


**isite= 38
B1 : [ 0.75156939 17.6796048   3.81762993]

ce_symbol  = TL:3
ce_fraction=  0.9995951908035994
species:coords:index
O1 : [ 0.68856054 18.63623775  2.85787063] : 70
O1 : [ 0.83800443 17.93914551  5.12576054] : 74
O1 : [ 0.71016283 16.33681452  3.31025932] : 62
!!!atention to nb coordination!!!
         [1.3565598508361225, 1.3364273590998665, 1.4360449769121701]
         [1.35655985083612, 1.3364273590998648, 1.4360449769121735]

ce_symbol  = TY:3
ce_fraction=  0.00040480919640061366
species:coords:index
O1 : [ 0.68856054 18.63623775  2.85787063] : 70
O1 : [ 0.83800443 17.93914551  5.12576054] : 74
O1 : [ 0.71016283 16.33681452  3.31025932] : 62
!!!atention to nb coordination!!!
         [1.3565598508361225, 1.3364273590998665, 1.4360449769121701]
         [1.35655985083612, 1.3364273590998648, 1.4360449769121735]


**isite= 39
B1 : [1.11970909 5.9991048  0.7565732 ]

ce_symbol  = TL:3
ce_fraction=  0.9995951908035994
species:coords:index
O1 : [ 1.03327406  6.25864551 -0.55155741] : 75
O1 : [1.16111566 4.65631452 1.26394381] : 63
O1 : [1.18271795 6.95573775 1.7163325 ] : 71
!!!atention to nb coordination!!!
         [1.3364273590998639, 1.4360449769121701, 1.3565598508361225]
         [1.336427359099865, 1.4360449769121708, 1.3565598508361212]

ce_symbol  = TY:3
ce_fraction=  0.00040480919640060266
species:coords:index
O1 : [ 1.03327406  6.25864551 -0.55155741] : 75
O1 : [1.16111566 4.65631452 1.26394381] : 63
O1 : [1.18271795 6.95573775 1.7163325 ] : 71
!!!atention to nb coordination!!!
         [1.3364273590998639, 1.4360449769121701, 1.3565598508361225]
         [1.336427359099865, 1.4360449769121708, 1.3565598508361212]


**isite= 40
O1 : [-0.65590327 12.28765239  5.64996421]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.53459524 12.21710217  6.97291524] : 24
!!!atention to nb coordination!!!
         [1.3303730271649497]
         [1.3303730271649499]


**isite= 41
