cif name= ./2103776.cif
./2103776.cif
Full Formula (Li4 V36 O78)
O1 : [3.44645008 3.6904     9.16280205] : 84
O1 : [5.63347836 1.8452     8.62812482] : 104
!!!atention to nb coordination!!!
         [1.9541583638922846, 1.9605130863981646, 1.9552348131527142, 1.9541583638922846, 1.624345093849009]
         [1.9541583638922846, 1.9605130863981635, 1.955234813152716, 1.9541583638922846, 1.6243450938490094]

ce_symbol  = S:1
ce_fraction=  0.11909781933196684
species:coords:index
O1 : [5.63347836 1.8452     8.62812482] : 104
!!!atention to nb coordination!!!
         [1.624345093849009]
         [1.6243450938490094]

ce_symbol  = T:5
ce_fraction=  0.04314019834229887
species:coords:index
O1 : [3.44645008 0.         9.16280205] : 84
O1 : [3.01130829 1.8452     7.49380957] : 83
O1 : [ 4.22992872  1.8452     11.08164371] : 98
O1 : [3.44645008 3.6904     9.16280205] : 84
O1 : [5.63347836 1.8452     8.62812482] : 104
!!!atention to nb coordination!!!
         [1.9541583638922846, 1.9605130863981646, 1.9552348131527142, 1.9541583638922846, 1.624345093849009]
         [1.9541583638922846, 1.9605130863981635, 1.955234813152716, 1.9541583638922846, 1.6243450938490094]


**isite= 27
V1 : [2.36866432 0.         7.525124  ]

ce_symbol  = S:5
ce_fraction=  0.837761982325734
species:coords:index
O1 : [3.44645008 0.         9.16280205] : 84
O1 : [0.82428002 0.         8.0284868 ] : 105
O1 : [2.22782965 0.         5.57496791] : 99
O1 : [ 3.01130829 -1.8452      7.49380957] : 83
O1 : [3.01130829 1.8452     7.49380957] : 83
!!!atention to nb coordination!!!
         [1.960513086398161, 1.6243450938490096, 1.9552348131527169, 1.9541583638922853, 1.9541583638922848]
         [1.9605130863981624, 1.6243450938490103, 1.955234813152716, 1.9541583638922848, 1.9541583638922848]

ce_symbol  = S:1
ce_fraction=  0.11909781933196717
species:coords:index
O1 : [0.82428002 0.         8.0284868 ] : 105
!!!atention to nb coordination!!!
         [1.6243450938490096]
         [1.6243450938490103]

ce_symbol  = T:5
ce_fraction=  0.043140198342299
species:coords:index
O1 : [3.44645008 0.         9.16280205] : 84
O1 : [0.82428002 0.         8.0284868 ] : 105
O1 : [2.22782965 0.         5.57496791] : 99
O1 : [ 3.01130829 -1.8452      7.49380957] : 83
O1 : [3.01130829 1.8452     7.49380957] : 83
!!!atention to nb coordination!!!
         [1.960513086398161, 1.6243450938490096, 1.9552348131527169, 1.9541583638922853, 1.9541583638922848]
         [1.9605130863981624, 1.6243450938490103, 1.955234813152716, 1.9541583638922848, 1.9541583638922848]


**isite= 28
V1 : [4.98485714 0.         2.52747425]

ce_symbol  = S:5
ce_fraction=  0.9508188930828761
species:coords:index
O1 : [4.62922673 0.         0.5146893 ] : 93
O1 : [3.49892656 0.         3.28135249] : 102
O1 : [ 5.0701629 -1.8452     2.0887391] : 89
O1 : [5.0701629 1.8452    2.0887391] : 89
O1 : [6.12506308 0.         3.88265617] : 114
!!!atention to nb coordination!!!
         [2.043960917198358, 1.6662299003140297, 1.898559623873764, 1.8985596238737636, 1.7710413966749727]
         [2.043960917198358, 1.666229900314029, 1.8985596238737636, 1.8985596238737636, 1.7710413966749734]

ce_symbol  = T:5
ce_fraction=  0.04918110691712382
species:coords:index
O1 : [4.62922673 0.         0.5146893 ] : 93
O1 : [3.49892656 0.         3.28135249] : 102
O1 : [ 5.0701629 -1.8452     2.0887391] : 89
O1 : [5.0701629 1.8452    2.0887391] : 89
O1 : [6.12506308 0.         3.88265617] : 114
!!!atention to nb coordination!!!
         [2.043960917198358, 1.6662299003140297, 1.898559623873764, 1.8985596238737636, 1.7710413966749727]
         [2.043960917198358, 1.666229900314029, 1.8985596238737636, 1.8985596238737636, 1.7710413966749734]


**isite= 29
V1 : [ 1.47290124  1.8452     14.12913737]

ce_symbol  = S:5
ce_fraction=  0.9508188930828765
species:coords:index
O1 : [ 1.38759547  3.6904     14.56787252] : 90
O1 : [ 1.38759547  0.         14.56787252] : 90
O1 : [ 1.82853164  1.8452     16.14192232] : 94
O1 : [ 0.3326953   1.8452     12.77395545] : 115
O1 : [ 2.95883181  1.8452     13.37525913] : 103
!!!atention to nb coordination!!!
         [1.8985596238737628, 1.8985596238737628, 2.043960917198354, 1.7710413966749763, 1.6662299003140297]
         [1.8985596238737634, 1.8985596238737634, 2.043960917198357, 1.7710413966749736, 1.6662299003140293]

ce_symbol  = T:5
ce_fraction=  0.04918110691712354
species:coords:index
O1 : [ 1.38759547  3.6904     14.56787252] : 90
O1 : [ 1.38759547  0.         14.56787252] : 90
O1 : [ 1.82853164  1.8452     16.14192232] : 94
O1 : [ 0.3326953   1.8452     12.77395545] : 115
O1 : [ 2.95883181  1.8452     13.37525913] : 103
!!!atention to nb coordination!!!
         [1.8985596238737628, 1.8985596238737628, 2.043960917198354, 1.7710413966749763, 1.6662299003140297]
         [1.8985596238737634, 1.8985596238737634, 2.043960917198357, 1.7710413966749736, 1.6662299003140293]


**isite= 30
V1 : [-1.74052615  1.8452     13.73404255]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [-0.69829969  1.8452     15.14419129] : 112
O1 : [-1.66795608  3.6904     13.26865682] : 87
O1 : [ 0.3326953   1.8452     12.77395545] : 115
O1 : [-1.66795608  0.         13.26865682] : 87
O1 : [-2.06763439  1.8452     11.66295946] : 91
O1 : [-3.2797905  1.8452    14.3340137] : 100
!!!atention to nb coordination!!!
         [1.7534980668518374, 1.9043669109990553, 2.28473508266179, 1.9043669109990553, 2.0967558178847536, 1.6520593514026392]
         [1.75349806685184, 1.9043669109990542, 2.284735082661788, 1.9043669109990542, 2.09675581788475, 1.652059351402641]


**isite= 31
V1 : [8.19828452 0.         2.92256908]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [8.52539276 0.         4.99365216] : 92
O1 : [7.15605806 0.         1.51242034] : 113
O1 : [9.73754887 0.         2.32259792] : 101
O1 : [ 8.12571445 -1.8452      3.3879548 ] : 88
O1 : [8.12571445 1.8452     3.3879548 ] : 88
O1 : [6.12506308 0.         3.88265617] : 114
!!!atention to nb coordination!!!
         [2.0967558178847487, 1.75349806685184, 1.6520593514026407, 1.9043669109990542, 1.9043669109990538, 2.284735082661787]
         [2.0967558178847496, 1.7534980668518394, 1.652059351402642, 1.9043669109990542, 1.9043669109990542, 2.2847350826617876]


**isite= 32
V1 : [7.50038973 1.8452     7.88257488]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [9.21870129 1.8452     7.05240936] : 77
O1 : [7.24472588 3.6904     7.61873416] : 85
O1 : [5.63347836 1.8452     8.62812482] : 104
O1 : [8.16305708 1.8452     9.60420226] : 117
O1 : [7.24472588 0.         7.61873416] : 85
O1 : [6.84865715 1.8452     5.91809411] : 95
!!!atention to nb coordination!!!
         [1.9083420612143995, 1.8814194044210473, 2.0102743072675655, 1.8447571213066722, 1.8814194044210473, 2.069768120598593]
         [1.908342061214399, 1.8814194044210468, 2.010274307267565, 1.844757121306674, 1.8814194044210468, 2.069768120598592]


**isite= 33
V1 : [-1.04263136  0.          8.77403674]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [-1.70529871  0.          7.05240936] : 116
O1 : [-0.78696751  1.8452      9.03787747] : 86
O1 : [-2.76094292  0.          9.60420226] : 78
O1 : [0.82428002 0.         8.0284868 ] : 105
O1 : [-0.78696751 -1.8452      9.03787747] : 86
O1 : [-0.39089878  0.         10.73851751] : 96
!!!atention to nb coordination!!!
         [1.8447571213066736, 1.8814194044210464, 1.9083420612143966, 2.0102743072675655, 1.8814194044210468, 2.0697681205985883]
         [1.844757121306673, 1.8814194044210468, 1.9083420612143993, 2.010274307267565, 1.8814194044210468, 2.0697681205985914]


**isite= 34
V1 : [6.36684793 0.         5.75535901]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [7.24472588 0.         7.61873416] : 85
O1 : [4.78220221 0.         6.15628366] : 108
O1 : [ 6.84865715 -1.8452      5.91809411] : 95
O1 : [6.84865715 1.8452     5.91809411] : 95
O1 : [8.52539276 0.         4.99365216] : 92
O1 : [6.12506308 0.         3.88265617] : 114
!!!atention to nb coordination!!!
         [2.059814703755896, 1.6345771971802174, 1.9139973550451193, 1.9139973550451188, 2.2889982756911733, 1.8882467687902877]
         [2.059814703755898, 1.6345771971802179, 1.913997355045119, 1.913997355045119, 2.288998275691173, 1.8882467687902869]


**isite= 35
V1 : [ 0.09091044  1.8452     10.90125261]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [-0.39089878  3.6904     10.73851751] : 96
O1 : [-0.39089878  0.         10.73851751] : 96
O1 : [ 1.67555616  1.8452     10.50032797] : 109
O1 : [ 0.3326953   1.8452     12.77395545] : 115
O1 : [-2.06763439  1.8452     11.66295946] : 91
O1 : [-0.78696751  1.8452      9.03787747] : 86
!!!atention to nb coordination!!!
         [1.9139973550451193, 1.9139973550451193, 1.6345771971802174, 1.8882467687902824, 2.2889982756911715, 2.0598147037559014]
         [1.913997355045119, 1.913997355045119, 1.6345771971802172, 1.888246768790286, 2.288998275691173, 2.0598147037558996]


**isite= 36
V1 : [4.09514647 1.8452     0.35378643]

ce_symbol  = S:5
ce_fraction=  0.9671378836384875
species:coords:index
O1 : [4.62922673 3.6904     0.5146893 ] : 93
O1 : [5.0701629 1.8452    2.0887391] : 89
O1 : [2.53819401 1.8452     0.88446608] : 106
O1 : [ 3.76794194  1.8452     -1.51242034] : 112
O1 : [4.62922673 0.         0.5146893 ] : 93
!!!atention to nb coordination!!!
         [1.9276655579774575, 1.9901552195331011, 1.644907852820179, 1.8946742456221173, 1.9276655579774575]
         [1.9276655579774575, 1.990155219533102, 1.6449078528201786, 1.8946742456221142, 1.9276655579774575]

ce_symbol  = S:1
ce_fraction=  0.018146648150642996
species:coords:index
O1 : [2.53819401 1.8452     0.88446608] : 106
!!!atention to nb coordination!!!
         [1.644907852820179]
         [1.6449078528201786]

ce_symbol  = T:5
ce_fraction=  0.014715468210869415
species:coords:index
O1 : [4.62922673 3.6904     0.5146893 ] : 93
O1 : [5.0701629 1.8452    2.0887391] : 89
O1 : [2.53819401 1.8452     0.88446608] : 106
O1 : [ 3.76794194  1.8452     -1.51242034] : 112
O1 : [4.62922673 0.         0.5146893 ] : 93
!!!atention to nb coordination!!!
         [1.9276655579774575, 1.9901552195331011, 1.644907852820179, 1.8946742456221173, 1.9276655579774575]
         [1.9276655579774575, 1.990155219533102, 1.6449078528201786, 1.8946742456221142, 1.9276655579774575]


**isite= 37
V1 : [ 2.3626119   0.         16.30282519]

ce_symbol  = S:5
ce_fraction=  0.9671378836384877
species:coords:index
O1 : [ 1.82853164  1.8452     16.14192232] : 94
O1 : [ 1.82853164 -1.8452     16.14192232] : 94
O1 : [ 1.38759547  0.         14.56787252] : 90
O1 : [ 2.68981643  0.         18.16903196] : 113
O1 : [ 3.91956436  0.         15.77214554] : 107
!!!atention to nb coordination!!!
         [1.9276655579774575, 1.927665557977458, 1.9901552195331051, 1.8946742456221142, 1.6449078528201786]
         [1.9276655579774575, 1.9276655579774575, 1.990155219533102, 1.8946742456221144, 1.644907852820178]

ce_symbol  = S:1
ce_fraction=  0.01814664815064285
species:coords:index
O1 : [ 3.91956436  0.         15.77214554] : 107
!!!atention to nb coordination!!!
         [1.6449078528201786]
         [1.644907852820178]

ce_symbol  = T:5
ce_fraction=  0.014715468210869448
species:coords:index
O1 : [ 1.82853164  1.8452     16.14192232] : 94
O1 : [ 1.82853164 -1.8452     16.14192232] : 94
O1 : [ 1.38759547  0.         14.56787252] : 90
O1 : [ 2.68981643  0.         18.16903196] : 113
O1 : [ 3.91956436  0.         15.77214554] : 107
!!!atention to nb coordination!!!
         [1.9276655579774575, 1.927665557977458, 1.9901552195331051, 1.8946742456221142, 1.6449078528201786]
         [1.9276655579774575, 1.9276655579774575, 1.990155219533102, 1.8946742456221144, 1.644907852820178]


**isite= 38
V1 : [-2.60108116  0.         11.55102703]

ce_symbol  = S:5
ce_fraction=  0.974226440610074
species:coords:index
O1 : [-2.76094292  0.          9.60420226] : 78
O1 : [-4.19053841  0.         11.98293297] : 71
O1 : [-2.06763439 -1.8452     11.66295946] : 91
O1 : [-2.06763439  1.8452     11.66295946] : 91
O1 : [-1.66795608  0.         13.26865682] : 87
!!!atention to nb coordination!!!
         [1.9533771916229683, 1.6470935235877795, 1.9240211464560784, 1.9240211464560777, 1.9547313161024171]
         [1.9533771916229667, 1.6470935235877793, 1.9240211464560781, 1.9240211464560781, 1.95473131610242]

ce_symbol  = S:1
ce_fraction=  0.0133043083544524
species:coords:index
O1 : [-4.19053841  0.         11.98293297] : 71
!!!atention to nb coordination!!!
         [1.6470935235877795]
         [1.6470935235877793]

ce_symbol  = T:5
ce_fraction=  0.012469251035473397
species:coords:index
O1 : [-2.76094292  0.          9.60420226] : 78
O1 : [-4.19053841  0.         11.98293297] : 71
O1 : [-2.06763439 -1.8452     11.66295946] : 91
O1 : [-2.06763439  1.8452     11.66295946] : 91
O1 : [-1.66795608  0.         13.26865682] : 87
!!!atention to nb coordination!!!
         [1.9533771916229683, 1.6470935235877795, 1.9240211464560784, 1.9240211464560777, 1.9547313161024171]
         [1.9533771916229667, 1.6470935235877793, 1.9240211464560781, 1.9240211464560781, 1.95473131610242]


**isite= 39
V1 : [9.05883954 1.8452     5.10558459]

ce_symbol  = S:5
ce_fraction=  0.9742264406100741
species:coords:index
O1 : [8.52539276 3.6904     4.99365216] : 92
O1 : [8.52539276 0.         4.99365216] : 92
O1 : [8.12571445 1.8452     3.3879548 ] : 88
O1 : [10.64829678  1.8452      4.67367865] : 72
O1 : [9.21870129 1.8452     7.05240936] : 77
!!!atention to nb coordination!!!
         [1.9240211464560784, 1.9240211464560784, 1.9547313161024222, 1.6470935235877768, 1.9533771916229667]
         [1.9240211464560784, 1.9240211464560784, 1.9547313161024216, 1.6470935235877784, 1.9533771916229674]

ce_symbol  = S:1
ce_fraction=  0.013304308354452548
species:coords:index
O1 : [10.64829678  1.8452      4.67367865] : 72
!!!atention to nb coordination!!!
         [1.6470935235877768]
         [1.6470935235877784]

ce_symbol  = T:5
ce_fraction=  0.01246925103547334
species:coords:index
O1 : [8.52539276 3.6904     4.99365216] : 92
O1 : [8.52539276 0.         4.99365216] : 92
O1 : [8.12571445 1.8452     3.3879548 ] : 88
O1 : [10.64829678  1.8452      4.67367865] : 72
O1 : [9.21870129 1.8452     7.05240936] : 77
!!!atention to nb coordination!!!
         [1.9240211464560784, 1.9240211464560784, 1.9547313161024222, 1.6470935235877768, 1.9533771916229667]
         [1.9240211464560784, 1.9240211464560784, 1.9547313161024216, 1.6470935235877784, 1.9533771916229674]


**isite= 40
O1 : [15.9233784   1.8452     13.08376843]

ce_symbol  = TS:3
ce_fraction=  0.5798421883216573
species:coords:index
V1 : [15.79592551  3.6904     12.68317692] : 5
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [16.69806835  1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8924800755525233, 1.8924800755525233, 2.0702497909871616]
         [1.8924800755525228, 1.8924800755525228, 2.070249790987164]

ce_symbol  = TL:3
ce_fraction=  0.39471300107146834
species:coords:index
V1 : [15.79592551  3.6904     12.68317692] : 5
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [16.69806835  1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8924800755525233, 1.8924800755525233, 2.0702497909871616]
         [1.8924800755525228, 1.8924800755525228, 2.070249790987164]

ce_symbol  = TY:3
ce_fraction=  0.02544481060687435
species:coords:index
V1 : [15.79592551  3.6904     12.68317692] : 5
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [16.69806835  1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8924800755525233, 1.8924800755525233, 2.0702497909871616]
         [1.8924800755525228, 1.8924800755525228, 2.070249790987164]


**isite= 41
O1 : [12.38237997  0.          3.57284319]

ce_symbol  = TS:3
ce_fraction=  0.5798421883216602
species:coords:index
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [12.50983286 -1.8452      3.9734347 ] : 4
V1 : [12.50983286  1.8452      3.9734347 ] : 4
!!!atention to nb coordination!!!
         [2.070249790987165, 1.8924800755525228, 1.8924800755525224]
         [2.0702497909871633, 1.8924800755525228, 1.8924800755525228]

ce_symbol  = TL:3
ce_fraction=  0.3947130010714652
species:coords:index
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [12.50983286 -1.8452      3.9734347 ] : 4
V1 : [12.50983286  1.8452      3.9734347 ] : 4
!!!atention to nb coordination!!!
         [2.070249790987165, 1.8924800755525228, 1.8924800755525224]
         [2.0702497909871633, 1.8924800755525228, 1.8924800755525228]

ce_symbol  = TY:3
ce_fraction=  0.02544481060687459
species:coords:index
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [12.50983286 -1.8452      3.9734347 ] : 4
V1 : [12.50983286  1.8452      3.9734347 ] : 4
!!!atention to nb coordination!!!
         [2.070249790987165, 1.8924800755525228, 1.8924800755525224]
         [2.0702497909871633, 1.8924800755525228, 1.8924800755525228]


**isite= 42
O1 : [11.75265776  1.8452      2.00212472]

ce_symbol  = TS:3
ce_fraction=  0.6760989906427244
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [11.60769002  3.6904      1.65300214] : 7
!!!atention to nb coordination!!!
         [2.111723749882679, 1.8835246905500924, 1.8835246905500924]
         [2.1117237498826804, 1.883524690550092, 1.883524690550092]

ce_symbol  = TL:3
ce_fraction=  0.2997816953485486
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [11.60769002  3.6904      1.65300214] : 7
!!!atention to nb coordination!!!
         [2.111723749882679, 1.8835246905500924, 1.8835246905500924]
         [2.1117237498826804, 1.883524690550092, 1.883524690550092]

ce_symbol  = TY:3
ce_fraction=  0.016370818392542136
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [11.60769002  3.6904      1.65300214] : 7
!!!atention to nb coordination!!!
         [2.111723749882679, 1.8835246905500924, 1.8835246905500924]
         [2.1117237498826804, 1.883524690550092, 1.883524690550092]

ce_symbol  = L:2
ce_fraction=  0.0074568495354578705
species:coords:index
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [11.60769002  3.6904      1.65300214] : 7
!!!atention to nb coordination!!!
         [1.8835246905500924, 1.8835246905500924]
         [1.883524690550092, 1.883524690550092]

ce_symbol  = A:2
ce_fraction=  0.00029164608072696944
species:coords:index
V1 : [11.60769002  0.          1.65300214] : 7
V1 : [11.60769002  3.6904      1.65300214] : 7
!!!atention to nb coordination!!!
         [1.8835246905500924, 1.8835246905500924]
         [1.883524690550092, 1.883524690550092]


**isite= 43
O1 : [16.55310062  0.         14.6544869 ]

ce_symbol  = TS:3
ce_fraction=  0.6760989906427229
species:coords:index
V1 : [16.69806835  1.8452     15.00360948] : 6
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [16.69806835 -1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8835246905500913, 2.1117237498826826, 1.8835246905500918]
         [1.8835246905500922, 2.111723749882681, 1.8835246905500922]

ce_symbol  = TL:3
ce_fraction=  0.2997816953485508
species:coords:index
V1 : [16.69806835  1.8452     15.00360948] : 6
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [16.69806835 -1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8835246905500913, 2.1117237498826826, 1.8835246905500918]
         [1.8835246905500922, 2.111723749882681, 1.8835246905500922]

ce_symbol  = TY:3
ce_fraction=  0.016370818392541828
species:coords:index
V1 : [16.69806835  1.8452     15.00360948] : 6
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [16.69806835 -1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8835246905500913, 2.1117237498826826, 1.8835246905500918]
         [1.8835246905500922, 2.111723749882681, 1.8835246905500922]

ce_symbol  = L:2
ce_fraction=  0.007456849535457461
species:coords:index
V1 : [16.69806835  1.8452     15.00360948] : 6
V1 : [16.69806835 -1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8835246905500913, 1.8835246905500918]
         [1.8835246905500922, 1.8835246905500922]

ce_symbol  = A:2
ce_fraction=  0.000291646080726958
species:coords:index
V1 : [16.69806835  1.8452     15.00360948] : 6
V1 : [16.69806835 -1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.8835246905500913, 1.8835246905500918]
         [1.8835246905500922, 1.8835246905500922]


**isite= 44
O1 : [13.93530829  0.          7.49380957]

ce_symbol  = SS:4
ce_fraction=  0.8666377237405509
species:coords:index
V1 : [13.29266432 -1.8452      7.525124  ] : 9
V1 : [13.29266432  1.8452      7.525124  ] : 9
V1 : [15.01309405  0.          9.13148762] : 8
Li1 : [14.60490354  0.          5.65658531] : 0
!!!atention to nb coordination!!!
         [1.9541583638922848, 1.9541583638922846, 1.9605130863981597, 1.9554413285467016]
         [1.9541583638922848, 1.9541583638922848, 1.9605130863981635, 1.9554413285467014]

ce_symbol  = T:4
ce_fraction=  0.13336227625944913
species:coords:index
V1 : [13.29266432 -1.8452      7.525124  ] : 9
V1 : [13.29266432  1.8452      7.525124  ] : 9
V1 : [15.01309405  0.          9.13148762] : 8
Li1 : [14.60490354  0.          5.65658531] : 0
!!!atention to nb coordination!!!
         [1.9541583638922848, 1.9541583638922846, 1.9605130863981597, 1.9554413285467016]
         [1.9541583638922848, 1.9541583638922848, 1.9605130863981635, 1.9554413285467014]


**isite= 45
O1 : [14.37045008  1.8452      9.16280205]

ce_symbol  = SS:4
ce_fraction=  0.8666377237405498
species:coords:index
V1 : [15.01309405  0.          9.13148762] : 8
V1 : [13.29266432  1.8452      7.525124  ] : 9
Li1 : [13.70085483  1.8452     11.00002632] : 1
V1 : [15.01309405  3.6904      9.13148762] : 8
!!!atention to nb coordination!!!
         [1.9541583638922837, 1.9605130863981641, 1.9554413285467018, 1.9541583638922837]
         [1.9541583638922846, 1.9605130863981624, 1.955441328546703, 1.9541583638922846]

ce_symbol  = T:4
ce_fraction=  0.13336227625945019
species:coords:index
V1 : [15.01309405  0.          9.13148762] : 8
V1 : [13.29266432  1.8452      7.525124  ] : 9
Li1 : [13.70085483  1.8452     11.00002632] : 1
V1 : [15.01309405  3.6904      9.13148762] : 8
!!!atention to nb coordination!!!
         [1.9541583638922837, 1.9605130863981641, 1.9554413285467018, 1.9541583638922837]
         [1.9541583638922846, 1.9605130863981624, 1.955441328546703, 1.9541583638922846]


**isite= 46
O1 : [18.16872588  1.8452      7.61873416]

ce_symbol  = TS:3
ce_fraction=  0.8397324148892026
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [18.42438973  3.6904      7.88257488] : 14
V1 : [18.42438973  0.          7.88257488] : 14
!!!atention to nb coordination!!!
         [2.0598147037558996, 1.8814194044210457, 1.8814194044210457]
         [2.0598147037558987, 1.8814194044210464, 1.8814194044210464]

ce_symbol  = TL:3
ce_fraction=  0.14085331945991061
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [18.42438973  3.6904      7.88257488] : 14
V1 : [18.42438973  0.          7.88257488] : 14
!!!atention to nb coordination!!!
         [2.0598147037558996, 1.8814194044210457, 1.8814194044210457]
         [2.0598147037558987, 1.8814194044210464, 1.8814194044210464]

ce_symbol  = TY:3
ce_fraction=  0.019414265650886806
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [18.42438973  3.6904      7.88257488] : 14
V1 : [18.42438973  0.          7.88257488] : 14
!!!atention to nb coordination!!!
         [2.0598147037558996, 1.8814194044210457, 1.8814194044210457]
         [2.0598147037558987, 1.8814194044210464, 1.8814194044210464]


**isite= 47
O1 : [10.13703249  0.          9.03787747]

ce_symbol  = TS:3
ce_fraction=  0.8397324148891986
species:coords:index
V1 : [11.01491044  0.         10.90125261] : 17
V1 : [ 9.88136864 -1.8452      8.77403674] : 15
V1 : [9.88136864 1.8452     8.77403674] : 15
!!!atention to nb coordination!!!
         [2.0598147037558965, 1.8814194044210477, 1.8814194044210475]
         [2.0598147037558987, 1.8814194044210468, 1.8814194044210468]

ce_symbol  = TL:3
ce_fraction=  0.14085331945991364
species:coords:index
V1 : [11.01491044  0.         10.90125261] : 17
V1 : [ 9.88136864 -1.8452      8.77403674] : 15
V1 : [9.88136864 1.8452     8.77403674] : 15
!!!atention to nb coordination!!!
         [2.0598147037558965, 1.8814194044210477, 1.8814194044210475]
         [2.0598147037558987, 1.8814194044210468, 1.8814194044210468]

ce_symbol  = TY:3
ce_fraction=  0.01941426565088781
species:coords:index
V1 : [11.01491044  0.         10.90125261] : 17
V1 : [ 9.88136864 -1.8452      8.77403674] : 15
V1 : [9.88136864 1.8452     8.77403674] : 15
!!!atention to nb coordination!!!
         [2.0598147037558965, 1.8814194044210477, 1.8814194044210475]
         [2.0598147037558987, 1.8814194044210468, 1.8814194044210468]


**isite= 48
O1 : [ 9.25604392  1.8452     13.26865682]

ce_symbol  = TS:3
ce_fraction=  0.7935166973062736
species:coords:index
V1 : [ 9.18347385  3.6904     13.73404255] : 12
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [ 9.18347385  0.         13.73404255] : 12
!!!atention to nb coordination!!!
         [1.9043669109990535, 1.9547313161024222, 1.9043669109990535]
         [1.9043669109990542, 1.9547313161024207, 1.9043669109990542]

ce_symbol  = TL:3
ce_fraction=  0.1384149272932677
species:coords:index
V1 : [ 9.18347385  3.6904     13.73404255] : 12
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [ 9.18347385  0.         13.73404255] : 12
!!!atention to nb coordination!!!
         [1.9043669109990535, 1.9547313161024222, 1.9043669109990535]
         [1.9043669109990542, 1.9547313161024207, 1.9043669109990542]

ce_symbol  = TY:3
ce_fraction=  0.06806837540045876
species:coords:index
V1 : [ 9.18347385  3.6904     13.73404255] : 12
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [ 9.18347385  0.         13.73404255] : 12
!!!atention to nb coordination!!!
         [1.9043669109990535, 1.9547313161024222, 1.9043669109990535]
         [1.9043669109990542, 1.9547313161024207, 1.9043669109990542]


**isite= 49
O1 : [19.04971445  0.          3.3879548 ]

ce_symbol  = TS:3
ce_fraction=  0.7935166973062769
species:coords:index
V1 : [19.98283954  0.          5.10558459] : 21
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [19.12228452 -1.8452      2.92256908] : 13
!!!atention to nb coordination!!!
         [1.9547313161024191, 1.904366910999054, 1.9043669109990544]
         [1.9547313161024216, 1.9043669109990542, 1.9043669109990542]

ce_symbol  = TL:3
ce_fraction=  0.13841492729326438
species:coords:index
V1 : [19.98283954  0.          5.10558459] : 21
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [19.12228452 -1.8452      2.92256908] : 13
!!!atention to nb coordination!!!
         [1.9547313161024191, 1.904366910999054, 1.9043669109990544]
         [1.9547313161024216, 1.9043669109990542, 1.9043669109990542]

ce_symbol  = TY:3
ce_fraction=  0.06806837540045876
species:coords:index
V1 : [19.98283954  0.          5.10558459] : 21
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [19.12228452 -1.8452      2.92256908] : 13
!!!atention to nb coordination!!!
         [1.9547313161024191, 1.904366910999054, 1.9043669109990544]
         [1.9547313161024216, 1.9043669109990542, 1.9043669109990542]


**isite= 50
