file	formula	svnrevision
1519033	- Al F5 Yb -	176729
1519034	- Al F6 Li Yb -	176729
2240754	- Al2 Ba2 Ca1.31 F14 Fe0.69 -	176428
2240755	- Al2 Ba2 Ca F14 Fe0.9 -	176429
2106022	- F6 K2 Si -	137579
4343096	- Al3 F12 K2 Na -	171658
4343400	- F12 Fe3 K4 -	176428
1520823	- F Tl -	176429
1520825	- F Tl -	176429
2106036	- Cs F25 U6 -	176429
1520916	- F3 In0.62 K0.38 Mg0.38 -	140489
1520917	- F3 In0.62 K0.38 Mg0.38 -	176428
8103503	- F5 Mn Na2 -	176429
1521012	- Er0.05 F10 K5 La0.95 Li2 -	140638
1521019	- Al3 Ba5 Cu2 F23 -	140645
1521021	- Al Ba2 Cu F9 -	176429
1521027	- Ba2 F6 Pd -	176429
1521030	- Ba F6 Pd Sr -	176429
7221042	- Cr Cs2 F6 Na -	176429
2106080	- F15 K3 Ta4 -	141248
1521764	- F24 Fe3 Pb8 -	176428
1521771	- F3 Na Ni -	176429
1521854	- F3 Mg Na -	176429
1521900	- Ce F4 -	211196
1522029	- F6 U -	176429
1522258	- Cs2 F6 K Mn -	176429
1522260	- Cs2 F6 K Mn -	176429
1523198	- Cr F6 K Ni -	176429
1523455	- F2 Sn -	176429
1523805	- F3 Tl -	176429
1524243	- Cs2 F6 Mn Ni -	176429
8103539	- Al Ca2 F7 -	176429
7221214	- F Gd K2 -	176429
8103552	- F4 K2 Zn -	176429
8103553	- F7 K3 Zn2 -	145324
1524558	- F10 K5 Li2 Nd -	176429
8103569	- F6 Fe Zr -	176429
1524799	- F10 Pb3 Zr -	176429
7221224	- Al Cs F4 -	176429
8103577	- F6 Li3 V -	176429
4343680	- F5 Rh -	176429
7221242	- Ba2 Cu F6 -	211196
1525222	- Cs6 F6 Ni5 -	146142
1525278	- Ba Cr F6 -	211196
1525279	- Cr F6 Sr -	176429
1525280	- Ca Cr F6 -	211196
1525281	- Cr F6 Mg -	176429
1525282	- Cr F6 Zn -	176429
1525283	- Cd Cr F6 -	211196
1525284	- Cr F6 Hg -	176429
1525285	- Cr F6 Ni -	176429
1525286	- Cr F6 Li2 -	176429
4123956	- F12 Ge5 -	176428
1525427	- Ca F8 Li2 U -	176429
1525475	- Ca Cr F5 -	176429
1525538	- F0.666667 Fe2 Sr3 -	146539
1525539	- F5 Fe Sr -	176429
1525545	- F4 Fe Rb -	176429
4343703	- F7 Ru Xe -	176429
4343704	- F11 Ru Xe -	176429
1525672	- Cs F3 Pb -	176429
1525673	- Cs F3 Pb -	176429
1525699	- Al Cs2 F6 Na -	176429
1525713	- Al3 F19 Pb5 -	146749
2106182	- F31 K7 Th6 -	146767
1525725	- Be2 F7 Li Na2 -	176429
1525732	- Ca0.94 F2.06 U0.06 -	146777
1525745	- Ca5 F0.42 Si3 -	146793
1525747	- Ba5 F0.16 Si3 -	146795
1525754	- Ca5 F0.66 Ge3 -	146803
1525808	- Be Cs F4 Li -	176429
1525971	- Al0.09 F1.88 Pb0.91 -	147058
1526168	- Ca0.88 F2.12 Gd0.12 -	147297
1526202	- F2.21 Ho0.605 Na0.395 -	147334
1526204	- F2.108 Na0.446 Yb0.554 -	147336
1526229	- F2 Mg -	176429
1526236	- F2 Mg -	176429
1526262	- F2.333 K0.333 La0.667 -	147404
1526354	- Cs Cu F6 In -	176429
1526356	- Cs Cu F6 Tl -	176429
1526358	- Cs Cu F6 Sc -	176429
1526360	- Cs Cu F6 Mn -	176429
1526361	- Cs Cu F6 Rh -	176429
1526362	- Co Cs Cu F6 -	176429
1526363	- Co Cu F6 Rb -	176429
1526421	- F3 Rb Zn -	176429
1526708	- Ca F6 Sn2 -	176429
1526758	- Cu F7 K Zr -	176429
1526760	- Cu F7 Hf K -	176429
1526766	- F3 Ni Rb -	176429
4343725	- F16 Pd Xe2 -	176429
4031216	- F Tl -	176429
1527076	- Cs2 F6 Fe Na -	176429
2106237	- F5 Tl U -	176429
1527097	- F3 Ni Rb -	176429
1527098	- Co Cs F3 -	176429
1527099	- Cs F3 Ni -	176429
7221326	- Cr F6 K Ni -	176429
7221327	- Cr F6 Ni Rb -	176429
1527113	- F4 K2 Ni -	176429
2310345	- F6 K2 Zr -	176429
2310346	- F2 Pb -	176429
1527173	- Be F5 K3 -	176429
1527191	- F8 Na3 Pa -	176429
2106263	- F9 K U2 -	176429
2310359	- F5 Li U -	176429
2310361	- Be F4 Li2 -	176429
2106279	- F7 In2 K -	176429
2106280	- F11 In3 Rb2 -	148656
2106284	- F6 K2 Re -	176429
1527271	- F4 Fe Na -	176429
2106292	- Be F4 Na2 -	176429
1527293	- F2 Sn -	176429
1527466	- F7 Fe Na2 Ni -	176429
1527467	- Cu F4 K2 -	176429
2310402	- F13 Na5 Zr2 -	149114
1527502	- Cu F4 K2 -	176429
1527503	- Cu2 F7 K3 -	149116
1527518	- F6 Mg Pb -	176429
1527519	- F6 Pb Zn -	176429
1527520	- F6 Ni Pb -	176429
1527521	- Cd F6 Pb -	176429
1527522	- F6 Hg Pb -	176429
1527528	- F6 Li2 Mn -	176429
1527529	- Ce F7 Na3 -	176429
1527530	- Ce Cs3 F6 -	176429
1527533	- Cs F3 Hg -	176429
1527534	- F3 Hg Rb -	176429
1527535	- F3 Hg K -	176429
1527538	- Cs2 F6 Mo Tl -	176429
1527539	- F6 K Mo Rb2 -	176429
1527540	- F6 Mo Na Rb2 -	176429
1527541	- F6 K Mo Tl2 -	176429
1527542	- F6 Mo Na Tl2 -	176429
1527543	- F6 K2 Mo Na -	176429
2310428	- Co F3 K -	176429
4031244	- F6 Rb2 U -	176429
2310432	- F4 U -	176429
1527773	- Cs F4 Mn -	176429
2310441	- F5 Na Sn2 -	176429
1527836	- F5 Os -	176429
1527894	- Cd F6 Ti -	176429
1527921	- F2 -	211196
1527946	- F3 Mn Na -	176429
2310474	- Cs F6 U -	176429
2106427	- F9 K5 Th -	176429
2310491	- Cr2 F5 -	211196
2106459	- F5 Fe K2 -	176429
1528168	- F14 Fe3 Na5 -	150122
4343804	- F4 Pd -	176429
1528224	- F2 Mn -	176429
1528263	- Be3 F12 K2 Mg2 -	150258
1528264	- Be3 F12 K2 Zn2 -	150259
1528265	- Be3 Cd2 F12 Rb2 -	150260
1528266	- Be3 Ca2 Cs2 F12 -	150261
2106473	- Ba F5 Fe -	176429
2106474	- Al F5 Sr -	176429
1528291	- Al F6 K1.04 Li Rb0.96 -	176429
1528300	- Be3 F9 K Zn -	176429
1528301	- Er3 F10 K -	176429
7221409	- Al F6 K Ni -	176429
7221412	- Al F6 Mg Rb -	176429
7221413	- Al F6 Ni Rb -	176429
7221414	- Cr Cu F6 Rb -	176429
7221415	- Cr F6 Mg Rb -	176429
7221416	- Cr F6 Ni Tl -	176429
7221417	- Al Cs F6 Mg -	176429
7221418	- Al Cs F6 Ni -	176429
7221419	- Al Cs Cu F6 -	176429
7221420	- Cs F6 Ga Ni -	176429
7221421	- Cs Cu F6 Ga -	176429
7221422	- Cr Cs F6 Ni -	176429
7221423	- Cr Cs Cu F6 -	176429
7221424	- Co Cr Cs F6 -	176429
7221425	- Cr Cs F6 Fe -	176429
7221426	- Cr Cs F6 Mn -	176429
7221427	- Cs F6 Fe Ni -	176429
7221428	- Cs Cu F6 Fe -	176429
7221429	- Co Cs F6 Fe -	176429
7221430	- Cs F6 Fe Mn -	176429
7221431	- Cs F6 Ni V -	176429
7221432	- Cs Cu F6 V -	176429
7221433	- Co Cs F6 V -	176429
7221434	- Cs F6 Fe V -	176429
7221435	- Cs F6 Mn V -	176429
2310524	- F2 Pd -	176429
2310528	- F6 K Nb -	176429
1528377	- F5 Ta -	176429
1528381	- F7 K2 Pa -	176429
4343818	- F6 Na1.5 Nd1.5 -	150549
4343819	- F2 Li Rb -	176429
4343820	- Cs F2 Li -	176429
2106494	- F7 Li3 Th -	176429
4343834	- F6 Mo -	176429
4343835	- F6 Ir -	176429
4343837	- F6 Os -	176429
1528530	- Ba0.75 Er0.25 F2.25 -	211196
1528531	- Ba0.835 F2.165 Yb0.165 -	150918
1528532	- Ba0.9 F2.1 Lu0.1 -	150919
1528533	- Ba0.818 F2.182 Lu0.182 -	150920
1528562	- F3 In -	176429
1528563	- F3 Tl -	176429
2310597	- Co F3 -	211196
2310598	- F3 Ru -	176429
2310599	- F3 Rh -	176429
2310600	- F3 Pd -	176429
2310601	- F3 Ir -	176429
1528581	- F6 Li2 Zr -	176429
1528582	- F4 Sn -	176429
1528583	- F4 Pb -	176429
2106543	- Ba F6 Zr -	176429
2106544	- Ba3.82 F16 Zr2 -	151215
4124105	- Cr F3 K -	176429
4124106	- Cr F3 K -	176429
1528727	- F6 Fe Li Rb2 -	176429
8103712	- F12 Fe2 Li3 Na3 -	151332
1528732	- F6 K2 Pt -	176429
1528861	- Be F12 Li6 Zr -	176429
1528900	- Cd0.9 F2.1 La0.1 -	151715
1528901	- Cd0.9 Ce0.1 F2.1 -	151716
1528902	- Cd0.9 F2.1 Pr0.1 -	151717
1528903	- Cd0.9 F2.1 Nd0.1 -	151718
1528904	- F17 Lu3 Sr4 -	151719
1528916	- F5 U -	176429
1528938	- F2 Ge -	176429
1528952	- F7 Fe Mn Na2 -	176429
1528953	- F7 Mn Na2 V -	176429
4124119	- Be F2 -	211196
4124120	- Be F2 -	211196
4124121	- Be F2 -	211196
1529059	- F4 Sr Zn -	176429
1529060	- Ca F4 Zn -	176429
1529190	- F5 K Sn2 -	176429
1529191	- F5 K Sn2 -	176429
1529267	- Cs F6 Fe2 -	176429
1529333	- Cs2 Dy F6 Rb -	152729
1529334	- Cs2 Dy F6 Rb -	176429
1529437	- F3 Sc -	176428
1529438	- F3 Sc -	176428
1529439	- F3 Sc -	176428
1529440	- F3 Sc -	176428
1529482	- F6 In K Rb2 -	176428
1529483	- F6 In K Rb2 -	176428
1529575	- Cs3 F7 Ge -	176429
1529578	- Cr Cs2 F6 Na -	176429
1529579	- Cs2 F6 Ga Li -	176429
1529580	- Cs2 F6 Fe Na -	176429
1529643	- F5 K2 Sm -	176429
1529650	- F6 K3 Tl -	176429
1529651	- F6 In K3 -	176429
1529652	- F6 Fe K3 -	176429
1529653	- Cr F6 K3 -	176429
1529654	- F6 Fe Rb3 -	176429
1529657	- F6 Rb3 Tl -	176429
1529658	- Cs3 F6 Tl -	176429
1529659	- F6 Rb3 Y -	176429
1529660	- Cs3 F6 Y -	176429
1529684	- F3 La -	176429
4031420	- F10 In3 Rb -	176429
1529755	- Ca F6 U -	176429
1529789	- Cs3 F9 Fe2 -	154417
1529802	- F6 K La Pb -	176429
1529817	- Ba F5 Ga -	176429
1529839	- F6 Li2 Nb -	176429
1529840	- F6 Na2 Nb -	176429
1529904	- F5 U -	176429
1529905	- F9 U2 -	154816
1530005	- Al Cs2 F6 Na -	176429
1530035	- Be F4 Na2 -	176429
1530081	- F2 Mn -	176429
2310706	- F3 Mn -	176429
1530090	- Cd F3 K -	176429
1530106	- Ba F6 Si -	176429
1530107	- Cs F6 Re -	176429
1530112	- Ca F3 Rb -	176429
1530188	- F4 Ge -	176429
1530196	- F2 Pb -	176429
1530203	- F8 K2 Re -	176429
1530249	- Ca0.925 F2.096 Th0.075 -	155317
1530250	- Ca0.9 F2.2 Th0.1 -	155318
1530251	- Ca0.875 F2.25 Th0.125 -	155319
1530252	- Ca0.85 F2.3 Th0.15 -	155320
1530253	- Ca0.82 F2.36 Th0.18 -	155321
1530254	- Ba F10 Zr2 -	176429
1530255	- Ca0.925 F2.15 U0.075 -	155323
1530256	- Ca0.9 F2.2 U0.1 -	155324
1530257	- Ca0.865 F2.27 U0.135 -	155325
1530258	- Ca0.84 F2.32 U0.16 -	155326
1530259	- Ca0.81 F2.38 U0.19 -	155327
1530354	- Cs0.9 F9.9 Lu3 -	155437
1530372	- F6 Fe Na3 -	176429
1530560	- F5 Li2 Mn -	176429
1530593	- F3 Ho -	176429
1530594	- F3 Tb -	176429
1530674	- F4 K Sm -	176429
1530889	- F7 K2 Ta -	176429
1530954	- F5 K Sn2 -	176429
1530955	- F4 Pb Sn -	176429
1531002	- Be F2 -	211196
2106746	- F4 Mg Sr -	176429
2106747	- Al3 F19 Pb5 -	156365
1531053	- Ba0.75 Eu0.25 F2.25 -	211196
1531054	- Ba0.15 Eu0.85 F2.85 -	211196
1531101	- Ca F8 Hf Li2 -	176429
1531336	- Cs0.4 F6 Fe1.6 Zn0.4 -	156768
1531403	- Cs4 F12 Mn2 Pd -	176429
1531406	- F6 Li Rh -	176429
1531409	- F6 Ir Li -	176429
1531412	- F6 Li2 Rh -	176429
1531415	- F6 Ir K2 -	176429
1531435	- F4 Li Y -	176429
1531438	- F4 Li Y -	176429
1531490	- Cs3 F7 Si -	176429
1531492	- F7 Rb3 Si -	176429
1531493	- Cs2 F7 Rb Si -	176429
1531496	- Cs2 F7 K Si -	176429
1531499	- Cs F7 Rb2 Si -	176429
1531501	- F7 K Rb2 Si -	176429
1531503	- Cs3 F7 Ti -	176429
1531504	- F7 Rb3 Ti -	176429
1531505	- Cr Cs3 F7 -	176429
1531506	- Cr F7 Rb3 -	176429
1531507	- Cs3 F7 Mn -	176429
1531509	- F7 Mn Rb3 -	176429
1531511	- Cs3 F7 Ni -	176429
1531513	- F7 Ni Rb3 -	176429
1531560	- F5 Hf Rb -	176429
1531618	- F7 Mg2 Na Sr -	176429
1531906	- Ba0.8 F2.2 Yb0.2 -	157500
1531931	- Be F2 -	211196
1532030	- Co F6 Rb2 -	176429
1532033	- Co Cs2 F6 -	176429
1532147	- Ba Ca Dy2 F10 -	211196
1532182	- F6 V Zr -	176429
1532184	- F6 Hf V -	176429
1532187	- F6 Ti Zr -	176429
1532190	- F3 Hf0.5 Ti0.5 -	157852
1532193	- F7 K V Zr -	176429
1532196	- F11 Hf2 Na Ti -	176429
1532199	- F11 Hf2 Na V -	176429
1532247	- B Cs F4 -	176429
1532263	- Cr Cs2 F6 K -	176429
1532266	- Cr F6 Na Rb2 -	176429
1532268	- Cr F6 K Rb2 -	176429
1532271	- F6 Mn Na Rb2 -	176429
1532319	- F3 La -	176429
1532322	- F3 La -	176429
1532368	- Ba Ca F10 Lu2 -	176429
1532444	- Eu F3 -	211196
1532568	- Ba4 Eu3 F17 -	158500
1532738	- F7 K3 Zn2 -	158715
2106785	- F6 Na2 Zr -	176429
2106786	- F6 K Na Th -	176429
2106787	- F13 Rb Th3 -	176429
2106788	- F21 Rb5 Zr4 -	158752
1532774	- F3 Sm -	176429
1532778	- F3 Yb -	176429
1532832	- Ca F7 Mg2 Na -	176429
1532945	- F6 K2 Tb -	176429
1532947	- F6 Rb2 Tb -	176429
1532949	- Al F16 Rb2 Tb3 -	176429
1532951	- Al2 F22 Rb Tb4 -	176429
1532953	- Al F16 Rb2 Tb3 -	176429
1533036	- Ca F6 Ti -	176429
1533057	- Al F5 Mn -	176429
1533109	- F5 V -	176429
1533167	- Cu F2 -	211196
1533290	- F Tl -	176429
2310717	- F Tl -	176429
1533455	- Al2 Ba3 Cu2 F16 -	159699
1533489	- Ba4 F17 Nd3 -	159734
1533536	- Cu F3 K -	176429
1533570	- F10 K Y3 -	176429
4344179	- F4 Li Yb -	176429
2106809	- Be Cs F3 -	176429
2106810	- F10 Na4 Sn3 -	160021
1533787	- Er3 F17 Pb4 -	160065
1534087	- Cu F6 Sr2 -	176429
1534088	- Be2 F8 K2 Pb -	176429
1534089	- Cu F4 Sr -	176429
1534090	- Ca Cu F4 -	211196
1534091	- Cr F4 Sr -	176429
1534092	- Ba Cu F4 -	211196
1534148	- Be3 F12 K2 Zn2 -	160643
1534151	- Cs2 F6 Tl V -	176429
1534152	- Cs2 F6 K V -	176429
1534153	- F6 K Rb2 V -	176429
1534154	- F6 Na Rb2 V -	176429
1534155	- F6 Na3 V -	176429
1534190	- F5 Tl Zr -	176429
1534219	- F6 K2 Pd -	176429
1534283	- F6 Mn Rb2 -	176429
1534284	- F6 Mn Rb2 -	176429
1534285	- F6 Ge Rb2 -	176429
1534286	- F6 Rb2 Zr -	176429
1534287	- Cs2 F6 Zr -	176429
1534288	- F6 Hf Rb2 -	176429
1534289	- Cs2 F6 Hf -	176429
2106848	- F6 K2 U -	176429
2106849	- F31 Li4 Na3 Th6 -	160915
2106850	- F25 K Th6 -	176429
2106851	- F6 Li2 Zr -	176429
1534335	- Cr F6 Na3 -	176429
1534367	- F6 Na2 Ti -	176429
2106862	- F9 Na Np2 -	176429
1534455	- F2.05 Pb0.975 Zr0.025 -	161210
1534458	- F2.1 Pb0.95 Zr0.05 -	161216
1534461	- F2.25 Pb0.875 Zr0.125 -	161222
1534478	- Ba F6 K Li Zn -	176429
1534492	- Ce F7 Zr -	176429
1534502	- F6 K Na Sn -	176429
1534505	- F6 Na Rb Sn -	176429
1534509	- Cs F6 Na Sn -	176429
1534557	- F7 In Sr2 -	176429
1534603	- Cs F6 Ge0.5 Na Sn0.5 -	176429
1534643	- Ca26 F67 Yb5 -	161544
1534671	- F5 K Li Y -	176429
1534674	- F6 K2 Li1.39 Y0.87 -	206168
1534684	- Ca F5 Fe -	176429
1534687	- F5 Sr V -	176429
8103869	- Cu F6 Sn -	176429
1534718	- F2 Ra -	176429
1534927	- Ba4 F17 Y3 -	162003
1534931	- Ba4 F17 Yb3 -	162008
1535062	- Cs2 F6 Mn Na -	176429
1535064	- Cs2 F6 Mn Na -	176429
1535142	- Cr F4 -	211196
1535197	- Cs F6 Nb -	176429
1535261	- Cu F4 K2 -	209182
1535389	- F6 Na3 Sc -	176429
2106894	- F3 Fe K -	176429
1535558	- Ca Cr F7 Sr -	176429
1535571	- Al F3 -	211196
1535574	- F3 In -	176429
1535589	- Cs3 F6 Tb -	176429
1535652	- F4 Hg Pd -	176429
1535657	- Ba F5 Mn -	176429
1535766	- Ca0.9 F2.1 Nd0.1 -	163229
1535771	- Ca0.8 F2.2 Nd0.2 -	163234
1535796	- F4 Li Sc -	176429
1535801	- F6 Li3 Sc -	176429
1535805	- Ba4 Er3 F17 -	211196
1535938	- F6 Mo Na -	176429
1535945	- F5 Mo -	176429
1535949	- F5 Nb -	176429
1535967	- F3 Nb -	176429
1536102	- F5 Sn2 Tl -	176429
1536149	- F2 V -	176429
1536224	- Cu F7 Na2 Sc -	176429
1536228	- Al F7 Na2 Zn -	176429
1536232	- Cu F6 Ga K -	176429
1536286	- Al Eu F5 -	176429
1536289	- Al Ca0.19 Eu0.81 F5 -	176429
1536292	- Al Eu0.85 F5 Sr0.15 -	176429
1536295	- Al Eu0.45 F5 Sr0.55 -	176429
1536298	- Al Eu0.23 F5 Sr0.77 -	176429
1536302	- Al Ba0.62 Eu0.38 F5 -	176429
1536320	- Ca0.12 Er0.24 F6 Na1.23 Y1.28 -	163988
2106927	- F4 Na Ti -	176429
1536334	- Cs7 Cu6 F19 -	211196
1536344	- Al2 F16 Sr5 -	164018
1536345	- Cs2 Cu3 F10 Mg -	209177
1536349	- Cs2 Cu3 F10 Ni -	209177
1536352	- Al Ba0.13 F5 Sr0.87 -	176429
1536353	- Co Cs2 Cu3 F10 -	209177
1536355	- Al Ba0.25 F5 Sr0.75 -	176429
1536356	- Cs2 Cu3 F10 Mn -	176429
1536358	- F2.7 La0.7 Pb0.3 -	164034
1536359	- Al Ba0.31 Ca0.13 F5 Sr0.56 -	176429
1536360	- Ba2 Ca F14 Fe V2 -	176429
1536363	- Al Ba0.76 F5 Sr0.24 -	176429
1536364	- Ba2 Ca1.26 F14 Fe2 Mn0.74 -	164040
1536367	- Ba2 Ca1.35 Cu0.65 F14 Fe2 -	164044
1536370	- Ba2 Ca1.19 F14 Mn0.81 V2 -	164048
1536373	- Ba2 Ca1.16 Cu0.84 F14 Mn2 -	164052
1536376	- Ba2 Ca Cu F14 Ga2 -	176429
1536380	- Al2 Ba3 F12 -	164059
1536444	- B17 F27 -	164158
1536489	- Ba6 F34 Fe0.89 Mg10.11 -	164211
1536492	- Ba6 F34 Mg8.76 Mn2.24 -	164215
1536494	- Ba6 F34 Mg9.06 Mn1.94 -	164219
1536496	- Ba6 F34 Mg11 -	164223
1536499	- Ba2 F10 Mg1.85 Mn1.15 -	164227
1536502	- Al4 Ba6 F24 -	164231
1536505	- Ba Be F4 -	211196
1536506	- F7 Pb2 Rh -	176429
1536527	- Cr F7 Fe Na2 -	176429
1536530	- Co F7 Na2 V -	176429
1536533	- F7 Fe Na2 V -	176429
1536536	- Co Cr F7 Na2 -	176429
1536585	- Al17 Ba45 Cu28 F197 -	164351
1536602	- Ca F6 Pt -	176429
1536605	- F6 Pt Zn -	176429
1536607	- Cd F6 Pt -	176429
1536610	- F6 Mn Pt -	176429
1536613	- Co F6 Pt -	176429
1536617	- F6 Ni Pt -	176429
1536722	- F15 Tb4 -	164551
1536792	- Cr F4 Na -	176429
1536793	- F2.85 La0.85 Sr0.15 -	164660
1536795	- Cd F7 Na2 Yb -	176429
1536813	- Al F6 Li Sm -	176429
7222796	- Co F6 Li Mg -	176429
7222798	- Co F6 Li Ni -	176429
7222800	- Co0.667 Cu0.667 F4.002 Li0.667 -	165010
7222801	- Co F6 Li Sr -	176429
7222802	- Ba Co F6 Li -	176429
8104200	- Al Ba F6 Na -	176429
1537223	- Be F2 -	211196
2310861	- F7 Na3 Zr -	176429
2310862	- F7 Hf Na3 -	176429
2310863	- F6 Rb2 Th -	176429
1537398	- F6 Mg Pd -	176429
1537399	- Ca F6 Pd -	176429
1537400	- F6 Pd Zn -	176429
1537401	- Cd F6 Pd -	176429
1537402	- F6 Li2 Pd -	176429
1537403	- F6 Li2 Pt -	176429
1537404	- F6 Na3 Ni -	176429
4031639	- F6 K Os -	176429
4124653	- F8 Na3 Ta -	176429
1537417	- Ba F7 Fe Mn -	176429
1537418	- F5 Ru -	176429
1537422	- Ba F6 Pb -	176429
1537423	- Ca F6 Pb -	176429
1537424	- F6 Pb Sr -	176429
1537431	- F6 Mn Sn -	176429
1537432	- F6 Fe Sn -	176429
1537433	- F6 Sn Zn -	176429
1537434	- F6 Hg Sn -	176429
1537435	- Co F6 Sn -	176429
1537436	- F6 Ni Sn -	176429
1537437	- Cu F6 Sn -	176429
1537438	- Cd F6 Sn -	176429
1537452	- F4 Xe -	176429
1537511	- Ba Co F4 -	211196
1537548	- Be F4 Pb -	176429
1537577	- F3 U -	176429
4124659	- F3 Mo -	176429
2107056	- Be2 F5 Tl -	176429
2107060	- F10 K Yb3 -	176429
1537696	- Cs7 F15 Fe4 -	166005
1538046	- F12 K4 Mn3 -	166455
1538048	- Ba2 Cs2 Cu3 F12 -	211196
1538324	- B F3 -	211196
1538488	- F6 Ge Li2 -	176429
1538489	- F3.92 Yb0.5 Zr0.5 -	167078
1538490	- F3.456 Yb0.498 Zr0.498 -	167079
4344341	- Cu F4 K2 -	176429
2107141	- Cs F9 U2 -	176429
1538542	- F3 Na Ni -	176429
1538543	- Cd0.9 F2.1 Tb0.1 -	167172
1538553	- F15 Nb6 -	167199
1538557	- Ce0.5 F3 La0.5 -	167208
1538713	- Cr Cu F6 K -	176429
1538918	- F11 Na Pd Zr2 -	176429
1538919	- Cu F6 Pt -	176429
1538920	- F6 Pd Pt -	176429
1538922	- Cu F5 Pd Rb -	176429
1539079	- Cs2 F6 In Na -	176429
2310962	- F6 K2 Ti -	176429
4124682	- F2 Xe -	176429
1539114	- Ba0.75 F2.25 Lu0.25 -	167878
1539280	- Cd F5 Mn -	176429
4124689	- F4 Xe -	176429
1539366	- F7 K Sn Zr -	176429
2107206	- Cr3 F19 Pb5 -	168301
1539456	- Cs2 F6 Rb Y -	176429
1539460	- Cs2 F6 K Y -	176429
1539464	- Cs2 F6 Na Y -	176429
1539466	- F6 Na Rb2 Y -	176429
4124692	- F6 Ge Rb2 -	176429
1539545	- Cr F4 Sr -	176429
1539548	- Cu F6 Sr2 -	176429
1539610	- Cs3 F10 Ni3 Tl -	176429
1539611	- Ba F4 Fe -	176429
1539612	- Cs4 F10 Fe3 -	168571
7222943	- Cu F4 Na2 -	176429
7222944	- Cr F4 Na2 -	176429
1539645	- F4 V -	176429
1539647	- Cs2 F6 Na Ti -	176429
1539700	- F4 Hf -	176429
1539704	- F4 Th -	176429
1539927	- Cs3 F9 Fe2 -	169017
1539954	- F6 K Rb2 Rh -	176429
1539955	- F6 Na Rh Tl2 -	176429
1539956	- F6 Na Rb2 Rh -	176429
1539957	- F6 K2 Na Rh -	176429
2311021	- Al F6 K2 Li -	176429
2311030	- F7 K3 U -	176429
2311031	- F7 K3 U -	176429
4124705	- F3 Y -	176429
1540078	- F6 Fe Li Rb2 -	176429
1540079	- Cs2 F6 Fe Na -	176429
7222978	- F5 Fe Rb2 -	176429
1540088	- F4 Fe K -	176429
1540113	- Cs2 F6 K Ti -	176429
1540114	- F6 K Rb2 Ti -	176429
1540115	- F3 Ti -	176429
1540117	- Cs F3 Fe -	176429
4344378	- F28 Ni Xe4 -	206169
1540256	- Cs4 Cu3 F10 -	211196
1540258	- Cs2 Cu F6 -	176429
2107293	- Cs F7 Y2 -	211332
2107294	- F7 Rb Sm2 -	211332
2107295	- Cs F7 Gd2 -	211332
2107296	- F10 K Y3 -	211332
2107297	- F10 Rb Y3 -	211332
2107298	- F10 Rb Sm3 -	211332
2107299	- F10 Gd3 Rb -	211332
2107300	- F10 K Lu3 -	211332
1540846	- Ba5 Cr3 F18 -	211196
4344485	- F6 K2 Na Sc -	176429
2107330	- F5 U -	176429
1541250	- F2 Ti -	176429
1541431	- Ca Cd F8 Na Y -	176429
1541452	- F6 Ni Rb2 -	176429
1541454	- Cr F6 Rb2 -	176429
1541456	- Cr Cs2 F6 -	176429
1541546	- F10 K Tb3 -	176429
1541580	- Cs2 F6 Pd -	176429
1541581	- F6 Pd Rb2 -	176429
1541627	- F10 K Yb3 -	176429
7223706	- Cu F6 Zr -	176429
4124789	- F1.998 K0.666 Th0.333 -	173081
2107349	- Be F45 Na3 Th10 -	176429
4124790	- F4 K La -	176429
2107374	- F3 Fe0.46 K0.54 Mn0.54 -	173319
2020379	- F6 Hg2.881 Nb -	176429
2020380	- F6 Hg2.884 Ta -	176429
1541846	- F6 Ni Sr -	176429
1541847	- D F2 Na -	176429
1541878	- F9 U2 -	173437
1542035	- Cs F3 Pb -	176429
4344527	- F3 K V -	176429
4344528	- F3 Rb V -	176429
1542071	- F Tl -	176429
1542095	- F3.48 Yb0.2 Zr0.8 -	174069
1542097	- Cr0.752 F6 Li0.752 Zn1.496 -	174071
2107419	- Be2 Cs F5 -	176429
2311072	- F3 Mo -	176429
2311073	- F3 Ta -	176429
1542182	- F6 Li Rh Zn -	176429
1542183	- F6 Li Ni Rh -	176429
1542224	- Be2 F5 Rb -	209123
1542238	- F7 Sm Zr -	176429
1542247	- F4 Li Y -	176429
7055592	- F70 Ti10 Xe5 -	186452
2241796	- F4 Nb -	184736
1544381	- Al F4 Na -	187632
3500043	- F6 K2 Zr -	188670
3500046	- F6 K2 Zr -	188673
3500049	- Ba F7 Fe Mn -	188774
3500050	- Ba Cu F7 Ga -	188806
3500051	- Ba F7 Ga Zn -	188844
3500058	- Cr F13 Pb5 -	189070
3500061	- F5 Ga Pb -	189271
1545777	- Ba F6 Zr -	195653
1545514	- F8 Li4 Zr -	194040
1545568	- F19 Li3 Zr4 -	194262
1545625	- Al F5 Sr -	194445
1545626	- Al Ca0.33 F5 Sr0.67 -	194446
1545627	- Al Ba F5 -	194447
1545628	- Ba F5 Ti -	194450
1545629	- Ca F5 Ti -	194451
4032447	- F4 K Sc -	195621
1545872	- F11 Pr Zr2 -	195749
1545878	- Ba F11 Na Zr2 -	195780
2108041	- F4 Zr -	195804
1545896	- F15 Pr Zr3 -	195845
1545916	- Ba2 F11 Mn3 Na -	195910
7228193	- Co F7 Fe Na2 -	196009
7228194	- Cu F7 Fe Na2 -	196010
